player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Qian Magwood,130339,WR,BALL ST,12,13.2,6,40.4,22.2,2,9,0,5.0,1,-0.28,14,117,0,73.6,73.3,59.4,72.0,58.1,0.0,0,3,53,0.6,2,327,1,32.9,19,94.8,310,27.2,89,44.6,47,1,72.8,238,320,143,7.5,16.8,1.03,2025_this_team
Eric Weatherly,156259,WR,BALL ST,12,7.7,4,68.3,33.3,1,3,0,6.7,2,-0.36,10,117,0,63.3,54.1,63.1,62.1,59.0,1.3,3,1,35,0.4,1,228,2,30.7,28,93.9,214,89.5,204,81.4,41,1,9.2,21,240,149,5.3,8.6,1.12,2025_this_team
Donovan Hamilton,190904,WR,BALL ST,12,9.2,2,52.6,38.5,5,13,0,9.1,2,-0.14,10,117,0,64.7,70.4,61.4,60.9,60.6,0.0,0,2,47,0.4,1,229,1,36.7,20,94.8,217,3.9,9,51.2,38,0,96.1,220,248,98,4.9,12.4,1.14,2025_this_team
Jabari Smith Jr.,169926,WR,FAU,11,12.8,4,57.7,37.5,3,8,0,6.3,1,-0.02,9,165,0,57.1,69.6,61.7,,61.4,0.0,0,2,37,0.0,0,141,0,38.5,15,95.7,135,98.6,139,83.2,26,3,1.4,2,166,57,3.8,11.1,1.23,arrival_2025_at_FAU
Ty Robinson,146317,WR,BALL ST,10,12.5,0,50.0,57.1,4,7,0,15.4,2,-0.38,6,117,0,49.5,68.4,58.2,,55.9,0.0,0,0,21,0.0,0,136,0,28.7,11,92.6,126,8.8,12,65.2,22,0,91.2,124,113,10,0.9,10.3,0.9,2025_this_team
Koby Gross,86477,TE,BALL ST,11,10.6,1,52.6,50.0,2,4,0,16.7,2,-0.2,6,117,1,49.8,20.5,54.2,61.2,55.3,38.4,63,1,42,6.1,10,164,0,35.1,10,89.6,147,56.1,92,72.5,19,1,4.3,7,141,45,4.5,14.1,0.96,2025_this_team
Kameron Anthony,189743,TE,BALL ST,12,8.2,1,58.3,,0,0,0,22.2,2,-0.32,5,117,0,29.0,66.7,45.7,60.9,56.2,84.3,166,1,40,47.7,94,197,2,33.2,7,51.3,101,12.2,24,96.2,12,2,2.0,4,117,64,9.1,16.7,1.16,2025_this_team
Elisha Durham,198166,WR,BALL ST,7,21.6,0,44.4,33.3,1,3,0,0.0,0,-0.7,2,117,0,74.9,65.0,60.5,,59.9,0.0,0,0,12,0.0,0,28,0,22.2,4,96.4,27,14.3,4,54.9,9,0,85.7,24,34,3,0.8,8.5,1.26,2025_this_team
Isaiah Thacker,176138,WR,BALL ST,5,8.3,1,66.7,0.0,0,1,0,20.0,1,-0.31,2,117,0,45.4,65.0,64.6,,64.0,0.0,0,0,11,0.0,0,15,0,26.7,4,100.0,15,80.0,12,112.5,6,1,20.0,3,22,35,8.8,5.5,1.47,2025_this_team
Drew Cassens,130544,TE,BALL ST,11,6.0,1,100.0,,0,0,0,0.0,0,0.07,3,117,0,76.3,66.6,66.6,68.1,66.4,70.1,47,0,37,31.3,21,67,2,46.0,5,64.2,43,26.9,18,152.1,5,1,1.5,1,55,31,6.2,11.0,1.28,2025_this_team
Maximus Webster,163100,TE,BALL ST,12,0.8,1,100.0,,0,0,0,0.0,0,-0.76,3,117,0,74.9,67.3,65.9,,65.0,34.2,13,0,19,0.0,0,38,0,22.2,4,94.7,36,63.2,24,105.2,4,0,2.6,1,37,34,8.5,9.3,1.03,2025_this_team
Jamarion McDougle,184011,WR,BALL ST,9,24.3,0,50.0,,0,0,0,0.0,0,-0.36,3,117,0,70.7,62.9,72.2,,70.3,0.0,0,0,30,0.0,0,29,0,25.0,2,96.6,28,72.4,21,95.8,4,0,27.6,8,73,30,15.0,36.5,2.61,2025_this_team
Tate Hoover,204720,TE,BALL ST,12,1.0,1,50.0,,0,0,0,0.0,0,-0.02,0,117,0,66.7,61.0,65.0,66.6,51.2,72.4,76,0,9,62.9,66,105,1,38.8,1,37.1,39,15.2,16,62.5,2,0,0.0,0,9,6,6.0,9.0,0.23,2025_this_team
Dahya Patel,163092,WR,BALL ST,7,7.0,0,100.0,,0,0,0,0.0,0,-0.04,1,117,0,66.7,61.0,61.4,,61.6,0.0,0,0,11,0.0,0,22,0,50.0,1,100.0,22,31.8,7,152.1,1,1,68.2,15,11,4,4.0,11.0,0.5,2025_this_team
