unit,pos,depth,player,class,origin,note
QB,QB,1,Jeremy Hecklinski,SO,Wake Forest transfer (arrived 2025),OPEN BATTLE - most 1st-team spring reps; OurLads 06/15 + Athlon QB1; Phil Steele projects Brown; Ferentz: decision "majority of August" at earliest
QB,QB,2,Hank Brown,JR,Auburn transfer (arrived 2025),career 27-43-403-6-3; 11-21-107-1-1 at Iowa 2025; 6-4 pocket passer
QB,QB,3,Jimmy Sullivan,RFR,HS signee,mobile; also rFR Ryan Fitzgerald and true FR 4-star Tradon Bessinger
RB,RB,1,Kamari Moulton,JR,returner,170-878-5 TD (5.2 ypc) 2025; All-B10 HM
RB,RB,2,Lendon (LJ) Phillips Jr.,JR,South Dakota (FCS) transfer,1921 yds 19 TD 2025 FCS 1st-team AA; 55 carries of 10+
RB,RB,3,Xavier Williams,SR,returner,5.8 ypc 2025
WRTE,WR,1,Reece Vander Zee,JR,returner,projected #1 target (size/athleticism)
WRTE,WR,1,Tony Diaz,SO,UTRGV (FCS) transfer,875 yds 11 TD; Phil Steele FCS Freshman of Year
WRTE,WR,1,KJ Parker,SO,returner,spring breakout - repeated contested catches; also PR
WRTE,WR,2,Evan James,SO,Furman (FCS) transfer,65-796-8 led Furman; FCS Freshman AA
WRTE,WR,2,Dayton Howard,JR,returner,depth
WRTE,WR,2,Jarriett Buie,JR,returner,depth; minor spring injury
WRTE,TE,1,DJ Vonnahme,SO,returner (ex walk-on),led team 29-434-3 as FR; bowl breakout
WRTE,TE,2,Addison Ostrenga,SR,returner,rotation
WRTE,TE,2,Zach Ortwerth,SR,returner,rotation
OL,LT,1,Trevor Lauck,JR,returning starter,All-America candidate per Pick Six
OL,LT,2,Cannon Leonard,JR,returner,
OL,LG,1,Leighton Jones,JR,returner,"""a lock at guard"" (Pick Six)"
OL,LG,2,Will Nolan,SO,returner,
OL,C,1,Kade Pieper,JR,returning starter (moved G to C),3rd-tm All-B10 2025 at G; AA candidate; teammates praise C move
OL,C,2,Cael Winter,JR,returner,Myslinski also cross-trains C
OL,RG,1,Trent Wilson OR Michael Myslinski,SO/SR,JMU transfer / returner,DISCREPANCY: OurLads=Wilson (382 G snaps at JMU 2025) vs Athlon=Myslinski
OL,RT,1,Jack Dotzler,SR,returner,veteran
OL,RT,2,Cannon Leonard / Trent Wilson,JR/SO,,swing depth
DL,DE,1,Iose Epenesa,FR(RS),returner,former 5-star; year-2 breakout candidate
DL,DE,1,Kenneth Merrieweather,JR,returner (rotation),
DL,DT,1,Bryce Hawthorne,JR,returner (rotation),15 tkl 3 TFL 2025; spring MCL sprain
DL,DT,1,Brice Stevenson,SR,Holy Cross (FCS) transfer,3-yr starter interior space-eater; 37 tkl 3.5 TFL 2025
DL,DE,2,Kahmari Brown,JR,Elon (FCS) transfer,12 sacks 2025; 2nd-tm FCS AA (edge)
DL,DE,2,Lance Ingold,SO,Northern Illinois transfer,17 tkl 1.5 sk in 6 gm 2025
DL,DT,2,Luke Gaffney / Devan Kennedy / Emmanuel Olagbaju,SR/SO/JR,returners + St. Thomas transfer,interior depth thin per spring reports
LB,MLB,1,Jayden Montgomery,SR,returner,44 tkl 7 starts 2025; took over Harrell job late season
LB,WLB,1,Cam Buffington OR Landyn Van Kekerix,SO/SR(RS),returners,DISCREPANCY: Athlon=Buffington (ex 4-star) vs OurLads=Van Kekerix (2022 HS signee - NOT a transfer; OurLads TR tag erroneous)
LB,LB,2,Derek Weisskopf,SO,returner,ex 4-star; drawing praise (Pick Six)
DB,CB,1,Deshaun Lee,SR,returning starter,
DB,CB,1,Jaylen Watson OR Rashad Godfrey Jr.,JR/SO,returners,DISCREPANCY: OurLads=Watson (15 tkl / 224 snaps 2025) vs Athlon=Godfrey; Watson also KR
DB,CASH,1,Zach Lutmer,JR,returning starter,2nd-tm All-B10; 71 tkl 3 INT 10 PBU 1 TD 2025
DB,S,1,Tyler Brown,JR,James Madison transfer,80 tkl 6 PBU 2025 HM All-Sun Belt; held LSU/FSU/UCLA/Wisc offers; SS
DB,S,1,Anthony Hawkins,SO,Villanova (FCS) transfer,59 tkl 2 INT 9 PBU; FCS Freshman AA; FS
DB,S,2,Xavier Styles,SO,Robert Morris (FCS) transfer,3rd-tm all-conference
DB,DB,2,Cody Haddad / Kyler Gerardy / Marcello Vitti,RFR/SO/FR,Ohio State transfer + returners,depth
ST,K,1,Eli Ozick,JR,North Dakota State (FCS) transfer,16-18 FG 2025 (career 19-23); 2nd-tm AP FCS AA
ST,P,1,Tanner Philpott OR Boston Everitt,JR/FR,Simpson (D3) transfer / Melbourne (AUS),DISCREPANCY: OurLads=Philpott (43.9 avg; AP D3 AA) vs Athlon=Everitt
ST,PR,1,KJ Parker / Zach Lutmer,SO/JR,returners,Wetjen (2x Jet Award) departed
ST,KR,1,Jaylen Watson / Kaden Doll,JR/SO,returners,
ST,STC,1,Chris Polizzi,,staff,new STC; replaces LeVar Woods (to Michigan State); 5th yr in program 1st coordinating; K Drew Stevens to NFL; P Rhys Dakin transferred to MSU
