player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Kris Hutson,131713,WR,ARIZONA,12,13.6,3,64.5,72.7,16,22,0,4.8,3,0.18,44,109,1,74.8,50.6,75.5,,77.3,0.0,0,0,40,0.0,0,383,2,47.2,60,93.0,356,17.8,68,104.4,93,4,82.2,315,764,156,2.6,12.7,2.15,2025_this_team
Javin Whatley,149832,WR,ARIZONA,13,11.6,9,69.5,33.3,2,6,0,6.8,3,0.04,18,109,0,72.3,76.5,66.6,,68.0,0.4,1,2,85,0.0,0,279,1,44.1,41,93.2,260,93.5,261,108.7,59,5,5.0,14,490,221,5.4,12.0,1.88,2025_this_team
Chris Hunter,166993,WR,ARIZONA,12,14.2,2,55.1,27.3,3,11,0,12.9,4,0.14,19,109,0,53.5,71.3,60.4,,61.3,0.0,0,0,35,0.0,0,275,1,46.9,27,92.4,254,10.5,29,93.2,49,2,89.5,246,372,71,2.6,13.8,1.46,2025_this_team
Rodney Gallagher III,173178,WR,W VIRGINIA,12,5.7,6,66.7,14.3,1,7,0,3.4,1,-0.29,11,343,0,80.0,79.3,58.6,,56.3,0.0,0,1,26,0.0,0,256,2,34.4,28,95.3,244,99.2,254,71.8,42,0,0.8,2,243,130,4.6,8.7,1.0,arrival_2025_at_W VIRGINIA
Tre Spivey,173119,WR,ARIZONA,13,11.5,7,57.5,54.5,6,11,0,14.8,4,0.11,16,109,0,57.3,71.5,63.0,74.3,61.8,0.0,0,2,70,0.6,2,313,2,45.7,23,91.7,287,11.5,36,108.4,40,7,88.5,277,381,198,8.6,16.6,1.33,2025_this_team
Giovanni Richardson,198110,WR,ARIZONA,12,11.7,0,60.0,50.0,3,6,0,8.7,2,-0.16,11,109,0,56.1,71.1,68.0,,70.2,0.9,1,1,60,0.0,0,113,1,46.5,21,89.4,101,89.4,101,94.8,35,2,9.7,11,299,129,6.1,14.2,2.96,2025_this_team
Luke Wysong,146110,WR,ARIZONA,13,7.1,4,85.7,75.0,3,4,0,7.7,2,0.19,12,109,0,67.6,82.8,62.5,,64.7,0.0,0,0,47,0.0,0,154,0,43.4,24,94.2,145,94.8,146,131.8,28,2,5.2,8,278,141,5.9,11.6,1.92,2025_this_team
Sam Olson,128333,TE,ARIZONA,13,5.6,1,70.8,100.0,1,1,0,15.0,3,0.2,6,109,0,50.6,69.9,46.2,63.3,50.8,53.9,146,1,16,19.2,52,271,1,45.2,17,75.3,204,41.7,113,95.0,24,2,3.3,9,135,63,3.7,7.9,0.66,2025_this_team
Cameron Barmore,186590,TE,ARIZONA,12,7.2,1,79.2,100.0,8,8,0,5.0,1,0.02,9,109,0,73.6,70.1,61.3,63.7,59.9,52.2,117,0,24,21.4,48,224,1,47.3,19,71.0,159,46.0,103,127.3,24,2,0.4,1,189,69,3.6,9.9,1.19,2025_this_team
Jordan Ross,191068,WR,COLO STATE,7,13.1,0,47.8,0.0,0,3,0,0.0,0,-0.17,3,144,0,82.2,69.2,54.4,,54.0,0.0,0,0,14,0.0,0,151,1,37.3,11,94.0,142,7.3,11,57.2,23,0,92.7,140,84,45,4.1,7.6,0.59,arrival_2025_at_COLO STATE
Cole Rusk,145753,TE,ILLINOIS,13,9.0,3,82.6,57.1,4,7,0,0.0,0,-0.11,10,187,0,86.3,70.4,79.2,67.1,81.9,55.1,75,0,27,13.2,18,136,1,46.5,19,82.4,112,41.2,56,120.5,23,1,3.7,5,217,60,3.2,11.4,1.94,arrival_2025_at_ILLINOIS
Brandon Phelps,183731,WR,ARIZONA,5,10.8,0,66.7,100.0,1,1,0,14.3,1,-0.2,2,109,0,53.4,66.2,55.7,,55.1,0.0,0,1,42,0.0,0,54,0,38.8,6,90.7,49,13.0,7,93.1,9,1,87.0,47,82,11,1.8,13.7,1.67,2025_this_team
Isaiah Mizell,198107,WR,ARIZONA,11,9.1,2,50.0,66.7,2,3,0,0.0,0,-0.45,0,109,0,74.9,65.0,51.2,,53.1,0.0,0,0,19,0.0,0,87,2,42.9,4,88.5,77,11.5,10,64.1,8,0,88.5,77,39,8,2.0,9.8,0.51,2025_this_team
