player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Davion Weatherspoon,145888,G,OHIO,13,100.0,0,259,75.2,78.5,75.7,1,7,389,100.0,100.0,99.0,8,8,0,881,0,881,0,881,417,417,0,0,464,0,arrival_2025_at_OHIO
Malachi Breland,169934,G,MEMPHIS,12,100.0,0,218,69.4,77.6,65.8,3,10,454,100.0,100.0,98.3,4,14,1,845,0,845,0,845,482,482,0,0,363,0,arrival_2025_at_MEMPHIS
Corey Robinson II,144567,T,ARKANSAS,12,100.0,1,111,64.4,70.0,60.9,4,24,446,100.0,100.0,96.9,6,28,0,800,0,0,800,800,473,473,0,0,327,0,2025_this_team
Fernando Carmona,146185,G,ARKANSAS,12,100.0,1,111,71.1,72.3,71.1,3,12,442,100.0,100.0,98.1,6,16,1,790,0,790,0,790,469,469,0,0,321,0,2025_this_team
Kobe Branham,184380,G,ARKANSAS,12,100.0,0,111,67.2,66.2,66.7,1,10,403,100.0,100.0,98.1,1,13,2,733,0,0,0,733,428,428,733,0,305,0,2025_this_team
Caden Kitler,158445,C,ARKANSAS,11,100.0,1,111,57.7,68.4,51.8,1,9,409,100.0,100.0,98.3,5,12,2,719,719,0,0,719,432,432,0,0,287,0,2025_this_team
Bryant Williams,156735,T,LA LAFAYET,11,100.0,0,207,67.8,66.6,68.4,3,8,311,100.0,100.0,98.2,7,11,0,719,0,0,711,719,346,346,0,8,373,0,arrival_2025_at_LA LAFAYET
E'Marion Harris,157022,T,ARKANSAS,11,100.0,2,111,57.9,66.7,50.8,2,16,381,100.0,100.0,96.9,4,21,3,678,0,9,1,678,400,400,68,594,278,6,2025_this_team
Adam Hawkes,191217,T,OREGON ST,5,100.0,0,265,63.1,55.5,64.9,2,2,116,100.0,100.0,96.6,0,6,2,209,0,1,13,209,125,125,0,195,84,0,arrival_2025_at_OREGON ST
Kavion Broussard,191184,T,ARKANSAS,5,100.0,0,111,53.3,45.7,59.7,2,8,104,100.0,100.0,94.2,3,11,1,181,0,0,21,181,113,113,0,160,68,0,2025_this_team
Kash Courtney,200099,C,ARKANSAS,3,100.0,1,111,53.8,44.8,58.7,0,4,48,100.0,100.0,95.8,1,4,0,103,103,0,0,103,53,53,0,0,50,0,2025_this_team
Jacqawn McRoy,184856,T,ARKANSAS,8,98.3,0,111,64.6,50.1,63.9,1,0,25,100.0,100.0,94.0,0,2,1,57,0,0,0,58,28,28,0,57,29,0,2025_this_team
Blake Cherry,200100,G,ARKANSAS,3,100.0,0,111,61.8,81.5,57.3,0,0,12,100.0,100.0,100.0,0,0,0,25,0,22,0,25,13,13,0,0,12,3,2025_this_team
Marcus Dumervil,124091,T,ARKANSAS,2,100.0,0,111,59.4,85.7,53.1,0,0,10,100.0,100.0,100.0,0,0,0,20,0,0,0,20,11,11,9,11,9,0,2025_this_team
LJ Prudhomme,200080,G,ARKANSAS,1,100.0,0,111,54.5,79.9,51.1,0,0,6,100.0,100.0,100.0,0,0,0,11,0,0,0,11,6,6,11,0,5,0,2025_this_team
Brooks Edmonson,163628,C,ARKANSAS,2,100.0,0,111,60.0,,60.0,0,0,0,,,,0,0,0,2,0,1,0,2,0,0,1,0,2,0,2025_this_team
