player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Tommy Maher,191062,WR,COLO STATE,12,8.9,5,56.1,36.4,4,11,0,11.1,4,-0.17,20,144,0,59.4,48.6,54.4,,57.7,0.0,0,5,35,0.0,0,367,0,39.0,32,95.1,349,91.6,336,38.5,57,0,8.2,30,358,135,4.2,11.2,1.03,2025_this_team
Tay Lanier,78216,WR,COLO STATE,12,8.1,2,79.5,60.0,6,10,0,5.4,2,-0.18,14,144,1,76.3,72.6,60.4,61.9,60.4,0.0,0,1,39,0.4,1,268,0,39.9,35,93.7,251,5.2,14,102.0,44,2,94.8,254,313,140,4.0,8.9,1.25,2025_this_team
Rocky Beers,156005,TE,COLO STATE,12,7.8,5,79.5,100.0,4,4,0,0.0,0,-0.16,19,144,0,90.1,72.8,69.7,62.7,73.0,37.9,128,0,48,11.2,38,338,4,40.0,31,83.7,283,59.2,200,147.7,39,7,2.4,8,388,176,5.7,12.5,1.37,2025_this_team
Lavon Brown,173467,WR,COLO STATE,12,9.7,6,66.7,66.7,4,6,1,12.0,3,-0.05,14,144,0,56.1,71.9,56.9,63.6,58.3,0.0,0,1,31,0.4,1,227,2,41.1,22,93.8,213,42.3,96,75.8,33,0,57.7,131,244,93,4.2,11.1,1.15,2025_this_team
Juice Vereen,170383,TE,UCONN,9,10.4,1,68.8,60.0,3,5,0,8.3,2,0.31,12,146,0,65.7,70.6,63.9,55.4,66.1,36.7,61,0,50,9.0,15,166,0,46.2,22,87.3,145,46.4,77,139.3,32,5,13.9,23,310,129,5.9,14.1,2.14,arrival_2025_at_UCONN
Armani Winfield,158574,WR,COLO STATE,12,9.6,4,71.0,100.0,5,5,0,0.0,0,-0.2,13,144,0,86.7,70.6,61.2,,61.0,0.0,0,0,49,0.0,0,237,0,39.4,22,95.4,226,3.4,8,119.8,31,2,96.6,229,276,142,6.5,12.5,1.22,2025_this_team
Jordan Ross,191068,WR,COLO STATE,7,13.1,0,47.8,0.0,0,3,0,0.0,0,-0.17,3,144,0,82.2,69.2,54.4,,54.0,0.0,0,0,14,0.0,0,151,1,37.3,11,94.0,142,7.3,11,57.2,23,0,92.7,140,84,45,4.1,7.6,0.59,2025_this_team
Jordan Mosley,145033,WR,MISS STATE,12,14.6,0,50.0,0.0,0,3,0,27.3,3,-0.09,5,227,0,27.8,67.1,49.9,,51.5,0.0,0,0,75,0.0,0,166,1,37.3,8,95.2,158,12.0,20,108.3,16,1,88.0,146,168,52,6.5,21.0,1.06,arrival_2025_at_MISS STATE
Jaxxon Warren,191072,TE,COLO STATE,2,11.5,0,46.7,25.0,1,4,0,12.5,1,-0.07,4,144,0,56.4,66.7,59.9,58.6,60.6,29.2,19,1,27,10.8,7,65,1,37.7,7,84.6,55,50.8,33,61.8,15,1,20.0,13,95,39,5.6,13.6,1.73,2025_this_team
Kojo Antwi,162859,WR,COLO STATE,8,5.1,0,80.0,0.0,0,1,0,0.0,0,-0.08,2,144,0,79.3,67.1,55.6,,55.3,0.0,0,0,15,0.0,0,89,0,41.2,8,95.5,85,3.4,3,86.7,10,0,96.6,86,48,21,2.6,6.0,0.56,2025_this_team
