player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Aaron Karas,163326,T,COLO STATE,12,100.0,1,144,64.3,53.8,71.8,3,21,460,100.0,100.0,95.2,4,34,10,779,0,0,0,779,491,491,0,777,288,0,2025_this_team
Christian Martin,173491,T,COLO STATE,12,100.0,1,144,53.2,48.2,57.1,5,35,459,100.0,100.0,95.2,6,42,2,778,0,0,777,778,490,490,0,0,288,0,2025_this_team
Aitor Urionabarrenechea,173499,C,COLO STATE,12,100.0,0,144,59.8,50.4,64.9,7,12,451,100.0,100.0,97.5,4,21,2,769,674,95,0,769,482,482,0,0,287,0,2025_this_team
Liam Wortmann,198310,G,COLO STATE,11,100.0,1,144,65.1,71.8,63.9,0,12,417,100.0,100.0,98.1,4,14,2,730,0,0,0,730,448,448,728,0,282,0,2025_this_team
Quinton Harris,157296,T,TCU,11,100.0,0,305,52.9,48.4,56.8,2,7,237,100.0,100.0,98.1,3,9,0,427,0,0,106,427,250,250,1,318,177,2,arrival_2025_at_TCU
Alex Foster,150211,G,COLO STATE,7,100.0,0,144,63.1,54.9,64.0,5,9,232,100.0,100.0,95.7,0,17,3,381,0,381,0,381,241,241,0,0,140,0,2025_this_team
Tanner Morley,173498,G,COLO STATE,4,100.0,0,144,66.3,68.8,64.4,1,5,127,100.0,100.0,97.6,1,6,0,252,0,251,0,252,138,138,0,0,114,0,2025_this_team
Toriyan Johnson,171051,T,UCONN,6,100.0,0,146,62.4,67.7,58.3,0,1,59,100.0,100.0,99.2,0,1,0,122,0,0,120,122,67,67,0,0,55,1,arrival_2025_at_UCONN
Phillip Ocon,191067,C,COLO STATE,6,100.0,0,144,52.3,67.1,48.9,1,3,78,100.0,100.0,97.4,1,4,0,116,115,0,0,116,88,88,0,0,28,0,2025_this_team
Tristan Holmbeck,148858,G,COLO STATE,5,100.0,0,144,50.4,57.5,36.9,1,4,86,100.0,100.0,97.1,0,5,0,104,0,44,0,104,88,88,59,0,16,1,2025_this_team
Jayden Tuia,191225,T,OREGON ST,3,100.0,0,265,50.6,24.6,60.0,3,2,34,100.0,100.0,92.6,0,5,0,66,0,4,62,66,36,36,0,0,30,0,arrival_2025_at_OREGON ST
Braden Hales,191055,G,COLO STATE,2,100.0,0,144,63.9,82.0,59.8,0,0,12,100.0,100.0,100.0,0,0,0,18,0,18,0,18,14,14,0,0,4,0,2025_this_team
Chandler Brown,184680,T,COLO STATE,2,100.0,0,144,36.2,0.0,60.7,0,1,10,100.0,100.0,85.0,0,2,1,13,0,0,12,13,11,11,0,0,2,0,2025_this_team
John Holthaus,191058,T,COLO STATE,1,100.0,0,144,65.9,80.9,59.1,0,0,9,100.0,100.0,100.0,0,0,0,12,0,0,0,12,10,10,0,12,2,0,2025_this_team
MJ Senegal,198309,G,COLO STATE,2,100.0,0,144,60.0,88.2,,0,0,3,100.0,100.0,100.0,0,0,0,3,0,0,0,3,3,3,2,0,0,0,2025_this_team
Diego Rodriguez,184037,G,UCONN,1,100.0,0,146,62.0,,68.6,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,2,2,0,arrival_2025_at_UCONN
