player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Matt Henry,190689,G,TROY,14,100.0,0,318,68.2,73.6,65.2,1,11,549,100.0,100.0,97.6,2,19,7,946,0,21,0,946,573,573,923,1,373,0,2025_this_team
Jordon Jones,164122,T,OHIO,13,100.0,3,259,63.1,62.6,65.6,0,14,371,100.0,100.0,97.0,9,18,4,826,0,0,0,826,396,396,0,826,430,0,arrival_2025_at_OHIO
Paul Bowling,199336,C,TROY,12,100.0,0,318,63.8,65.5,66.0,3,12,435,100.0,100.0,97.6,5,18,3,752,533,217,2,752,451,451,0,0,301,0,2025_this_team
Eli Russ,122987,G,TROY,12,100.0,1,318,61.9,56.9,60.8,5,10,430,100.0,100.0,97.6,2,18,3,748,0,536,188,748,444,444,0,20,304,4,2025_this_team
Caleb Ash,190680,T,TROY,12,100.0,0,318,41.1,31.7,45.9,5,24,331,100.0,100.0,92.9,1,38,9,581,0,0,97,581,348,348,0,484,233,0,2025_this_team
Tra'jon Townsend,205436,T,TROY,10,100.0,0,318,45.9,36.4,52.3,5,13,290,100.0,100.0,94.5,2,25,7,481,0,1,268,481,300,300,1,209,181,0,2025_this_team
Tyler Cappi,163571,C,TROY,8,100.0,0,318,56.9,45.6,59.4,3,8,265,100.0,100.0,97.2,0,13,2,425,405,20,0,425,277,277,0,0,148,0,2025_this_team
Elijah Prather,172362,T,TROY,6,99.7,0,318,64.4,62.1,62.5,3,5,203,99.5,99.5,98.0,0,8,0,380,0,0,379,381,215,216,0,0,165,0,2025_this_team
Garner Langlo,146670,T,TROY,3,100.0,0,318,59.6,59.4,60.9,1,2,91,100.0,100.0,98.4,3,3,0,172,0,0,0,172,95,95,0,171,77,0,2025_this_team
Zerian Hudson,184369,G,TROY,4,100.0,0,318,59.9,77.0,53.3,0,1,60,100.0,100.0,99.2,0,1,0,106,0,86,0,106,67,67,19,0,39,1,2025_this_team
Tyler Bell,172341,C,TROY,2,100.0,0,318,58.0,51.5,58.1,0,3,44,100.0,100.0,96.6,1,3,0,72,10,61,0,72,46,46,1,0,26,0,2025_this_team
Patrick Screws Jr.,170076,T,TROY,3,100.0,0,318,64.2,80.3,54.8,1,1,43,100.0,100.0,97.7,0,2,0,72,0,6,1,72,44,44,3,61,28,0,2025_this_team
Darion Rivers,170379,T,NC STATE,2,100.0,0,248,55.6,59.9,53.9,0,0,11,100.0,100.0,100.0,0,0,0,25,0,0,25,25,11,11,0,0,14,0,arrival_2025_at_NC STATE
Kyler Gibson,156868,T,TROY,2,100.0,0,318,50.6,54.7,49.4,0,0,4,100.0,100.0,100.0,0,0,0,10,0,0,9,10,5,5,0,1,5,0,2025_this_team
