unit,pos,depth,player,class,origin,note
QB,QB,1,Carson Conklin,JR,transfer:Fresno State,BOOMERANG (Sac St '23-24: FCS FR All-American; 2876 @ 62% 28-12 in '24); Fresno '25: 48.1/105 3 st 354 @ 49%; PS#73
QB,QB,2,Brian Salazar,JR,transfer:JC,JC LY: 3210 @ 63% 36-11 (11 gm)
QB,QB,3,Jackson Sharman,JR,transfer:Idaho State,FCS 332 career yds
QB,QB,3,Jaylen Patterson,FR,transfer:New Mexico State,RS at NMSU LY; PS#148
RB,RB,1,Jamar Curtis,SR,transfer:Lafayette-via-roster,WITHDRAWN override STAYS; FCS AA at Lafayette (3500+ ttl 35 TD; 1460 in '23); RS'd hurt '25 (155 @ 4.2); KR1
RB,RB,2,Davion Godley,SR,transfer:Weber State,FCS 1142 @ 5.8 over 2 yrs
RB,RB,2,Curron Borders,SO,returning,361 @ 5.6 in '24; 'could miss 2nd straight season with injury' - monitor
RB,RB,3,Cincere Rhaney,FR,transfer:San Diego State,72.5/5 at SDSU; PS#128
WRTE,WR,1,Matt Coleman,SR,transfer:San José State,4 st 651 @ 9.9 over 3 yrs at SJSU
WRTE,WR,1,Jace Wilson,SR,returning,UTSA '23-24 (105 yds); 4 st 56 yds at Sac St LY
WRTE,WR,1,Onterrio Smith Jr.,JR,returning,20 gm 45 yds L2Y
WRTE,WR,2,Kenyon Shabazz,JR,transfer:JC,PS#307JC
WRTE,WR,2,Khai Taylor,JR,transfer:JC,PS#165JC; Athlon #5 recruit
WRTE,WR,3,Ellijah Washington,FR,transfer:Oregon State,RS'd; zero tape
WRTE,WR,3,Dezmyn Hardy,FR,recruit,true FR; PS#466; Athlon #6
WRTE,TE,1,Jordan Williams,SR,returning,RETURNING STARTER (the offense's only one); 10 st 170 @ 15.5; Colo St RS '24
WRTE,TE,2,Cedric Anton,JR,transfer:Tiffin University,D2 10 gm 14 yds
WRTE,TE,3,Kyle Koontz,SO,transfer:Houston Christian,FCS 4 st; RS'd here '24
OL,LT,1,Bryson Summers,SR,returning,2 st @ RG '24 + 2 st @ LT '25 (9-12 gm); ex-Coastal DNP; PS#320JC
OL,LT,2,Richard McKay,JR,returning,5 gm L2Y; PS#265
OL,LG,1,Jamin Guilbert,JR,transfer:JC,PS#326JC
OL,LG,2,Brandon Sousa,SR,returning,4 gm L3Y
OL,C,1,Hayden Frazier,JR,transfer:JC,PS#307JC
OL,C,2,Luke Slater,SO,returning,11 gm LY
OL,RG,1,Vae Soifua,SR,transfer:Weber State,4 st 6 gm at Weber '25; BYU RS '22; PS#276
OL,RG,2,DeAnthony Sheffield,JR,returning,1 gm LY
OL,RT,1,Shontrail Key,SR,returning,11 st at Incarnate Word LY (FCS); Arizona rFr '22/Grambling '23/UIW '24; PS#294
OL,RT,2,Jeremiah Stallworth,SO,returning,3 st 6 gm as true FR
