player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Deiontae Jones,24779,CB,WSRAMS,1,0,0,1206,60.0,,,,,,59.9,,,65.2,0,0,0,3,0,0,4,1,0
Kingston Davis,27304,HB,MILES,2,0,0,386,,,,,,,60.9,,,66.6,0,0,0,0,2,9,12,0,0
Jerome Dews,31869,LB,BOWIE ST,1,0,0,365,60.0,,,,,,60.0,,,63.5,0,0,0,1,0,0,0,0,0
Raul Aranda,32736,WR,LOUCOL,1,0,0,958,,,,,,,59.3,,,67.4,0,0,0,0,0,0,5,0,0
Tre' Hendon,33382,LB,LNDNWD,1,0,0,949,60.0,,,,,,60.1,,,61.9,0,0,0,4,0,0,0,0,0
Najee Wilson,33542,G,WSRAMS,1,0,0,1206,,,60.0,,,,61.0,,,61.8,0,0,3,0,0,0,0,0,0
Shea Campbell,33714,LB,WESTFL,1,0,0,1269,59.3,,,,,,59.6,,,63.9,0,0,0,5,0,0,2,0,0
Dante Williams,34916,LB,DELTAST,1,0,0,841,60.1,,,,,,64.4,,,73.1,0,0,0,6,0,0,0,8,0
Arsante Conners,35570,ED,LNDNWD,1,0,0,949,59.9,,60.0,,,,60.2,,,62.7,0,0,1,4,0,0,0,0,0
Stephon Williams,36017,LB,WESTFL,1,0,0,1269,59.6,,,,,,59.9,,,63.2,0,0,0,3,0,0,1,0,0
Pesi Savea,37358,T,TXPERB,1,0,0,1268,,,,,,,60.0,,,63.3,0,0,0,0,0,0,1,0,0
King Taylor,38476,G,N MEX HIGH,1,0,0,388,,,60.0,,,,61.6,,,65.9,0,0,5,0,0,0,0,0,0
Vincent Wilkerson,38679,WR,DELTAST,1,0,0,841,,,60.0,,,,63.6,,,69.9,0,0,4,0,0,5,2,8,0
Logan Byrd,40373,TE,N GREENVLE,1,0,0,390,,,60.0,,,,60.4,,,63.7,0,0,3,0,0,0,0,0,0
Kyle Wilkins,40530,DI,LINCOLN,1,0,0,380,58.9,,,,,,58.9,,,64.7,0,0,0,8,0,0,0,0,0
Ja'cione Fugate,40621,S,KY STATE,1,0,0,378,60.0,,,,,,60.0,,,61.0,0,0,0,2,0,0,0,0,0
Isaiah Rainey-Nix,40911,TE,BOWIE ST,1,0,0,365,,,,,,,59.9,,,65.5,0,0,0,0,0,6,0,0,0
Adrian McGee,41102,S,N GREENVLE,1,0,0,390,60.0,,,,,,60.0,,,61.5,0,0,0,2,0,0,0,0,0
Titus Martin,41355,G,TAYLOR,1,0,0,402,,,60.0,,,,61.4,,,66.3,0,0,4,0,0,0,0,0,0
Cam Johnson,41447,T,FRTVLY,1,0,0,874,,,60.0,,,,60.0,,,60.9,0,0,1,0,0,0,0,0,0
Isaac Leppke,42333,WR,FORT LEW,2,0,0,873,,,,,,,61.2,,,67.6,0,0,0,0,4,14,0,0,0
Myles Wolfolk,42445,S,BOWIE ST,1,0,0,365,60.0,,,,,,61.7,,,70.8,0,0,0,4,0,0,3,3,0
Tuwile Wilson,42610,S,MILES,2,0,0,386,,,,,,,61.2,,,65.2,0,0,0,0,7,0,0,1,0
Malik Sonnier,42618,CB,MWSTATE,1,0,0,983,59.8,,,,,,59.4,,,66.2,0,0,0,3,0,0,6,1,0
