player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Troy Mrukowski,212813,T,JOHNCA,14,100.0,1,926,81.1,70.8,82.1,2,11,452,100.0,100.0,98.1,4,15,2,844,0,0,0,844,474,474,0,826,370,17
Michael O'Rourke,212800,G,JOHNCA,14,100.0,1,926,48.1,49.3,50.1,3,15,426,100.0,100.0,96.5,8,24,6,788,788,0,0,788,448,448,0,0,340,0
Ben Dehmer,212805,T,JOHNCA,13,100.0,0,926,58.8,74.9,51.3,3,4,410,100.0,100.0,98.2,1,11,4,757,0,756,0,757,430,430,1,0,327,0
Jack McKinnon,212765,C,JOHNCA,13,100.0,1,926,55.6,63.3,50.8,4,9,357,100.0,100.0,97.6,1,15,2,698,0,16,0,698,370,370,680,1,328,1
Grant Myers,212795,T,JOHNCA,11,99.7,0,926,79.0,84.7,71.3,1,4,298,99.3,99.4,98.5,0,7,2,570,0,0,563,572,311,313,0,0,259,9
Kenneth Rawls,109349,TE,JOHNCA,13,53.8,1,926,82.4,68.1,67.0,0,2,71,18.3,17.4,98.6,3,2,0,392,0,0,16,729,71,408,0,13,321,541
Nolan Tanner,212816,TE,JOHNCA,14,70.2,0,926,47.8,67.7,51.6,0,2,108,40.9,40.1,99.1,4,2,0,387,0,0,3,551,110,274,0,5,277,328
Nick Semptimphelter,142984,QB,JOHNCA,14,38.7,0,926,91.0,,60.4,0,0,0,0.0,0.0,,2,0,0,311,0,0,0,803,0,473,0,0,311,0
Isiah Council,212790,G,JOHNCA,12,99.7,0,926,54.9,56.8,56.4,0,5,129,99.2,99.3,95.7,3,8,3,310,0,1,284,311,137,138,0,1,173,25
Unknown Lincoln (CA) 55,212432,G,LINCOK,5,100.0,1,1452,36.1,32.6,37.9,1,6,207,100.0,100.0,96.4,4,11,4,274,51,223,0,274,219,219,0,0,55,0
Intidy Johnson,210353,G,VA LYNCHBU,4,100.0,0,406,44.4,21.7,53.0,1,9,161,100.0,100.0,95.7,2,12,2,252,0,149,41,252,168,168,62,0,84,0
Evan Nelson,212814,WR,JOHNCA,14,57.3,0,926,52.4,70.2,78.1,0,0,3,1.8,1.7,100.0,1,0,0,229,0,0,0,400,3,174,0,0,226,0
Kareem Sy,196926,C,LINCOK,4,100.0,0,1452,51.1,47.2,49.2,0,3,176,100.0,100.0,98.6,0,4,1,223,223,0,0,223,186,186,0,0,37,0
Madjou Ba,196934,G,VA LYNCHBU,4,100.0,1,406,32.1,22.5,41.0,2,6,145,100.0,100.0,97.2,5,8,0,222,42,11,0,222,151,151,169,0,71,0
Kaleb Cole,212783,G,JOHNCA,12,100.0,0,926,56.0,49.4,55.3,1,2,85,100.0,100.0,97.1,0,4,1,214,0,84,0,214,91,91,115,0,123,15
Tyren Montgomery,165655,WR,JOHNCA,14,32.7,0,926,92.6,,66.7,0,0,0,0.0,0.0,,5,0,0,214,0,0,0,655,0,434,0,0,214,0
Shane Lindstrom,212759,WR,JOHNCA,14,37.0,0,926,75.2,,77.6,0,0,0,0.0,0.0,,3,0,0,213,0,0,0,576,0,362,0,0,213,0
Xander Smith,196979,C,VA LYNCHBU,3,100.0,0,406,37.2,22.1,48.5,0,2,124,100.0,100.0,98.4,1,3,1,190,190,0,0,190,129,129,0,0,61,0
Solomon Pope,196920,G,LINCOK,4,100.0,1,1452,26.8,3.9,40.7,1,12,135,100.0,100.0,93.7,3,15,2,179,0,51,32,179,144,144,96,0,35,0
Jayden Dorcely,212080,T,LINCOK,4,100.0,0,1452,39.3,25.2,59.2,3,12,130,100.0,100.0,92.7,3,17,2,177,0,0,177,177,138,138,0,0,39,0
Jayden Hopkins,210370,T,VA LYNCHBU,4,100.0,0,406,19.8,0.0,49.8,1,20,103,100.0,100.0,87.9,0,23,2,170,0,0,35,170,109,109,0,135,61,0
Christopher Mabry,210354,T,VA LYNCHBU,3,100.0,0,406,35.7,32.1,34.2,2,8,112,100.0,100.0,94.6,1,11,1,165,0,79,86,165,116,116,0,0,49,0
George Prusock III,186924,T,JOHNCA,4,100.0,0,926,52.3,32.5,54.3,2,2,75,100.0,100.0,97.3,0,4,0,145,0,47,0,145,82,82,98,0,63,0
Marquis Cooper,212085,T,LINCOK,3,100.0,0,1452,36.4,19.0,46.1,0,6,98,100.0,100.0,95.9,1,7,1,139,0,0,65,139,103,103,51,23,36,0
Jordan McCray,166097,T,MILES,2,100.0,0,386,44.7,36.0,52.5,0,4,77,100.0,100.0,96.1,3,5,1,132,0,0,131,132,81,81,0,0,51,0
Carmelo Turner,182381,C,MILES,2,100.0,0,386,43.6,19.5,57.7,2,5,77,100.0,100.0,92.9,1,9,2,131,131,0,0,131,81,81,0,0,50,0
Robert Galeana-Valasquez,212082,DI,LINCOK,3,100.0,0,1452,21.3,0.0,33.0,1,19,105,100.0,100.0,87.6,1,23,3,130,0,0,0,130,112,112,0,130,18,0
Alexander Chuba,212778,G,JOHNCA,8,100.0,0,926,49.7,64.1,51.9,0,1,32,100.0,100.0,98.4,1,1,0,129,95,0,0,129,33,33,0,0,96,34
Kent Holloman,210363,T,VA LYNCHBU,4,100.0,0,406,26.2,0.0,40.1,1,5,74,100.0,100.0,94.6,1,7,1,121,0,13,4,121,79,79,21,83,42,0
Nilaji Johnson,168207,T,THMORE,2,100.0,0,1296,55.3,75.2,49.8,1,0,65,100.0,100.0,99.2,1,1,0,112,0,0,0,112,65,65,0,112,47,0
Cameron Weil,168253,T,THMORE,2,100.0,0,1296,36.9,11.1,51.9,2,3,65,100.0,100.0,94.6,1,6,1,112,0,0,112,112,65,65,0,0,47,0
