player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Markel Bell,183226,T,MIAMI FL,16,100.0,0,220,72.1,83.5,66.0,1,14,534,100.0,100.0,98.6,7,15,0,1034,0,1,1029,1034,558,558,0,0,476,3,2025_this_team
Francis Mauigoa,170088,T,MIAMI FL,16,99.9,1,220,82.6,87.0,77.1,4,9,533,99.8,99.8,98.4,7,15,2,1033,0,0,0,1034,557,558,10,1022,476,1,2025_this_team
James Brockermeyer,125681,C,MIAMI FL,16,100.0,1,220,72.5,86.4,68.8,2,10,534,100.0,100.0,98.9,5,12,0,1033,1033,0,0,1033,558,558,0,0,475,0,2025_this_team
Anez Cooper,162732,G,MIAMI FL,16,99.9,0,220,68.7,78.9,67.4,2,9,526,99.8,99.8,98.8,8,12,1,1021,0,2,0,1022,550,551,1008,2,471,9,2025_this_team
Matthew McCoy,162736,G,MIAMI FL,16,100.0,0,220,66.5,63.9,70.0,4,5,312,100.0,100.0,97.6,6,12,3,605,0,568,5,605,329,329,12,0,276,19,2025_this_team
Samson Okunlola,170089,G,MIAMI FL,16,100.0,1,220,69.0,68.9,72.5,1,3,247,100.0,100.0,99.2,7,4,0,493,0,462,27,493,254,254,2,0,239,1,2025_this_team
Ryan Rodriguez,143948,C,MIAMI FL,15,97.8,0,220,72.6,75.7,72.2,0,0,25,92.6,92.6,100.0,1,0,0,91,55,0,0,93,25,27,0,0,66,38,2025_this_team
Seuseu Alofaituli,200151,G,MIAMI FL,12,100.0,0,220,57.4,75.2,58.3,0,0,25,100.0,100.0,96.0,1,1,1,83,0,55,0,83,25,25,0,0,58,6,2025_this_team
Jamal Meriweather,183055,G,GEORGIA,6,100.0,0,173,56.7,72.5,54.4,0,1,16,100.0,100.0,96.9,0,1,0,56,0,34,0,56,16,16,17,5,40,0,arrival_2025_at_GEORGIA
Tommy Kinsler IV,175380,T,MIAMI FL,6,100.0,0,220,69.1,43.3,71.8,0,1,22,100.0,100.0,97.7,0,1,0,56,0,0,0,56,22,22,0,55,34,0,2025_this_team
Max Buchanan,200170,G,MIAMI FL,5,100.0,0,220,62.7,82.4,59.6,0,0,22,100.0,100.0,100.0,0,0,0,55,0,0,0,55,22,22,55,0,33,0,2025_this_team
Deryc Plazz,183238,T,MIAMI FL,3,100.0,0,220,56.9,52.6,57.0,0,0,5,100.0,100.0,100.0,0,0,0,20,0,0,20,20,5,5,0,0,15,0,2025_this_team
Juan Minaya,189444,T,MIAMI FL,1,100.0,0,220,60.6,71.6,59.8,0,0,1,100.0,100.0,100.0,0,0,0,4,0,0,4,4,1,1,0,0,3,0,2025_this_team
