unit,pos,depth,player,class,origin,note
QB,QB,1,Steve Angeli,SR,returning,183 snaps 78.0 (80.1 ACC-adj); BOLD; led nation in passing (1,317) before torn Achilles; ex-ND
QB,QB,2,Amari Odom,JR,transfer:Kennesaw State,372 snaps 73.0 (CUSA -5.61 -> 67.4 adj); 2,594 yds; insurance
QB,QB,3,Malachi Nelson,JR,transfer:UTEP,222 snaps 55.6 (MWC -> 48 adj); ex-5-star; xref closed
RB,RB,1,Ju'Juan Johnson,JR,transfer:LSU,SEC pedigree; little tape; early opportunity
RB,RB,2,Ahmad Miller,JR,transfer:Jackson State,FCS RB (no cell)
WRTE,WR,1,Elijah Moore,SO,transfer:Florida State,ACC WR pedigree
WRTE,WR,1,Cole Weaver,JR,transfer:Miami (OH),MAC WR; early opportunity
WRTE,WR,1,Tyshawn Russell,JR,returning,returning WR; <130 yд '25
WRTE,WR,2,Matt Outten,SO,transfer:Penn State,B10 WR
WRTE,TE,1,David Clement,SR,returning,returning TE
WRTE,TE,2,Michael Smith,SO,transfer:South Carolina,SEC TE
WRTE,TE,2,Noah Meyers,JR,transfer:Western Kentucky,CUSA TE
OL,LT,1,Trevion Mack,JR,returning,637 snaps 57.2 (60.7 ACC-adj); BOLD
OL,C,1,Joe Cruz,SR,returning,728 snaps 55.8 (59.3 adj); BOLD
OL,RG,1,Byron Washington,SO,returning,398 snaps 52.4 (55.9 adj)
OL,LG,1,Oluwafunto Akinshilo,SR,transfer:UCLA,61 snaps 59.7 (B10, tiny)
OL,RT,1,David Ndukwe,SR,transfer:Houston,AAC OT; "bolsters the line"
OL,T,2,Naquil Betrand,JR,returning,186 snaps 52.5 (56.0 adj)
OL,T,2,Kam Pringle,SO,returning,161 snaps 48.3 (51.8 adj)
DL,ED,1,Tunmise Adeleye,SR,transfer:UNLV,561 snaps 70.5 (MWC -> adj); best DL add
DL,DT,1,Rashard Perry,SR,returning,117 snaps 67.1 (68.3 ACC-adj)
DL,DT,1,Dillan Fontus,SR,transfer:Maryland,428 snaps 64.7 (B10)
DL,ED,1,David Omopariola,JR,returning,317 snaps 65.2 (66.4 adj)
DL,DT,1,Keyshawn Johnson,SR,transfer:UT Martin,FCS DL (no cell)
DL,DT,2,Isaiah Hastings,SR,returning,126 snaps 61.1 (62.3 adj)
DL,ED,2,Jamie Tremble,JR,returning,246 snaps 53.9 (55.1 adj)
LB,LB,1,Antoine Deslauriers,SO,returning,449 snaps 61.8 (63.9 ACC-adj); BOLD
LB,LB,1,Gary Bryant III,SR,returning,437 snaps 49.1 (51.2 adj); BOLD
LB,LB,1,Chris D'Appolonia,JR,transfer:Toledo,MAC LB; xref closed; comms leader
LB,LB,2,Jamie Tremble,JR,returning,depth
DB,CB,1,Chris Peal,JR,returning,655 snaps 85.1 (86.3 ACC-adj); BOLD; elite corner
DB,CB,1,Demetres Samuel Jr.,SO,returning,673 snaps 76.1 (77.3 adj); BOLD; also KR/PR
DB,S,1,Cornell Perry,SR,returning,428 snaps 62.6 (63.8 adj); BOLD
DB,S,1,Braheem Long Jr.,JR,returning,479 snaps 61.1 (62.3 adj)
DB,CB,2,Nazir Ward,JR,transfer:Western Kentucky,772 snaps 65.0 (CUSA)
DB,S,2,Jai Eugene Jr.,JR,transfer:Western Kentucky,302 snaps 61.3 (CUSA)
DB,CB,2,Amare Snowden,JR,transfer:Toledo,MAC CB; xref closed
ST,K,1,Tripp Woody,SO,returning,12-14 FG (10/10 inside 40); good
ST,P,1,Jimmy Gregg,FR,recruit,replaces standout Stonehouse; unproven
ST,KR,1,Demetres Samuel Jr.,SO,returning,KR/PR
