player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Danny Scudero,170781,WR,S JOSE ST,12,12.6,18,56.4,39.1,9,23,0,11.1,11,-0.08,45,285,2,58.7,44.8,74.3,,75.0,0.0,0,5,72,0.0,0,535,0,43.6,88,94.8,507,89.5,479,91.8,156,10,8.8,47,1299,479,5.4,14.8,2.56,2025_this_team
Kyri Shoels,188847,WR,S JOSE ST,12,14.0,9,68.2,50.0,7,14,0,6.3,4,-0.05,35,285,1,75.1,49.8,63.9,,64.8,0.0,0,4,43,0.0,0,499,3,43.8,60,94.8,473,5.2,26,84.7,88,2,94.8,473,785,117,2.0,13.1,1.66,2025_this_team
Leland Smith,190924,WR,S JOSE ST,12,16.2,9,53.8,36.8,7,19,0,4.4,2,-0.09,29,285,0,73.1,73.3,62.3,,62.4,0.2,1,4,45,0.0,0,554,1,43.0,43,94.8,525,18.2,101,73.9,80,3,81.6,452,678,235,5.5,15.8,1.29,2025_this_team
Jackson Canaan,128321,TE,S JOSE ST,12,7.5,5,63.5,28.6,2,7,0,10.8,4,-0.16,18,285,0,59.4,72.1,51.9,72.2,53.1,15.8,58,3,44,5.2,19,367,0,41.8,33,89.4,328,81.5,299,56.2,52,0,2.5,9,315,89,2.7,9.5,0.96,2025_this_team
Matt Coleman,157831,WR,S JOSE ST,10,6.6,0,74.1,33.3,1,3,0,9.1,2,0.14,7,285,0,63.6,71.9,57.3,,56.9,0.7,1,1,13,0.0,0,146,0,47.5,20,95.2,139,77.4,113,80.9,27,1,21.9,32,131,37,1.9,6.6,0.94,2025_this_team
Tuli Tagovailoa-Amosa,199152,WR,S JOSE ST,9,7.2,0,66.7,66.7,2,3,0,11.1,1,-0.09,1,285,0,61.0,68.1,54.7,,54.5,0.0,0,0,29,0.0,0,79,1,41.9,8,93.7,74,98.7,78,80.9,12,0,1.3,1,67,6,0.8,8.4,0.91,2025_this_team
Cooper Hoch,174870,WR,S JOSE ST,10,17.2,1,50.0,0.0,0,1,0,0.0,0,0.03,3,285,0,76.3,65.7,56.2,,55.9,0.0,0,0,13,0.0,0,82,1,44.3,5,96.3,79,2.4,2,61.7,10,0,97.6,80,43,12,2.4,8.6,0.54,2025_this_team
Malachi Riley,171866,WR,S JOSE ST,1,3.0,0,100.0,,0,0,0,0.0,0,-0.53,1,285,0,70.7,62.9,59.0,,58.9,0.0,0,0,9,0.0,0,21,0,40.0,2,95.2,20,14.3,3,87.5,2,0,85.7,18,10,4,2.0,5.0,0.5,2025_this_team
Grant Norberg,131805,TE,S JOSE ST,4,4.5,0,50.0,,0,0,0,0.0,0,-0.62,0,285,0,66.7,61.0,59.4,69.3,55.5,38.5,5,0,4,23.1,3,13,0,15.4,1,76.9,10,61.5,8,56.3,2,0,0.0,0,4,0,0.0,4.0,0.4,2025_this_team
Jerry McClure,173981,WR,S DIEGO ST,5,6.0,0,100.0,,0,0,0,0.0,0,-1.02,0,284,0,66.7,61.0,63.9,,63.4,0.0,0,0,8,0.0,0,11,0,22.2,1,81.8,9,9.1,1,100.0,1,0,90.9,10,8,2,2.0,8.0,0.89,arrival_2025_at_S DIEGO ST
Dominique McKenzie,183778,WR,BYU,1,43.0,0,0.0,0.0,0,1,0,,0,-0.62,0,128,0,,62.5,67.2,,49.7,0.0,0,0,0,0.0,0,2,0,50.0,0,100.0,2,0.0,0,39.6,1,0,100.0,2,0,0,,,0.0,arrival_2025_at_BYU
