player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Kevin Coleman Jr.,160756,WR,MISSOURI,13,7.8,18,78.6,81.8,9,11,0,2.9,2,-0.11,36,229,0,87.0,86.9,78.5,62.1,79.9,0.9,3,2,50,0.3,1,346,0,40.4,66,94.8,328,87.3,302,97.0,84,1,9.8,34,732,375,5.7,11.1,2.23,2025_this_team
Cayden Lee,172521,WR,OLE MISS,15,11.2,2,68.8,50.0,5,10,0,4.3,2,0.2,28,226,1,80.3,43.9,72.2,,73.8,0.9,3,2,62,0.0,0,344,0,51.4,44,95.6,329,82.0,282,103.1,64,3,16.0,55,632,240,5.5,14.4,1.92,arrival_2025_at_OLE MISS
Caleb Goodie,173459,WR,CINCINNATI,12,15.6,4,56.9,36.4,4,11,0,9.4,3,0.19,19,138,1,65.7,33.2,63.5,64.4,63.1,0.3,1,1,82,0.3,1,322,0,43.8,29,94.1,303,14.3,46,93.6,51,2,85.4,275,480,176,6.1,16.6,1.58,arrival_2025_at_CINCINNATI
Josh Manning,124519,WR,MISSOURI,12,8.9,9,56.9,50.0,4,8,0,3.3,1,-0.13,20,229,0,80.0,72.0,63.3,,62.0,0.7,2,3,34,0.0,0,304,1,41.0,29,95.4,290,28.6,87,64.0,51,2,70.7,215,318,150,5.2,11.0,1.1,2025_this_team
Marquis Johnson,175906,WR,MISSOURI,12,12.8,3,60.4,41.7,5,12,0,6.5,2,0.02,17,229,0,72.9,72.5,62.3,,63.1,0.4,1,1,49,0.0,0,285,1,45.5,29,96.5,275,10.2,29,88.2,48,2,89.5,255,352,118,4.1,12.1,1.28,2025_this_team
Donovan Olugbode,198878,WR,MISSOURI,13,12.7,4,64.4,54.5,6,11,0,0.0,0,-0.14,20,229,0,88.9,71.6,75.5,,75.5,0.0,0,1,34,0.0,0,216,0,41.4,29,94.0,203,14.4,31,97.4,45,2,85.6,185,389,135,4.7,13.4,1.92,2025_this_team
Brett Norfleet,175909,TE,MISSOURI,11,4.7,4,70.5,28.6,2,7,0,11.4,4,-0.04,14,229,0,57.5,72.3,55.1,70.3,58.8,55.9,170,1,27,13.8,42,304,1,43.6,31,83.6,254,31.9,97,113.3,44,5,9.5,29,254,156,5.0,8.2,1.0,2025_this_team
Daniel Blood,175899,WR,MISSOURI,12,10.0,0,62.5,0.0,0,1,0,0.0,0,-0.22,4,229,0,76.3,65.7,64.8,61.1,62.5,1.7,1,2,26,1.7,1,59,0,34.5,5,91.5,54,81.4,48,41.1,8,0,15.3,9,51,25,5.0,10.2,0.94,2025_this_team
Jude James,190220,TE,MISSOURI,9,5.1,0,75.0,50.0,1,2,0,0.0,0,-0.17,4,229,0,77.5,66.2,71.6,74.2,71.7,57.6,34,0,40,11.9,7,59,0,46.4,6,83.1,49,35.6,21,146.4,8,2,6.8,4,81,46,7.7,13.5,1.65,2025_this_team
Kenric Lanier II,173408,WR,MINNESOTA,8,23.4,0,60.0,,0,0,0,25.0,1,-0.01,2,225,0,45.4,65.0,59.4,,60.3,0.0,0,0,52,0.0,0,46,0,46.7,3,97.8,45,21.7,10,104.2,5,0,78.3,36,79,16,5.3,26.3,1.76,arrival_2025_at_MINNESOTA
Jordon Harris,175904,TE,MISSOURI,12,4.2,0,80.0,,0,0,0,20.0,1,-0.19,2,229,0,45.4,65.0,66.7,71.6,53.4,74.0,91,0,20,42.3,52,123,1,41.7,4,53.7,66,19.5,24,106.7,5,0,4.1,5,48,29,7.3,12.0,0.73,2025_this_team
Xavier Loyd,144596,WR,MISSOURI,12,7.3,0,50.0,33.3,1,3,0,0.0,0,-0.15,2,229,0,70.7,62.9,55.6,,54.5,0.0,0,1,15,0.0,0,61,0,44.8,2,95.1,58,9.8,6,26.0,4,0,90.2,55,21,6,3.0,10.5,0.36,2025_this_team
Naeshaun Montgomery,200138,WR,FLORIDA,4,3.3,2,100.0,100.0,1,1,0,0.0,0,-0.07,1,163,0,73.1,64.1,56.6,,58.9,0.0,0,0,12,0.0,0,22,0,52.4,3,95.5,21,72.7,16,102.8,3,0,27.3,6,26,16,5.3,8.7,1.24,arrival_2025_at_FLORIDA
Logan Muckey,124972,WR,MISSOURI,3,6.0,0,0.0,,0,0,0,,0,0.13,0,229,0,,,61.6,,56.4,0.0,0,0,0,0.0,0,3,0,33.3,0,100.0,3,33.3,1,39.6,1,0,66.7,2,0,0,,,0.0,2025_this_team
Shaun Terry II,198889,WR,MISSOURI,2,-4.0,0,100.0,,0,0,0,0.0,0,0.05,1,229,0,66.7,61.0,68.4,,72.8,0.0,0,0,9,0.0,0,2,0,50.0,1,100.0,2,100.0,2,104.2,1,0,0.0,0,9,13,13.0,9.0,4.5,2025_this_team
