player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Ted Hurst,187922,WR,GA STATE,12,12.6,18,57.3,59.3,16,27,0,9.0,7,-0.04,49,175,0,67.1,75.5,82.0,,82.1,0.0,0,7,70,0.0,0,442,0,42.4,71,93.4,413,16.3,72,76.0,124,6,83.7,370,999,374,5.3,14.1,2.42,2025_this_team
Javon Robinson,173924,WR,GA STATE,12,5.9,18,69.9,11.1,1,9,2,6.5,4,-0.04,25,175,2,69.4,48.7,63.7,,64.9,3.8,16,1,46,0.0,0,422,3,41.4,58,94.5,399,85.5,361,101.5,83,4,10.7,45,600,405,7.0,10.3,1.5,2025_this_team
Grant Hollier,204912,TE,GA STATE,12,10.2,4,63.6,20.0,1,5,0,16.0,4,0.03,17,175,0,47.4,70.6,59.3,70.5,64.8,44.4,107,0,52,3.3,8,241,1,42.4,21,89.6,216,46.1,111,131.1,33,4,9.5,23,288,115,5.5,13.7,1.33,2025_this_team
DJ Riles,156596,WR,GA STATE,12,7.7,3,57.7,33.3,1,3,0,16.7,3,-0.13,9,175,0,45.4,69.3,68.0,,69.0,0.0,0,1,32,0.0,0,84,0,40.5,15,92.9,78,84.5,71,74.8,26,1,15.5,13,174,87,5.8,11.6,2.23,2025_this_team
Camden Overton-Howard,159794,TE,GA STATE,6,6.8,2,60.0,50.0,3,6,1,11.8,2,-0.03,7,175,0,60.0,24.7,56.2,71.2,60.8,59.7,108,1,20,17.7,32,181,8,41.5,15,77.9,141,30.4,55,84.1,25,2,8.3,15,132,53,3.5,8.8,0.94,2025_this_team
Leo Blackburn,143904,WR,GA STATE,7,11.6,2,68.4,0.0,0,2,0,13.3,2,0.01,8,175,0,47.5,69.5,50.2,,51.6,0.0,0,0,21,0.0,0,241,2,44.0,13,93.4,225,13.3,32,122.0,19,2,86.7,209,127,12,0.9,9.8,0.56,2025_this_team
Lane Wadle,184299,TE,GA STATE,12,5.7,0,69.2,50.0,1,2,0,0.0,0,-0.01,5,175,1,80.1,18.7,48.6,54.1,53.5,62.9,105,1,17,27.5,46,167,1,44.1,9,67.1,112,29.9,50,56.3,13,0,5.4,9,89,60,6.7,9.9,0.79,2025_this_team
Derrick Avery Jr.,204904,WR,GA STATE,12,20.0,0,30.8,33.3,1,3,0,33.3,2,-0.13,3,175,0,26.0,65.0,48.9,,49.5,0.0,0,0,20,0.0,0,146,0,36.5,4,93.8,137,13.7,20,68.1,13,1,86.3,126,46,23,5.8,11.5,0.34,2025_this_team
Kyle Washington,204905,WR,GA STATE,12,10.9,0,54.5,,0,0,0,14.3,1,-0.18,4,175,0,53.4,71.9,52.7,,53.2,0.0,0,0,23,0.0,0,134,0,39.0,6,91.8,123,13.4,18,75.9,11,0,86.6,116,75,29,4.8,12.5,0.61,2025_this_team
Keron Milton,189967,WR,GA STATE,10,14.0,0,33.3,0.0,0,3,0,33.3,1,0.04,1,175,0,32.3,62.9,46.5,,49.8,0.0,0,0,8,0.0,0,62,0,39.0,2,95.2,59,17.7,11,42.4,6,0,82.3,51,11,9,4.5,5.5,0.19,2025_this_team
Jaylin Marshall,181465,WR,GA STATE,8,13.5,0,66.7,100.0,1,1,0,0.0,0,0.0,3,175,0,74.9,65.0,59.5,,60.4,0.0,0,0,24,0.0,0,64,0,40.0,4,93.8,60,12.5,8,104.2,6,0,87.5,56,67,31,7.8,16.8,1.12,2025_this_team
Avion McBride,156691,TE,GA STATE,10,8.4,0,40.0,0.0,0,2,0,0.0,0,-0.04,0,175,0,70.7,62.9,55.5,63.9,49.3,78.3,47,0,8,43.3,26,60,1,46.2,2,50.0,30,21.7,13,47.9,5,0,0.0,0,13,12,6.0,6.5,0.43,2025_this_team
Wesley Campbell VI,178477,TE,GA STATE,1,4.0,0,100.0,,0,0,0,0.0,0,-0.47,0,175,0,66.7,61.0,55.0,69.4,55.9,45.5,5,0,6,27.3,3,11,0,40.0,1,63.6,7,45.5,5,91.7,1,0,9.1,1,6,2,2.0,6.0,0.86,2025_this_team
