player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Chase Sowell,157700,WR,IOWA STATE,12,14.2,12,54.2,63.6,7,11,0,15.8,6,0.03,23,193,0,44.5,72.0,65.6,62.1,66.5,0.0,0,2,52,0.4,1,280,5,43.8,32,94.3,264,35.7,100,79.8,59,2,64.3,180,501,139,4.3,15.7,1.9,2025_this_team
Omari Hayes,156520,WR,TULANE,14,7.7,8,74.5,80.0,4,5,0,7.3,3,0.13,27,319,0,69.7,83.8,83.6,,86.8,0.0,0,2,42,0.0,0,170,2,49.1,38,95.3,162,69.4,118,95.5,51,1,30.0,51,503,217,5.7,13.2,3.1,arrival_2025_at_TULANE
Benjamin Brahmer,174660,TE,IOWA STATE,12,9.9,5,72.5,42.9,3,7,0,5.1,2,0.1,25,193,0,74.5,73.2,65.7,65.9,73.3,43.4,151,4,27,7.8,27,348,4,43.3,37,85.6,298,34.5,120,105.5,51,6,19.3,67,446,155,4.2,12.1,1.5,2025_this_team
Brett Eskildsen,191299,WR,IOWA STATE,12,14.1,0,60.0,50.0,6,12,0,6.3,2,0.03,20,193,0,73.4,72.0,66.6,61.9,67.2,0.0,0,1,75,0.4,1,275,1,42.0,30,95.6,263,18.2,50,120.9,50,5,81.8,225,526,139,4.6,17.5,2.0,2025_this_team
Tyler Fortenberry,184525,TE,ARK STATE,13,7.5,9,76.2,33.3,2,6,0,8.6,3,0.06,22,113,0,68.2,72.5,57.0,64.4,62.1,72.9,328,2,28,15.3,69,450,5,47.5,32,80.2,361,24.4,110,90.8,42,2,2.2,10,294,130,4.1,9.2,0.81,arrival_2025_at_ARK STATE
Gabe Burkle,157578,TE,IOWA STATE,9,6.5,2,68.4,28.6,2,7,0,7.1,2,-0.03,15,193,0,69.2,43.3,58.9,61.9,66.4,57.8,148,1,44,20.3,52,256,1,44.0,26,76.2,195,26.6,68,89.9,38,1,7.8,20,301,149,5.7,11.6,1.54,2025_this_team
Xavier Townsend,158455,WR,IOWA STATE,10,8.2,4,75.0,50.0,2,4,0,5.3,1,0.11,10,193,0,73.0,77.7,69.5,,70.8,1.0,1,0,44,0.0,0,100,1,46.2,18,93.0,93,62.0,62,106.8,24,0,34.0,34,243,84,4.7,13.5,2.61,2025_this_team
Carter Pabst,205532,WR,WASH STATE,9,21.3,1,47.4,50.0,5,10,0,0.0,0,0.01,6,341,0,80.1,67.5,65.1,,65.3,0.0,0,1,43,0.0,0,107,0,44.1,9,95.3,102,17.8,19,74.0,19,1,81.3,87,168,40,4.4,18.7,1.65,arrival_2025_at_WASH STATE
Dominic Overby,191310,WR,IOWA STATE,10,15.8,0,38.9,25.0,2,8,0,22.2,2,0.11,3,193,0,41.2,67.1,57.7,,56.4,0.0,0,0,27,0.0,0,78,0,37.8,7,94.9,74,34.6,27,91.7,18,2,65.4,51,87,8,1.1,12.4,1.18,2025_this_team
Eli Green,148152,WR,IOWA STATE,12,8.6,2,91.7,75.0,3,4,0,0.0,0,0.2,5,193,0,81.5,68.2,62.6,,61.9,0.0,0,0,21,0.0,0,93,1,48.3,11,93.5,87,39.8,37,109.4,12,0,60.2,56,123,32,2.9,11.2,1.41,2025_this_team
Carson Brown,157579,WR,IOWA STATE,11,10.2,0,70.0,50.0,1,2,0,12.5,1,0.4,4,193,0,37.6,66.7,64.0,,63.8,0.0,0,0,31,0.0,0,53,0,61.2,7,92.5,49,20.8,11,95.0,10,0,77.4,41,83,11,1.6,11.9,1.69,2025_this_team
Tyler Moore,144546,TE,IOWA STATE,12,6.9,2,77.8,50.0,1,2,1,0.0,0,0.17,5,193,0,79.3,67.1,65.5,73.6,72.0,56.9,66,0,31,31.9,37,116,2,46.7,7,62.9,73,14.7,17,118.8,9,0,12.9,15,118,61,8.7,16.9,1.62,2025_this_team
Jordyn Bailey,173127,WR,TCU,4,9.3,1,44.4,0.0,0,1,0,0.0,0,0.19,0,305,1,74.9,20.2,46.2,,46.2,0.0,0,1,8,0.0,0,36,0,42.9,4,97.2,35,75.0,27,12.0,9,0,25.0,9,20,28,7.0,5.0,0.57,arrival_2025_at_TCU
Cooper Alexander,184824,TE,IOWA STATE,11,4.9,0,62.5,33.3,1,3,0,16.7,1,-0.1,3,193,0,49.8,65.7,46.9,46.1,54.5,42.9,33,0,18,16.9,13,77,3,47.1,5,75.3,58,37.7,29,78.6,8,0,13.0,10,47,27,5.4,9.4,0.81,2025_this_team
Evan Boyd,171223,WR,MICH STATE,11,17.3,1,42.9,0.0,0,1,0,25.0,1,-0.15,3,223,0,39.5,64.1,59.3,67.4,56.1,1.7,1,1,22,1.7,1,60,0,55.0,3,98.3,59,6.7,4,30.4,7,0,91.7,55,54,10,3.3,18.0,0.92,arrival_2025_at_MICH STATE
Zay Robinson,204074,WR,IOWA STATE,2,-4.0,1,100.0,,0,0,0,0.0,0,0.04,0,193,0,66.7,67.8,59.6,,59.6,0.0,0,0,0,0.0,0,2,0,50.0,1,100.0,2,0.0,0,79.2,1,0,100.0,2,0,4,4.0,0.0,0.0,2025_this_team
