player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Jim Bonifas,144544,C,IOWA STATE,12,100.0,1,193,72.2,78.5,68.5,1,7,394,100.0,100.0,99.0,2,8,0,845,845,0,0,845,419,419,0,0,426,0,2025_this_team
James Neal III,157599,T,IOWA STATE,12,100.0,1,193,59.3,43.5,65.9,4,16,386,100.0,100.0,96.4,4,24,4,826,0,0,823,826,412,412,0,0,414,2,2025_this_team
Tyler Miller,122526,T,IOWA STATE,12,100.0,0,193,64.0,71.7,58.5,2,8,384,100.0,100.0,98.4,2,11,1,821,0,0,1,821,408,408,0,816,413,4,2025_this_team
Brendan Black,174658,G,IOWA STATE,12,100.0,0,193,66.9,57.6,69.3,1,6,347,100.0,100.0,97.8,3,11,4,738,8,0,0,738,372,372,727,0,366,2,2025_this_team
Maasai King,199584,T,AKRON,12,100.0,1,102,67.2,63.4,65.8,1,13,297,100.0,100.0,97.0,2,16,2,524,0,0,0,524,315,315,0,524,209,0,arrival_2025_at_AKRON
Gavin Broscious,158375,G,MICH STATE,11,100.0,0,223,60.6,61.5,60.7,0,11,280,100.0,100.0,98.0,2,11,0,485,0,485,0,485,295,295,0,0,190,0,arrival_2025_at_MICH STATE
Dylan Barrett,129912,G,IOWA STATE,12,100.0,1,193,56.7,56.5,55.7,0,5,220,100.0,100.0,98.4,2,6,1,479,0,381,0,479,236,236,95,0,243,2,2025_this_team
Trevor Buhr,174661,G,IOWA STATE,8,100.0,0,193,64.5,65.2,62.6,2,3,207,100.0,100.0,98.8,0,5,0,453,0,446,0,453,218,218,7,0,235,0,2025_this_team
Austin Barrett,175982,T,IOWA STATE,6,100.0,0,193,46.1,23.3,50.7,0,0,12,100.0,100.0,91.7,0,1,1,52,0,1,0,52,15,15,0,38,37,11,2025_this_team
Vaea Ikakoula,204079,G,IOWA STATE,4,97.8,0,193,61.3,65.3,61.2,0,0,9,90.0,90.9,100.0,0,0,0,44,0,0,0,45,10,11,29,0,34,5,2025_this_team
Tyler Maro,144542,T,IOWA STATE,5,100.0,0,193,78.2,50.6,77.8,0,0,8,100.0,100.0,100.0,0,0,0,40,0,2,35,40,11,11,0,0,29,2,2025_this_team
Garret Rutledge,191312,G,IOWA STATE,4,100.0,0,193,66.7,83.9,64.3,0,0,7,100.0,100.0,100.0,0,0,0,32,0,30,1,32,10,10,0,0,22,0,2025_this_team
DeAndre Carter,191268,G,AUBURN,5,100.0,0,115,64.3,79.3,62.2,0,0,10,100.0,100.0,100.0,0,0,0,26,0,21,0,26,10,10,5,0,16,0,arrival_2025_at_AUBURN
Trevor Bindel,205522,G,WASH STATE,3,100.0,0,341,53.4,48.6,53.0,0,1,10,100.0,100.0,95.0,0,1,0,19,0,0,0,19,11,11,19,0,8,0,arrival_2025_at_WASH STATE
Easton Eledge,174666,C,IOWA STATE,1,100.0,0,193,51.1,,59.1,0,0,0,,,,1,0,0,5,5,0,0,5,0,0,0,0,5,0,2025_this_team
