player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Chris Durr Jr.,184950,WR,WYOMING,11,6.7,14,66.2,40.0,4,10,0,6.3,3,-0.13,18,351,0,73.6,73.9,67.9,,68.8,0.0,0,2,49,0.0,0,239,1,39.6,45,92.9,222,87.9,210,93.3,68,4,12.1,29,469,297,6.6,10.4,2.11,2025_this_team
Jaylen Sargent,150700,WR,WYOMING,12,12.7,2,51.3,33.3,2,6,1,13.0,3,-0.29,13,351,1,28.2,26.3,50.0,,51.1,0.0,0,1,29,0.0,0,272,2,38.4,20,91.9,250,11.8,32,59.6,39,0,88.2,240,238,66,3.3,11.9,0.95,2025_this_team
John Michael Gyllenborg,150698,TE,WYOMING,9,6.6,3,68.6,33.3,2,6,0,11.1,3,-0.22,11,351,0,58.4,70.9,54.1,64.6,64.0,56.4,124,2,24,14.5,32,220,0,34.6,24,81.4,179,40.9,90,70.1,35,1,1.4,3,211,118,4.9,8.8,1.18,2025_this_team
Michael Fitzgerald II,147418,WR,WYOMING,12,16.5,1,45.7,41.7,5,12,0,5.9,1,-0.21,11,351,1,72.8,25.3,57.8,,60.5,0.0,0,2,35,0.0,0,218,1,37.3,16,93.6,204,6.9,15,72.1,35,3,93.1,203,228,17,1.1,14.3,1.12,2025_this_team
Jackson Holman,171851,WR,WYOMING,11,11.0,3,46.4,14.3,1,7,0,0.0,0,-0.36,4,351,0,82.7,68.7,55.6,61.0,54.2,0.7,1,4,44,0.7,1,145,0,33.6,13,95.9,139,14.5,21,22.8,28,0,84.8,123,145,40,3.1,11.2,1.04,2025_this_team
Eric Richardson,200047,WR,WYOMING,12,9.8,1,45.5,0.0,0,4,0,28.6,4,-0.21,6,351,0,24.6,68.7,54.2,,53.2,0.0,0,1,41,0.0,0,136,0,39.4,10,93.4,127,25.0,34,57.4,22,1,75.0,102,112,42,4.2,11.2,0.88,2025_this_team
Deion DeBlanc,200073,WR,WYOMING,10,3.6,3,85.0,50.0,1,2,0,5.6,1,-0.38,7,351,0,71.9,79.9,65.5,,63.3,0.0,0,0,20,0.0,0,103,0,30.6,17,95.1,98,90.3,93,85.4,20,0,7.8,8,90,87,5.1,5.3,0.92,2025_this_team
Evan Svoboda,157664,TE,WYOMING,12,5.3,4,55.6,75.0,3,4,0,28.6,4,-0.29,4,351,0,24.8,71.4,47.2,46.4,48.3,71.1,143,0,27,17.9,36,201,4,40.1,10,74.6,150,25.9,52,87.0,18,1,2.5,5,87,45,4.5,8.7,0.58,2025_this_team
Bricen Brantley,174808,WR,WYOMING,9,17.0,1,35.7,0.0,0,5,0,16.7,1,-0.35,1,351,0,49.8,70.7,53.4,,52.5,0.0,0,0,20,0.0,0,49,0,30.6,5,100.0,49,8.2,4,44.3,14,0,91.8,45,33,19,3.8,6.6,0.67,2025_this_team
Charlie Coenen,157678,WR,WYOMING,11,14.5,1,62.5,0.0,0,2,0,0.0,0,0.21,3,351,0,76.3,81.0,66.7,,65.8,0.0,0,0,45,0.0,0,54,1,54.2,5,88.9,48,13.0,7,145.3,8,1,87.0,47,99,49,9.8,19.8,2.06,2025_this_team
Jaylan Bean,184945,WR,WYOMING,8,10.5,0,83.3,66.7,2,3,0,0.0,0,-0.26,4,351,0,77.5,66.2,67.2,,65.5,0.0,0,0,22,0.0,0,42,0,38.5,5,92.9,39,14.3,6,107.6,6,0,85.7,36,59,12,2.4,11.8,1.51,2025_this_team
Justin Erb,184951,TE,WYOMING,10,2.0,0,60.0,0.0,0,1,0,40.0,2,-0.24,1,351,0,22.0,64.1,41.4,52.4,47.7,89.1,41,0,9,30.4,14,46,0,44.2,3,63.0,29,8.7,4,110.8,5,1,2.2,1,23,20,6.7,7.7,0.79,2025_this_team
Isaac Schoenfeld,157665,TE,WYOMING,8,5.3,0,66.7,50.0,1,2,0,0.0,0,-0.6,1,351,0,70.7,62.9,47.8,71.6,50.5,64.7,22,0,8,17.6,6,34,2,31.3,2,76.5,26,35.3,12,75.7,3,0,0.0,0,13,1,0.5,6.5,0.5,2025_this_team
Clay Nanke,146022,WR,WYOMING,6,6.0,0,33.3,0.0,0,1,0,0.0,0,-0.53,1,351,0,66.7,61.0,58.8,,58.5,0.0,0,0,6,0.0,0,18,0,52.9,1,94.4,17,100.0,18,42.4,3,0,0.0,0,6,3,3.0,6.0,0.35,2025_this_team
Kyle Frendt,200066,TE,WYOMING,6,5.3,0,66.7,0.0,0,1,0,0.0,0,0.08,2,351,0,70.7,62.9,56.2,72.8,60.2,68.4,26,0,13,13.2,5,38,1,47.2,2,81.6,31,26.3,10,92.4,3,0,2.6,1,25,19,9.5,12.5,0.81,2025_this_team
