player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Jacquon Gibson,158762,WR,UMASS,10,9.3,11,66.3,76.9,10,13,0,8.7,6,-0.26,29,216,0,66.6,79.2,71.0,,71.0,0.3,1,1,50,0.0,0,307,1,35.1,63,96.1,295,16.6,51,80.0,95,0,83.1,255,616,210,3.3,9.8,2.09,arrival_2025_at_UMASS
Trell Harris,163133,WR,VIRGINIA,13,10.9,13,72.0,53.3,8,15,0,3.3,2,0.08,36,335,0,80.2,75.0,77.0,,77.2,0.0,0,2,75,0.0,0,395,1,47.0,59,96.5,381,20.8,82,115.2,82,5,79.2,313,847,363,6.2,14.4,2.22,2025_this_team
Cam Ross,97105,WR,VIRGINIA,13,8.0,8,67.1,60.0,6,10,0,7.0,4,0.11,25,335,0,72.1,85.5,70.0,62.1,71.1,2.4,8,1,46,0.3,1,330,2,45.3,53,96.1,317,85.8,283,89.8,79,2,11.5,38,543,255,4.8,10.2,1.71,2025_this_team
Jahmal Edrine,145196,WR,VIRGINIA,14,10.8,8,63.9,50.0,10,20,1,4.2,2,0.12,30,335,0,81.2,73.6,66.7,62.1,67.1,0.0,0,2,37,0.2,1,449,5,45.8,46,95.5,429,5.6,25,81.0,72,1,94.4,424,564,149,3.2,12.3,1.31,2025_this_team
Da'Shawn Martin,188233,WR,KENT STATE,11,12.2,6,68.8,75.0,3,4,0,0.0,0,-0.13,22,201,2,90.1,36.1,72.1,,73.4,0.0,0,0,75,0.0,0,241,1,36.5,33,95.4,230,15.8,38,131.2,48,4,84.2,203,507,180,5.5,15.4,2.2,arrival_2025_at_KENT STATE
Kameron Courtney,183285,WR,VIRGINIA,14,4.9,3,67.6,0.0,0,2,0,16.7,5,-0.02,9,335,0,43.1,75.7,62.2,,61.1,3.9,6,1,34,0.0,0,153,0,42.2,25,96.1,147,83.7,128,73.7,37,0,12.4,19,236,168,6.7,9.4,1.61,2025_this_team
Rico Flores Jr.,171083,WR,UCLA,8,8.3,2,70.3,60.0,3,5,1,7.1,2,0.04,14,324,0,69.4,71.2,63.0,,62.5,0.4,1,1,51,0.0,0,236,1,43.8,26,95.8,226,36.0,85,80.2,37,0,63.6,150,274,92,3.5,10.5,1.21,arrival_2025_at_UCLA
Sage Ennis,122147,TE,VIRGINIA,13,9.4,1,62.2,33.3,2,6,0,0.0,0,0.07,11,335,1,87.0,37.5,59.2,51.3,59.3,56.6,198,1,25,23.4,82,350,2,42.9,23,74.3,260,39.7,139,106.3,37,5,2.0,7,214,88,3.8,9.3,0.82,2025_this_team
Tyson Davis,145702,WR,C MICHIGAN,12,9.8,4,75.8,66.7,2,3,0,3.8,1,0.01,15,134,0,78.0,72.8,74.4,62.1,73.4,0.0,0,2,36,0.6,1,158,0,45.0,25,94.9,150,90.5,143,100.9,33,2,9.5,15,323,119,4.8,12.9,2.15,arrival_2025_at_C MICHIGAN
Eli Wood,156382,WR,VIRGINIA,13,11.2,7,64.0,50.0,5,10,0,0.0,0,0.23,12,335,0,84.2,69.5,72.9,,75.7,0.0,0,1,38,0.0,0,123,0,42.2,16,94.3,116,32.5,40,99.6,25,2,67.5,83,205,69,4.3,12.8,1.77,2025_this_team
Dakota Twitty,156366,TE,VIRGINIA,5,6.7,2,61.1,,0,0,0,8.3,1,0.3,5,335,0,66.1,68.5,54.5,53.5,61.7,43.7,59,0,26,17.8,24,135,1,55.0,11,80.0,108,53.3,72,82.9,18,0,2.2,3,129,65,5.9,11.7,1.19,2025_this_team
John Rogers,183291,TE,VIRGINIA,11,7.0,2,75.0,50.0,2,4,0,0.0,0,-0.06,5,335,0,80.1,68.1,50.1,26.0,61.8,51.5,51,0,26,14.1,14,99,2,39.8,9,84.8,84,41.4,41,127.4,12,1,3.0,3,101,49,5.4,11.2,1.2,2025_this_team
Dillon Newton-Short,200284,WR,VIRGINIA,11,15.6,0,33.3,50.0,2,4,0,0.0,0,-0.5,3,335,0,73.1,64.1,59.8,,60.9,0.0,0,1,16,0.0,0,57,0,35.7,3,98.2,56,8.8,5,8.3,9,0,91.2,52,39,2,0.7,13.0,0.7,2025_this_team
Lukas Ungar,131785,TE,NEW MEX ST,8,9.1,0,37.5,33.3,1,3,0,0.0,0,-0.75,1,242,0,73.1,64.1,55.4,62.7,54.7,64.1,50,1,5,43.6,34,78,0,30.1,3,51.3,40,17.9,14,6.3,8,0,1.3,1,14,0,0.0,4.7,0.35,arrival_2025_at_NEW MEX ST
Jayden Thomas,147485,WR,VIRGINIA,9,8.6,0,42.9,50.0,1,2,0,25.0,1,-0.53,0,335,0,39.5,76.6,48.4,62.1,48.0,6.5,3,0,6,2.2,1,46,0,25.0,3,93.5,43,30.4,14,50.3,7,0,63.0,29,9,2,0.7,3.0,0.21,2025_this_team
Connor Cox,174320,TE,N CAROLINA,10,1.4,1,100.0,,0,0,0,0.0,0,0.2,2,245,0,76.3,65.7,68.7,69.6,50.2,72.2,70,0,9,32.0,31,97,0,44.0,5,63.9,62,23.7,23,84.2,5,0,3.1,3,21,14,2.8,4.2,0.34,arrival_2025_at_N CAROLINA
Isaiah Robinson,200282,WR,VIRGINIA,5,10.8,0,75.0,,0,0,0,0.0,0,-0.7,1,335,0,73.1,64.1,58.9,,64.3,4.8,1,0,15,0.0,0,21,1,23.8,3,100.0,21,9.5,2,93.8,4,0,85.7,18,28,15,5.0,9.3,1.33,2025_this_team
TyLyric Coleman,175430,WR,VIRGINIA,2,12.0,1,66.7,,0,0,0,33.3,1,0.08,1,335,0,31.6,62.9,58.0,,58.5,0.0,0,0,23,0.0,0,18,0,44.4,2,100.0,18,22.2,4,97.9,3,0,77.8,14,29,6,3.0,14.5,1.61,2025_this_team
