player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Carlos Hernandez,174167,WR,WAKE,13,8.9,5,56.3,25.0,1,4,0,11.1,5,0.12,20,339,0,58.9,83.7,61.5,,67.2,0.0,0,3,93,0.0,0,279,6,41.9,40,95.0,265,48.4,135,81.4,71,3,51.6,144,611,384,9.6,15.3,2.31,2025_this_team
Drayden Dickmann,173233,WR,RICE,12,8.9,5,62.7,41.7,5,12,1,5.1,2,-0.15,17,275,1,76.7,29.9,61.5,50.9,69.8,19.8,43,2,46,0.9,2,217,1,36.5,37,96.3,209,35.0,76,79.8,59,3,44.7,97,320,176,4.8,8.6,1.53,arrival_2025_at_RICE
Chris Barnes,190363,WR,WAKE,11,7.4,5,70.2,20.0,1,5,1,2.4,1,-0.1,17,339,1,85.2,30.5,76.9,,78.2,0.0,0,2,70,0.0,0,203,1,38.7,40,94.1,191,72.4,147,103.8,57,3,26.6,54,552,352,8.8,13.8,2.89,2025_this_team
Sterling Berkhalter,54221,WR,WAKE,13,12.7,2,60.0,66.7,6,9,0,11.8,4,-0.04,16,339,0,56.6,71.7,56.1,,58.8,0.0,0,1,51,0.0,0,333,3,38.3,30,93.4,311,18.0,60,91.8,50,2,82.0,273,416,145,4.8,13.9,1.34,2025_this_team
Wondame Davis Jr.,188310,WR,UTEP,11,19.0,4,50.0,42.9,3,7,0,16.7,5,-0.19,18,330,0,44.5,72.6,62.8,,65.2,0.0,0,6,75,0.0,0,343,2,33.5,25,93.9,322,11.1,38,94.2,50,6,88.9,305,606,170,6.8,24.2,1.88,arrival_2025_at_UTEP
Micah Mays Jr.,176078,WR,WAKE,10,13.9,4,43.9,25.0,2,8,0,10.0,2,-0.14,12,339,0,61.3,69.9,56.2,,57.4,0.0,0,2,52,0.0,0,258,3,37.1,18,95.0,245,26.0,67,65.3,41,2,74.0,191,302,102,5.7,16.8,1.23,2025_this_team
Sawyer Racanelli,131910,WR,WAKE,12,10.5,7,60.0,50.0,2,4,0,10.0,2,0.19,14,339,0,62.5,70.7,68.7,49.0,70.3,0.0,0,2,62,1.1,2,179,0,43.6,18,91.1,163,68.2,122,79.2,30,1,30.7,55,315,156,8.7,17.5,1.93,2025_this_team
Eni Falayi,147417,TE,WAKE,12,6.5,1,75.0,66.7,2,3,0,4.5,1,0.07,14,339,0,76.1,70.6,56.8,70.3,63.6,68.8,236,0,42,28.6,98,343,2,40.7,21,66.8,229,23.9,82,122.3,28,2,6.4,22,228,109,5.2,10.9,1.0,2025_this_team
Antonio Meeks,168551,WR,LOUISVILLE,13,13.5,4,63.0,33.3,3,9,0,5.6,1,-0.15,12,210,0,72.8,70.8,63.6,,62.8,0.0,0,1,23,0.0,0,190,0,48.1,17,95.3,181,3.7,7,80.6,27,1,96.3,183,189,62,3.6,11.1,1.04,arrival_2025_at_LOUISVILLE
Kamrean Johnson,172617,TE,WAKE,13,2.3,1,64.7,100.0,2,2,1,15.4,2,-0.03,7,339,1,49.5,20.5,55.9,73.4,56.4,58.8,104,0,25,25.4,45,177,2,41.3,11,71.2,126,33.9,60,105.5,17,1,7.3,13,122,80,7.3,11.1,0.97,2025_this_team
