player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Thomas Johnson,147083,C,COAST CAR,12,100.0,0,141,72.0,76.4,70.0,1,5,321,100.0,100.0,98.8,5,7,1,665,396,269,0,665,344,344,0,0,321,0,2025_this_team
Nick Del Grande,156673,T,COAST CAR,10,100.0,0,141,79.0,88.1,69.6,3,8,300,100.0,100.0,98.2,0,11,0,663,0,0,663,663,321,321,0,0,342,0,2025_this_team
Daughtry Richardson,156281,T,FAU,8,100.0,1,165,50.1,47.5,52.2,7,10,416,100.0,100.0,96.8,5,22,5,650,0,0,0,650,441,441,0,644,209,2,arrival_2025_at_FAU
Joseph Hanson,175807,T,COAST CAR,10,100.0,0,141,71.9,71.5,68.9,1,13,281,100.0,100.0,96.8,3,16,2,572,0,0,0,572,301,301,0,572,271,0,2025_this_team
Heston Edwards,152262,G,COAST CAR,10,100.0,2,141,56.1,70.2,55.2,1,6,227,100.0,100.0,98.5,5,7,0,506,0,414,0,506,240,240,92,0,266,0,2025_this_team
Apisa Poumele,198247,C,C MICHIGAN,13,100.0,0,134,53.5,31.7,56.7,3,7,183,100.0,100.0,96.2,0,12,2,491,491,0,0,491,194,194,0,0,297,0,arrival_2025_at_C MICHIGAN
Julius Tate,186493,G,COAST CAR,12,100.0,0,141,58.4,75.4,56.5,0,4,241,100.0,100.0,98.8,4,5,1,489,0,0,0,489,262,262,489,0,227,0,2025_this_team
Zac Elam,154563,C,COAST CAR,8,100.0,1,141,70.4,75.5,73.1,3,4,253,100.0,100.0,98.6,8,7,0,485,485,0,0,485,270,270,0,0,215,0,2025_this_team
Anthony Walton,147087,G,COAST CAR,10,100.0,0,141,54.8,63.7,52.9,0,6,187,100.0,100.0,97.9,2,7,1,329,0,133,0,329,192,192,196,0,137,0,2025_this_team
Daniel Jones,186476,T,COAST CAR,9,100.0,0,141,36.7,27.2,44.1,6,14,159,100.0,100.0,92.5,1,22,2,303,0,0,217,303,168,168,0,83,135,3,2025_this_team
Tray Franklin,165441,T,COAST CAR,8,100.0,0,141,58.4,67.6,50.6,0,7,130,100.0,100.0,96.5,0,8,1,229,0,0,11,229,135,135,0,218,94,0,2025_this_team
Kain McDonald,198296,G,COAST CAR,7,100.0,1,141,63.5,63.4,64.3,1,4,93,100.0,100.0,96.2,2,6,1,196,28,40,0,196,101,101,128,0,95,0,2025_this_team
Gavin McLaughlin,186484,T,COAST CAR,11,100.0,0,141,38.1,43.1,45.1,1,2,38,100.0,100.0,93.4,2,4,1,90,0,27,18,90,41,41,0,36,49,9,2025_this_team
Mike Cogoni,186463,G,COAST CAR,11,100.0,0,141,55.9,80.3,51.5,0,0,10,100.0,100.0,100.0,0,0,0,36,0,23,0,36,10,10,4,0,26,9,2025_this_team
La'Damion Williams,198285,G,COAST CAR,1,100.0,0,141,65.5,,65.5,0,0,0,,,,0,0,0,3,0,3,0,3,0,0,0,0,3,0,2025_this_team
