year,week,game_id,team,opp,home,neutral,fcs_opp,points,opp_points,margin,off_ppa,off_sr,off_expl,off_plays,off_drives,off_pass_ppa,off_rush_ppa,def_ppa,def_sr,turnovers,qb_starter,qb_change
2016,1,400868876,baylor,northwesternstate,1,0,1,55,7,48,0.5847809927218431,0.6585365853658537,1.0841000042124078,41,7,0.8305904313757008,0.45687154043594663,-0.39748783424685813,0.08333333333333333,1,Seth Russell,0
2016,2,400868877,baylor,smu,1,0,0,40,13,27,0.1079489666471244,0.45544554455445546,0.9105525841363237,101,14,0.11532242095475945,0.11072186901291613,-0.099944663482201,0.358974358974359,3,Seth Russell,0
2016,2,400868877,smu,baylor,0,0,0,13,40,-27,-0.099944663482201,0.358974358974359,1.051424856909247,78,15,-0.25647043803610625,0.14084401273532626,0.1079489666471244,0.45544554455445546,4,Ben Hicks,0
2016,4,400868878,baylor,oklahomastate,1,0,0,35,24,11,0.30114452403715225,0.4,1.7365267713421375,65,12,0.8105371788867646,-0.10919955903614659,0.09142821606892657,0.45098039215686275,2,Seth Russell,0
2016,4,400868878,oklahomastate,baylor,0,0,0,24,35,-11,0.09142821606892657,0.45098039215686275,0.9725013910732084,102,14,0.17976831734311924,0.023744426344658877,0.30114452403715225,0.4,4,Mason Rudolph,0
2016,5,400868879,baylor,iowastate,0,0,0,45,42,3,0.48270239236058676,0.5764705882352941,1.1619942481678531,85,10,0.32552223958531906,0.5687104776874284,0.42015832965572564,0.4935064935064935,0,Seth Russell,0
2016,5,400868879,iowastate,baylor,1,0,0,42,45,-3,0.42015832965572564,0.4935064935064935,1.3575939627788756,77,10,0.9391554250398186,0.18514077702896656,0.48270239236058676,0.5764705882352941,0,Joel Lanning,0
2016,7,400868880,baylor,kansas,1,0,0,49,7,42,0.40412675371191825,0.5,1.297592614338195,44,9,0.2723287165004088,0.5359247909234277,-0.43128987947193387,0.2894736842105263,1,Seth Russell,0
2016,7,400868880,kansas,baylor,0,0,0,7,49,-42,-0.43128987947193387,0.2894736842105263,0.913869924529712,38,9,-0.7279479186690532,-0.10166983591957905,0.40412675371191825,0.5,5,Ryan Willis,1
2016,9,400868881,baylor,texas,0,0,0,34,35,-1,0.2134284118887213,0.48484848484848486,1.0114107223768893,99,16,0.23051544831055848,0.26834886317701423,0.1481558884370226,0.47297297297297297,2,Seth Russell,0
2016,9,400868881,texas,baylor,1,0,0,35,34,1,0.1481558884370226,0.47297297297297297,1.0464779034591671,74,16,0.27132658211009586,0.11594815085305786,0.2134284118887213,0.48484848484848486,2,Shane Buechele,0
2016,10,400868882,baylor,tcu,1,0,0,22,62,-40,0.07265490007817531,0.34615384615384615,1.4642937502106381,52,10,-0.05897599254278411,0.2148162641088115,0.49325112609931104,0.55,1,Seth Russell,0
2016,10,400868882,tcu,baylor,0,0,0,62,22,40,0.49325112609931104,0.55,1.4234744516065778,60,9,0.23894458162218046,0.7513534958157209,0.07265490007817531,0.34615384615384615,0,Kenny Hill,0
2016,11,400868883,baylor,oklahoma,0,0,0,24,45,-21,0.1980493754460358,0.4175824175824176,1.3904216086538086,91,13,0.03629374076792764,0.3708338033976513,0.41923772906986073,0.5394736842105263,3,Seth Russell,0
2016,11,400868883,oklahoma,baylor,1,0,0,45,24,21,0.41923772906986073,0.5394736842105263,1.2481727345174918,76,13,0.7586404146092829,0.258249885462094,0.1980493754460358,0.4175824175824176,1,Baker Mayfield,0
2016,12,400868884,baylor,kansasstate,1,0,0,21,42,-21,0.15146601007318802,0.3717948717948718,1.2775027201936138,78,14,0.19402058464098698,0.07956345304483807,0.21866343156178744,0.4666666666666667,4,Zach Smith,1
2016,12,400868884,kansasstate,baylor,0,0,0,42,21,21,0.21866343156178744,0.4666666666666667,1.2804448269286977,75,13,0.012012469315488347,0.3489433860214108,0.15146601007318802,0.3717948717948718,2,Jesse Ertz,0
2016,13,400868885,baylor,texastech,0,1,0,35,54,-19,0.12271181878138145,0.5,1.0022812479148233,98,16,0.344393426988204,-0.07339114232465391,0.3916692660356341,0.41975308641975306,4,Zach Smith,1
2016,13,400868885,texastech,baylor,1,1,0,54,35,19,0.3916692660356341,0.41975308641975306,1.6165505182368953,81,17,0.7657029129162429,-0.1554231736451904,0.12271181878138145,0.5,0,Patrick Mahomes,0
2016,14,400868886,baylor,westvirginia,0,0,0,21,24,-3,0.16952930200697125,0.43661971830985913,1.2931755942006475,71,15,0.17155860374639448,0.16766453824642016,0.0904365860868748,0.42696629213483145,4,Zach Smith,1
2016,14,400868886,westvirginia,baylor,1,0,0,24,21,3,0.0904365860868748,0.42696629213483145,0.971505049151185,89,16,-0.06493636085191516,0.13193232235242672,0.16952930200697125,0.43661971830985913,0,Skyler Howard,0
2016,1,400868887,iowastate,northerniowa,1,0,1,20,25,-5,0.1334604427695476,0.33962264150943394,1.7015152307469714,53,15,0.42741409831958016,-0.1835678910591132,0.06526376605535268,0.4186046511627907,4,Joel Lanning,0
2016,2,400868888,iowa,iowastate,1,0,0,42,3,39,0.4704069503995748,0.5576923076923077,1.1902088911587803,52,8,0.5986782924703593,0.34213560832879036,-0.08516623029360999,0.35714285714285715,0,C.J. Beathard,0
2016,2,400868888,iowastate,iowa,0,0,0,3,42,-39,-0.08516623029360999,0.35714285714285715,0.7616021533834609,42,8,-0.1723213062125826,0.006170528446344339,0.4704069503995748,0.5576923076923077,1,Joel Lanning,0
2016,3,400868889,iowastate,tcu,0,0,0,20,41,-21,-0.043526224184595,0.4,0.8730094971199837,65,14,-0.24472180337231203,0.22129346174619835,0.40024513790199906,0.4666666666666667,0,Joel Lanning,0
2016,3,400868889,tcu,iowastate,1,0,0,41,20,21,0.40024513790199906,0.4666666666666667,1.3868578379015126,60,12,0.41280249219479354,0.37586283207554205,-0.043526224184595,0.4,0,Kenny Hill,0
2016,1,400868910,army,temple,0,0,0,28,13,15,0.20646673823113731,0.5138888888888888,0.8764443611282774,72,9,-0.32687414320222596,0.2549522729068976,0.08803050142370245,0.44642857142857145,0,Ahmad Bradshaw,0
2016,1,400868910,temple,army,1,0,0,13,28,-15,0.08803050142370245,0.44642857142857145,0.9657591505758792,56,9,0.09623583703334992,0.07784366025509733,0.20646673823113731,0.5138888888888888,3,P.J. Walker,0
2016,2,400868911,army,rice,1,0,0,31,14,17,0.22059152004609126,0.42105263157894735,1.2147490861060146,76,13,1.0446485089870687,0.1539787539750048,0.03985401338937736,0.3137254901960784,0,Ahmad Bradshaw,0
2016,2,400868911,rice,army,0,0,0,14,31,-17,0.03985401338937736,0.3137254901960784,1.5298548122016227,51,12,0.17617043387072523,-0.17143643835671182,0.22059152004609126,0.42105263157894735,2,Tyler Stehling,0
2016,3,400868912,army,utep,0,0,0,66,14,52,0.4513688125137106,0.6458333333333334,0.9501966486206975,48,5,0.8602166705611618,0.4336342736213424,0.07413204478333758,0.3,0,Ahmad Bradshaw,0
2016,3,400868912,utep,army,1,0,0,14,66,-52,0.07413204478333758,0.3,1.6764909208033674,20,6,0.16880295448213098,-0.06787431976485249,0.4513688125137106,0.6458333333333334,2,Zack Greenlee,1
2016,4,400868913,army,buffalo,0,0,0,20,23,-3,0.17492854027280869,0.4430379746835443,0.9360379307118349,79,11,-0.5384324215071506,0.3178005906642302,0.07206933400567783,0.38461538461538464,2,Ahmad Bradshaw,0
2016,4,400868913,buffalo,army,1,0,0,23,20,3,0.07206933400567783,0.38461538461538464,1.115608117194176,65,12,0.25126816849537303,-0.06496355095397058,0.17492854027280869,0.4430379746835443,1,Tyree Jackson,0
2016,7,400868915,army,lafayette,1,0,1,62,7,55,0.8066799516447312,0.6976744186046512,1.3597729801096459,43,8,1.2415656785551559,0.691563141580207,-0.019358264434157228,0.3125,1,Chris Carter,1
2016,8,400868916,army,northtexas,1,0,0,18,35,-17,-0.06250632357174044,0.42696629213483145,1.0800953701872016,89,13,-0.6947932429678917,0.12174414458922903,0.20630916688039586,0.34,7,Ahmad Bradshaw,0
2016,8,400868916,northtexas,army,0,0,0,35,18,17,0.20630916688039586,0.34,1.8254069442414727,50,13,0.14224594187735526,0.24557372414032394,-0.06250632357174044,0.42696629213483145,1,Mason Fine,0
2016,9,400868917,army,wakeforest,0,0,0,21,13,8,0.07926044703130905,0.4246575342465753,0.991518605917039,73,13,0.4633388584947446,0.018295619814890706,0.08450552818886944,0.4411764705882353,2,Ahmad Bradshaw,0
2016,9,400868917,wakeforest,army,1,0,0,13,21,-8,0.08450552818886944,0.4411764705882353,0.9587870723370799,68,12,0.04281192280050167,0.1611006011016103,0.07926044703130905,0.4246575342465753,3,John Wolford,0
2016,10,400868918,airforce,army,0,0,0,31,12,19,0.39444726650402534,0.5161290322580645,1.1762782627709543,62,11,1.4465943738089735,0.24076989643204671,-0.027905237797108063,0.30357142857142855,1,Arion Worthman,1
2016,10,400868918,army,airforce,1,0,0,12,31,-19,-0.027905237797108063,0.30357142857142855,1.3132572659025996,56,10,-0.2586457110365636,0.07267394284573153,0.39444726650402534,0.5161290322580645,2,Ahmad Bradshaw,0
2016,11,400868919,army,notredame,0,1,0,6,44,-38,0.0752040629870888,0.3076923076923077,1.0734809861091454,26,6,-0.4792290822840335,0.12140682509301566,0.5029931300200872,0.631578947368421,1,Chris Carter,1
2016,11,400868919,notredame,army,1,1,0,44,6,38,0.5029931300200872,0.631578947368421,1.1031202880761324,38,5,0.5971623272183935,0.4585574253980227,0.0752040629870888,0.3076923076923077,1,DeShone Kizer,0
2016,12,400868920,army,morganstate,1,0,1,60,3,57,0.5710590206343097,0.5384615384615384,1.4236896334992641,39,7,0.4243921627707206,0.6031423957919697,-0.2036778273888421,0.3157894736842105,2,Ahmad Bradshaw,0
2016,15,400868921,army,navy,1,1,0,21,17,4,0.09675790056605664,0.5,0.9255796420399018,74,11,-0.3155584135100997,0.12031883279897987,-0.01759673278013781,0.35135135135135137,4,Ahmad Bradshaw,0
2016,15,400868921,navy,army,0,1,0,17,21,-4,-0.01759673278013781,0.35135135135135137,0.8264981201510833,37,10,-0.009041115153248968,-0.004596353044684706,0.09675790056605664,0.5,3,Zach Abey,1
2016,2,400868923,byu,utah,0,0,0,19,20,-1,-0.03697133486559873,0.38571428571428573,1.2951185995074417,70,14,-0.25914084901863266,0.22756106970852155,-0.006467401940223933,0.417910447761194,3,Taysom Hill,0
2016,2,400868923,utah,byu,1,0,0,20,19,1,-0.006467401940223933,0.417910447761194,0.97863241195364,67,12,0.0987756882568377,-0.06337164704365869,-0.03697133486559873,0.38571428571428573,6,Troy Williams,0
2016,3,400868924,byu,ucla,1,0,0,14,17,-3,-0.02192728653982288,0.35135135135135137,1.1296166841528654,74,14,-0.01738964684453843,-0.03265261672867704,0.06199240179384187,0.30666666666666664,1,Taysom Hill,0
