year,team,sp_pre,miss,R_pre,R_adj,p4,incomplete
2022,airforce,4.9,-1.0000000000000004,-12.49214678889791,-4.317987810222795,0,0
2022,akron,-22.0,-1.3999999999999986,-1.7511270920210338,-1.3028169628275168,0,0
2022,alabama,32.2,-1.9000000000000021,2.787628675122729,0.9989258502464434,1,0
2022,arizona,-10.5,7.3,9.737228407755449,2.516557074497353,1,0
2022,arizonastate,5.8,-9.899999999999999,0.18522425947942556,-0.4545513541434414,1,0
2022,arkansas,16.3,-4.300000000000001,2.7312375849793664,1.2272509842001424,1,0
2022,arkansasstate,-17.0,4.0,2.195982320800118,1.2414620293343046,0,0
2022,army,-0.6,-0.9,-6.447189336647115,-2.7138806089117615,0,0
2022,auburn,14.4,-9.3,6.931791609901947,3.1780650479618053,1,0
2022,ballstate,-11.4,-3.5,-6.196350145504533,-1.7733737137172843,0,0
2022,baylor,12.9,-1.200000000000001,-0.3962346033318873,-0.22395342899561788,1,0
2022,boisestate,9.9,-4.2,-6.16671991196332,-2.104088403295689,0,0
2022,bostoncollege,0.3,-15.200000000000001,5.917611237547493,2.9781406773276693,1,0
2022,bowlinggreen,-12.7,-5.400000000000002,-3.7511891371374286,-1.6152417793934488,0,0
2022,buffalo,-11.1,1.9000000000000004,-1.2269638962645137,-0.7007551931499441,0,0
2022,byu,13.9,-15.3,-10.747297584089033,-3.1491510536559675,1,1
2022,california,-2.0,-1.0,-1.169200090940198,-0.2154215822166662,1,0
2022,centralmichigan,-4.0,-10.0,-4.2736817340680044,-1.4880366689393054,0,0
2022,charlotte,-12.6,-3.799999999999999,0.6335995869513633,0.27602342132445,0,0
2022,cincinnati,16.1,-3.0000000000000018,-4.845050459728267,-0.7732870407498545,0,0
2022,clemson,21.4,-3.799999999999997,-12.896089401436402,-4.211305709107392,1,0
2022,coastalcarolina,-0.3,0.8999999999999999,0.10182954791507359,0.8340899541733766,0,0
2022,colorado,-7.1,-13.299999999999999,6.966421231754003,3.3917358032069242,1,0
2022,coloradostate,-7.6,-14.6,-2.0002430837718124,-1.4055114359092817,0,0
2022,duke,-16.0,21.0,5.8962212505169145,2.800111546208052,1,0
2022,eastcarolina,-0.7,1.8,-1.8816867126981427,-1.4415360858784585,0,0
2022,easternmichigan,-8.4,1.3000000000000007,-0.9368889387087522,0.2999958481961227,0,0
2022,florida,13.8,-3.4000000000000004,3.194082125885525,0.9086264184785383,1,0
2022,floridaatlantic,-8.5,1.4000000000000004,-1.8848933134504122,-1.210100256606869,0,0
2022,floridainternational,-26.2,0.6999999999999993,6.603157733536998,2.0087796253426,0,0
2022,floridastate,8.4,4.799999999999999,3.107417060900892,0.4286812426331418,1,0
2022,fresnostate,7.9,-4.6000000000000005,-3.5204644647710728,-1.7360385316621234,0,0
2022,georgia,30.5,4.799999999999997,1.2196545576359021,1.4268790951725658,1,0
2022,georgiasouthern,-14.0,7.6,-6.386463323510892,-2.7236342562520677,0,0
2022,georgiastate,-1.5,-1.7999999999999998,-10.158772072762273,-3.9199113107381134,0,0
2022,georgiatech,-5.5,-6.300000000000001,4.9812267137484545,0.8829642335328892,1,0
2022,hawaii,-19.2,-5.5,-1.1440378903211181,-0.5787078352558022,0,0
2022,houston,10.3,-5.800000000000001,3.1039178068621562,1.729782085114933,0,0
2022,illinois,-2.4,18.3,1.7166950213923828,1.3062696140764811,1,0
2022,indiana,-5.0,-2.0999999999999996,7.420759804356776,2.2484287222225463,1,0
2022,iowa,13.3,-0.6000000000000014,2.956164570121056,1.8176033359764778,1,0
2022,iowastate,6.9,-1.6000000000000005,2.6552332948766946,1.1541378547572307,1,0
2022,kansas,-10.4,13.3,8.77243749511536,3.0936089372438644,1,0
2022,kansasstate,10.0,11.399999999999999,4.849262859661924,0.9763117683235337,1,0
