player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Jordan Hudson,157298,WR,SMU,11,10.1,16,68.5,38.9,7,18,0,6.0,4,0.15,35,287,1,76.3,50.8,72.6,,74.7,0.0,0,5,70,0.0,0,384,3,46.4,63,94.8,364,16.7,64,93.8,92,6,83.3,320,785,390,6.2,12.5,2.16,2025_this_team
Yamir Knight,172250,WR,SMU,13,8.1,11,75.3,70.0,7,10,0,3.5,2,0.07,28,287,0,83.6,85.6,74.5,,76.9,0.0,0,1,61,0.0,0,323,1,44.0,55,95.0,307,89.2,288,118.4,73,5,10.8,35,638,354,6.4,11.6,2.08,2025_this_team
Romello Brinson,143936,WR,SMU,12,10.4,11,65.2,37.5,3,8,0,10.4,5,0.11,25,287,1,61.2,42.4,59.0,61.0,60.9,0.2,1,1,75,0.2,1,410,7,45.8,43,94.4,387,12.0,49,105.4,66,3,87.8,360,636,315,7.3,14.8,1.64,2025_this_team
Yannick Smith,190425,WR,E CAROLINA,11,10.8,3,77.2,64.7,11,17,0,4.3,2,0.23,30,156,0,73.1,73.3,66.3,,66.6,0.3,1,0,59,0.0,0,356,3,49.7,44,93.8,334,5.1,18,138.3,57,5,94.7,337,583,155,3.5,13.3,1.75,arrival_2025_at_E CAROLINA
Matthew Hibner,129581,TE,SMU,13,8.8,1,72.1,54.5,6,11,0,3.1,1,0.12,18,287,0,81.4,72.0,62.6,83.0,61.3,25.1,109,4,80,22.1,96,434,2,45.4,31,73.5,319,50.2,218,96.7,43,4,2.1,9,436,212,6.8,14.1,1.37,2025_this_team
RJ Maryland,127250,TE,SMU,12,7.8,2,71.1,16.7,1,6,0,6.9,2,0.12,16,287,0,70.1,71.3,62.4,74.6,67.5,21.6,46,0,49,4.2,9,213,3,47.6,27,92.5,197,64.8,138,113.9,38,2,8.0,17,320,164,6.1,11.9,1.62,2025_this_team
Randy Pittman Jr.,176195,TE,FLORIDA ST,9,9.0,0,65.7,66.7,2,3,0,4.2,1,0.17,10,167,0,68.4,73.8,62.2,56.4,59.9,30.5,102,1,35,24.6,82,334,3,43.8,23,70.4,235,49.1,164,88.7,35,2,13.5,45,208,62,2.7,9.0,0.89,arrival_2025_at_FLORIDA ST
Jalen Cooper,199179,WR,SMU,13,11.9,2,52.9,40.0,4,10,0,18.2,4,0.12,10,287,0,53.9,71.1,61.5,,59.6,0.0,0,2,75,0.0,0,198,0,45.7,18,94.9,188,6.6,13,79.4,34,2,93.4,185,311,90,5.0,17.3,1.65,2025_this_team
Theo Melin Ohrstrom,158662,TE,TEXAS A&M,13,6.9,1,63.3,100.0,1,1,0,5.0,1,0.01,11,312,0,73.8,70.1,57.7,76.6,59.0,67.9,178,3,28,21.8,57,262,0,44.9,19,73.3,192,24.4,64,49.7,30,1,6.5,17,168,88,4.6,8.8,0.88,arrival_2025_at_TEXAS A&M
Carterrious Brown,199175,WR,SMU,3,7.4,1,60.0,0.0,0,1,0,0.0,0,-0.32,1,287,0,73.1,64.1,59.1,,59.1,0.0,0,0,12,0.0,0,25,0,41.7,3,96.0,24,16.0,4,72.9,5,0,84.0,21,25,8,2.7,8.3,1.04,2025_this_team
Link Rhodes,199156,WR,SMU,10,15.2,1,60.0,0.0,0,1,1,0.0,0,-0.1,2,287,0,73.1,71.7,58.8,,57.8,0.0,0,0,12,0.0,0,47,1,43.5,3,97.9,46,10.6,5,77.1,5,0,89.4,42,30,22,7.3,10.0,0.65,2025_this_team
Stone Eby,144358,TE,SMU,13,-1.0,0,50.0,,0,0,0,0.0,0,0.06,1,287,0,66.7,66.7,52.5,30.0,53.0,17.9,10,0,18,55.4,31,56,1,50.0,1,41.1,23,23.2,13,81.3,2,0,0.0,0,18,17,17.0,18.0,0.78,2025_this_team
Daylon Singleton,199160,WR,SMU,1,-4.0,0,100.0,,0,0,0,0.0,0,-2.34,0,287,0,66.7,68.4,60.1,,60.1,0.0,0,0,-1,0.0,0,1,0,0.0,1,100.0,1,100.0,1,79.2,1,0,0.0,0,-1,3,3.0,-1.0,-1.0,2025_this_team
Jalen Hale,172377,WR,ALABAMA,4,13.0,0,0.0,,0,0,0,,0,0.24,0,103,0,,,49.1,,51.8,0.0,0,0,0,0.0,0,24,1,54.2,0,100.0,24,4.2,1,39.6,1,0,95.8,23,0,0,,,0.0,arrival_2025_at_ALABAMA
Keaton Cheves,158260,WR,SMU,1,-4.0,0,100.0,,0,0,0,0.0,0,-0.28,0,287,0,66.7,61.0,61.3,,60.8,0.0,0,0,4,0.0,0,1,0,0.0,1,100.0,1,100.0,1,83.3,1,0,0.0,0,4,8,8.0,4.0,4.0,2025_this_team
Dylan Goffney,144361,WR,SMU,2,6.0,0,100.0,,0,0,0,0.0,0,0.39,1,287,0,66.7,61.0,69.3,,68.6,0.0,0,0,16,0.0,0,4,0,50.0,1,100.0,4,75.0,3,118.8,1,0,25.0,1,16,10,10.0,16.0,4.0,2025_this_team
