player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Addison Nichols,157622,G,SMU,13,100.0,0,287,72.8,90.0,65.4,1,5,503,100.0,100.0,99.4,0,6,0,875,5,0,0,875,529,529,869,1,346,0,2025_this_team
Joshua Bates,173685,C,SMU,13,100.0,0,287,70.0,79.4,66.2,2,11,502,100.0,100.0,98.7,6,13,0,874,874,0,0,874,529,529,0,0,345,0,2025_this_team
PJ Williams,158685,T,SMU,12,100.0,0,287,80.0,76.3,80.3,1,13,423,100.0,100.0,97.9,5,16,2,744,0,0,0,744,448,448,1,732,296,11,2025_this_team
Savion Byrd,144626,T,SMU,12,99.9,0,287,66.5,63.6,68.7,3,15,392,99.7,99.8,97.4,7,19,1,688,0,114,530,689,412,413,0,38,276,6,2025_this_team
Logan Parr,123125,G,SMU,13,100.0,1,287,72.1,91.4,67.6,0,2,368,100.0,100.0,99.7,3,2,0,646,0,645,1,646,384,384,0,0,262,0,2025_this_team
Andrew Chamblee,157025,T,SMU,8,100.0,0,287,58.8,63.6,57.4,4,7,190,100.0,100.0,96.6,3,12,1,311,0,0,206,311,200,200,0,102,111,3,2025_this_team
Nate Anderson,122916,G,SMU,11,100.0,0,287,75.5,59.4,79.6,0,4,70,100.0,100.0,97.1,0,4,0,129,0,120,0,129,77,77,6,3,52,0,2025_this_team
Zion Nelson,98239,T,SMU,5,100.0,0,287,74.8,76.0,70.8,0,2,61,100.0,100.0,98.4,0,2,0,113,0,0,112,113,65,65,0,0,48,1,2025_this_team
Dramodd Odoms,199161,T,SMU,4,100.0,0,287,49.4,12.1,59.2,1,0,22,100.0,100.0,93.2,0,2,1,47,0,0,37,47,23,23,0,9,24,1,2025_this_team
Abel Hoopii,199180,G,SMU,4,100.0,0,287,64.2,73.7,62.8,0,0,6,100.0,100.0,100.0,0,0,0,25,0,0,0,25,6,6,20,5,19,0,2025_this_team
Graham Uter,189559,C,SMU,4,100.0,0,287,68.0,49.9,66.7,0,0,5,100.0,100.0,100.0,0,0,0,22,22,0,0,22,5,5,0,0,17,0,2025_this_team
Paris Patterson Jr.,172418,G,SMU,4,100.0,0,287,60.7,73.1,59.5,0,0,5,100.0,100.0,100.0,0,0,0,21,0,21,0,21,5,5,0,0,16,0,2025_this_team
Sione Ma'u,199158,G,SMU,2,100.0,0,287,67.0,69.9,66.0,0,0,2,100.0,100.0,100.0,0,0,0,6,0,1,0,6,2,2,5,0,4,0,2025_this_team
King Large,189551,T,SMU,2,100.0,0,287,76.7,67.4,78.7,0,0,1,100.0,100.0,100.0,0,0,0,6,0,0,3,6,1,1,0,3,5,0,2025_this_team
