player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Harrison Wallace III,145090,WR,OLE MISS,15,12.9,7,63.5,50.0,9,18,0,4.7,3,0.36,41,226,0,71.8,85.5,73.1,,77.1,0.9,4,1,55,0.0,0,444,3,52.4,61,93.9,417,18.5,82,105.1,96,4,79.7,354,934,341,5.6,15.3,2.24,2025_this_team
De'Zhaun Stribling,146508,WR,OLE MISS,15,9.3,12,74.3,44.4,8,18,1,1.8,1,0.25,34,226,0,89.2,74.3,79.2,61.0,78.8,1.0,4,0,75,0.2,1,405,3,53.3,55,93.3,378,17.5,71,136.7,74,6,80.5,326,811,400,7.3,14.7,2.15,2025_this_team
Johntay Cook II,131255,WR,SYRACUSE,12,10.0,3,63.0,33.3,4,12,1,9.8,5,-0.3,23,304,3,62.3,19.7,62.2,,63.1,0.0,0,2,59,0.0,0,366,3,35.5,46,92.9,340,72.7,266,83.7,73,2,26.8,98,550,204,4.4,12.0,1.62,arrival_2025_at_SYRACUSE
Deuce Alexander,176077,WR,OLE MISS,15,11.8,8,64.7,58.8,10,17,1,6.4,3,0.22,24,226,0,73.1,77.6,71.7,,71.7,0.3,1,1,88,0.0,0,329,2,51.4,44,94.8,312,13.7,45,101.6,68,2,86.0,283,684,267,6.1,15.5,2.19,2025_this_team
Darrell Gill Jr.,176036,WR,SYRACUSE,12,16.7,4,47.8,33.3,4,12,0,8.6,3,-0.21,23,304,1,66.6,35.4,58.7,,59.3,0.0,0,5,43,0.0,0,438,1,38.1,32,94.1,412,14.2,62,66.9,67,5,85.6,375,502,100,3.1,15.7,1.22,arrival_2025_at_SYRACUSE
Cayden Lee,172521,WR,OLE MISS,15,11.2,2,68.8,50.0,5,10,0,4.3,2,0.2,28,226,1,80.3,43.9,72.2,,73.8,0.9,3,2,62,0.0,0,344,0,51.4,44,95.6,329,82.0,282,103.1,64,3,16.0,55,632,240,5.5,14.4,1.92,2025_this_team
Dae'Quan Wright,157645,TE,OLE MISS,15,7.7,7,70.9,0.0,0,2,1,4.9,2,0.23,30,226,1,77.1,40.8,66.4,65.7,75.5,46.0,201,1,64,26.8,117,437,4,50.1,39,69.8,305,34.8,152,132.0,55,5,7.6,33,635,394,10.1,16.3,2.08,2025_this_team
Winston Watkins Jr.,199790,WR,OLE MISS,15,11.7,5,66.7,66.7,2,3,0,7.1,2,0.3,18,226,0,69.4,34.7,66.9,,69.0,1.5,3,1,43,0.0,0,197,0,51.6,26,93.4,184,80.2,158,95.4,39,1,16.8,33,373,133,5.1,14.3,2.03,2025_this_team
Caleb Odom,184543,TE,OLE MISS,14,5.5,4,67.9,33.3,1,3,0,17.4,4,0.33,11,226,0,28.2,70.2,63.1,69.4,62.5,21.7,26,1,40,4.2,5,120,0,53.1,19,90.0,108,58.3,70,96.9,28,2,15.0,18,197,122,6.4,10.4,1.82,2025_this_team
Isaiah Spencer,172908,WR,VA TECH,12,12.7,1,58.3,40.0,2,5,1,0.0,0,-0.24,9,337,0,83.8,80.0,58.9,,59.2,0.0,0,1,38,0.0,0,204,1,36.7,14,96.1,196,47.5,97,69.1,24,0,52.5,107,206,94,6.7,14.7,1.05,arrival_2025_at_VA TECH
