player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Landon Ellis,170902,WR,JAMES MAD,13,13.6,6,66.7,66.7,8,12,0,7.7,3,0.15,30,197,1,68.6,36.6,77.8,69.5,77.6,0.0,0,1,62,0.7,2,280,2,45.9,36,95.7,268,30.0,84,128.9,54,5,70.0,196,624,186,5.2,17.3,2.33,2025_this_team
Nick DeGennaro,129503,WR,JAMES MAD,14,15.7,5,57.1,33.3,3,9,0,3.4,1,0.05,20,197,0,80.5,72.4,64.6,,64.5,0.3,1,2,76,0.0,0,366,2,42.2,28,93.4,342,21.3,78,109.2,49,5,78.1,286,500,203,7.3,17.9,1.46,2025_this_team
Jaylan Sanchez,160451,WR,JAMES MAD,14,8.6,6,66.7,50.0,2,4,0,9.1,3,0.08,14,197,1,64.1,31.2,63.7,,63.0,0.0,0,1,80,0.0,0,267,2,41.5,30,94.8,253,67.0,179,93.0,45,1,32.2,86,402,225,7.5,13.4,1.59,2025_this_team
Braeden Wisloski,170213,WR,JAMES MAD,12,10.5,10,59.1,60.0,3,5,0,10.3,3,0.02,11,197,1,53.5,23.0,64.8,62.1,65.3,0.0,0,1,68,0.6,1,178,1,41.6,26,92.7,165,80.9,144,106.1,44,4,18.0,32,358,171,6.6,13.8,2.17,2025_this_team
Lacota Dippre,172212,TE,JAMES MAD,14,7.1,4,65.4,60.0,3,5,0,15.0,3,0.11,11,197,0,51.2,71.7,72.0,69.8,63.9,58.3,123,0,36,19.0,40,211,1,45.2,17,76.8,162,28.4,60,126.6,26,3,11.4,24,197,105,6.2,11.6,1.22,2025_this_team
Logan Kyle,124353,TE,JAMES MAD,14,9.2,2,52.2,40.0,2,5,0,14.3,2,0.05,6,197,0,55.7,69.0,51.5,34.7,56.5,51.6,99,1,23,8.3,16,192,2,44.4,12,84.9,163,27.6,53,67.1,23,1,19.8,38,139,69,5.8,11.6,0.85,2025_this_team
Michael Scott,198579,WR,JAMES MAD,12,8.7,1,53.3,50.0,1,2,0,11.1,1,-0.4,3,197,1,58.9,23.2,57.5,,54.3,0.0,0,0,32,0.0,0,64,1,39.0,8,92.2,59,87.5,56,92.4,15,1,12.5,8,85,27,3.4,10.6,1.44,2025_this_team
Isaiah Alston,121550,WR,JAMES MAD,12,11.3,2,58.3,75.0,3,4,0,12.5,1,0.14,5,197,0,59.3,67.3,64.5,,64.7,0.0,0,1,20,0.0,0,77,3,44.6,7,83.1,64,24.7,19,83.7,12,2,75.3,58,81,15,2.1,11.6,1.27,2025_this_team
Za'Ron Collins,181612,WR,JAMES MAD,11,13.5,1,70.0,66.7,4,6,0,0.0,0,0.09,5,197,0,78.5,66.7,68.7,,67.9,0.0,0,0,20,0.0,0,72,1,43.3,7,93.1,67,12.5,9,124.2,10,1,87.5,63,73,24,3.4,10.4,1.09,2025_this_team
Joshua Phifer,172258,TE,JAMES MAD,13,9.6,0,57.1,25.0,1,4,0,0.0,0,0.18,2,197,0,74.9,65.0,65.1,62.0,61.8,75.0,78,1,20,55.8,58,104,2,44.4,4,42.3,44,10.6,11,73.5,7,1,2.9,3,40,16,4.0,10.0,0.91,2025_this_team
Dylan Williams,184310,WR,JAMES MAD,1,31.0,0,0.0,,0,0,0,,0,-0.94,0,197,0,,,58.5,,59.3,0.0,0,0,0,0.0,0,1,0,0.0,0,100.0,1,0.0,0,39.6,1,0,100.0,1,0,0,,,0.0,2025_this_team
