player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Na'eem Abdul-Rahim Gladding,190053,WR,DOMINION,13,13.4,7,59.8,63.6,14,22,0,3.7,2,0.13,37,263,0,82.7,76.4,75.5,62.9,77.8,0.5,2,3,46,0.5,2,365,1,46.1,52,93.7,342,80.0,292,92.6,87,6,18.4,67,669,249,4.8,12.9,1.96,2025_this_team
Ja'Cory Thomas,199065,WR,DOMINION,12,15.7,14,56.3,52.9,9,17,1,7.0,3,0.16,31,263,1,64.6,40.4,75.1,,75.2,0.3,1,3,55,0.0,0,310,2,47.4,40,94.5,293,8.1,25,97.0,71,5,91.6,284,717,258,6.5,17.9,2.45,2025_this_team
Tre' Brown,199057,WR,DOMINION,13,16.8,3,60.3,63.6,7,11,0,5.0,2,0.15,27,263,0,76.8,72.7,71.3,,74.7,0.0,0,2,98,0.0,0,312,6,47.1,38,94.6,295,8.0,25,110.7,63,4,92.0,287,762,222,5.8,20.1,2.58,2025_this_team
Jailen Butler,172270,TE,DOMINION,13,9.1,0,50.0,50.0,2,4,0,25.0,3,0.22,3,263,0,30.0,67.5,47.1,53.4,43.8,11.4,27,0,18,25.8,61,236,2,50.2,9,71.6,169,41.9,99,77.1,18,1,8.5,20,64,15,1.7,7.1,0.38,2025_this_team
TJ Lott,172287,WR,DOMINION,8,12.1,0,53.3,0.0,0,1,0,0.0,0,0.01,3,263,0,79.3,67.1,69.2,,69.7,0.0,0,0,34,0.0,0,56,0,43.6,8,98.2,55,94.6,53,92.1,15,1,5.4,3,84,40,5.0,10.5,1.53,2025_this_team
Dawson Johnson,190274,TE,DOMINION,13,6.9,1,76.9,100.0,2,2,0,0.0,0,-0.02,5,263,0,81.5,68.2,52.9,58.6,55.6,13.5,23,0,17,24.6,42,171,0,39.8,10,72.5,124,48.0,82,123.6,13,1,7.6,13,99,52,5.2,9.9,0.8,2025_this_team
T.J. Johnson,199058,WR,DOMINION,12,15.3,0,36.4,66.7,2,3,0,20.0,1,-0.3,3,263,0,45.4,65.0,54.5,,57.1,0.0,0,2,36,0.0,0,84,0,30.0,4,95.2,80,41.7,35,48.9,11,1,58.3,49,68,4,1.0,17.0,0.85,2025_this_team
Leon Haughton Jr.,162793,TE,MARYLAND,7,9.9,0,44.4,100.0,1,1,0,33.3,2,-0.1,2,215,0,25.7,65.0,48.1,30.0,48.3,56.0,42,0,21,10.7,8,75,0,39.2,4,89.3,67,24.0,18,96.1,9,1,17.3,13,43,5,1.3,10.8,0.64,arrival_2025_at_MARYLAND
Sidney Mbanasor,158496,WR,DOMINION,9,12.4,0,75.0,50.0,1,2,0,0.0,0,0.14,4,263,0,77.5,66.2,59.9,,58.7,0.0,0,0,18,0.0,0,73,0,41.2,6,93.2,68,2.7,2,100.0,8,0,97.3,71,68,19,3.2,11.3,1.0,2025_this_team
Titus Myers,199059,WR,DOMINION,2,31.0,0,0.0,,0,0,0,,0,-1.27,0,263,0,,,51.6,,53.7,0.0,0,0,0,0.0,0,13,0,18.2,0,84.6,11,0.0,0,39.6,1,0,100.0,13,0,0,,,0.0,2025_this_team
Trey Lancaster,172286,TE,DOMINION,4,5.0,0,0.0,,0,0,0,,0,-1.04,0,263,0,,,53.3,0.0,56.2,0.0,0,0,0,16.7,1,6,0,20.0,0,66.7,4,33.3,2,39.6,1,0,33.3,2,0,0,,,0.0,2025_this_team
