player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Chase Hendricks,171348,WR,OHIO,13,13.3,8,65.7,57.1,16,28,0,5.3,4,0.06,49,259,2,79.4,53.8,83.8,,87.6,0.0,0,5,67,0.0,0,409,2,47.6,71,93.4,382,89.5,366,99.4,108,7,10.5,43,1042,308,4.3,14.7,2.73,2025_this_team
Rodney Harris II,133616,WR,OHIO,13,11.6,7,71.4,50.0,4,8,1,6.3,2,0.05,22,259,0,72.7,72.1,62.5,70.7,62.6,0.3,1,2,49,0.5,2,385,3,47.4,30,93.0,358,6.2,24,99.2,42,2,93.2,359,419,120,4.0,14.0,1.17,2025_this_team
Mason Williams,171367,TE,OHIO,13,5.0,6,81.3,40.0,2,5,1,0.0,0,0.04,15,259,0,88.3,72.3,74.4,73.8,74.7,23.1,49,1,30,18.4,39,212,1,47.5,26,77.4,164,52.4,111,120.8,32,3,6.6,14,276,192,7.4,10.6,1.68,2025_this_team
Dom Dorwart,184115,WR,OHIO,10,15.9,1,44.0,66.7,4,6,0,0.0,0,0.02,5,259,0,82.2,68.5,53.5,,53.0,0.0,0,0,35,0.0,0,227,2,48.4,11,94.7,215,7.9,18,58.6,25,0,92.1,209,119,32,2.9,10.8,0.55,2025_this_team
Caleb Gossett,149528,WR,OHIO,12,13.1,0,60.0,50.0,3,6,0,7.7,1,0.07,8,259,1,53.7,68.7,63.8,,63.2,0.0,0,1,35,0.0,0,133,0,45.9,12,91.7,122,91.7,122,65.0,20,0,8.3,11,162,38,3.2,13.5,1.33,2025_this_team
Jake Bruno,151266,TE,OHIO,13,4.7,2,64.3,100.0,3,3,0,18.2,2,0.13,6,259,0,44.3,68.9,58.9,55.4,57.9,37.0,47,0,16,24.4,31,127,1,49.6,9,70.1,89,38.6,49,121.1,14,2,6.3,8,87,56,6.2,9.7,0.98,2025_this_team
Max Rodarte,184120,WR,OHIO,4,10.7,1,58.3,66.7,2,3,0,12.5,1,0.1,5,259,0,56.4,72.9,60.9,,59.6,0.0,0,1,24,0.0,0,103,0,46.9,7,95.1,98,8.7,9,45.8,12,0,91.3,94,86,29,4.1,12.3,0.88,2025_this_team
Eian Pugh,158224,WR,OHIO,5,12.0,0,100.0,100.0,1,1,0,0.0,0,0.09,2,259,0,78.5,66.7,63.0,,62.5,0.0,0,0,25,0.0,0,72,0,47.7,6,90.3,65,5.6,4,118.8,6,0,94.4,68,75,3,0.5,12.5,1.15,2025_this_team
Eamonn Dennis,129575,WR,OHIO,1,3.0,0,100.0,,0,0,0,0.0,0,1.08,0,259,0,66.7,70.2,59.8,,59.8,0.0,0,0,3,0.0,0,2,0,50.0,1,100.0,2,0.0,0,79.2,1,0,100.0,2,3,0,0.0,3.0,1.5,2025_this_team
Delaney Crawford,156386,WR,OHIO,1,41.0,0,0.0,0.0,0,1,0,,0,-0.9,0,259,0,,,60.0,,59.3,0.0,0,0,0,0.0,0,1,0,0.0,0,100.0,1,0.0,0,39.6,1,0,100.0,1,0,0,,,0.0,2025_this_team
