unit,pos,depth,player,class,origin,note
QB,QB,1,Jaylen Raynor,SR,Arkansas State transfer (Athlon*),"3-yr starter, multi-year All-SBC: 3,361 (66.5%, 19-11) + 423 rush LY; career 9,877 total yds/67 TD; PFF 74.5/615; 'appeared to win the job' in spring (P6); PS: 'last year's Cyclone pass numbers are attainable.' DEPARTED: Becht (80.0/409; 2,584 through a labrum tear, Dec surgery) -> PENN STATE w/ Campbell; backup Manske followed"
QB,QB,2,Zane Flores,SO,Oklahoma State transfer (Athlon*),"8 OkSt starts; 7 INT/3 TD 'in a tough spot' (P6); PFF 58.6/312"
RB,RB,1,Cameron Pettaway,SO,Bowling Green transfer (Athlon*),"2025 MAC Freshman of the Year; 365 rush (5.1) + NATION-LEADING 33.0 KR avg; PFF 72.8/85"
RB,RB,2,Aiden Flora / Arnold Barnes,SO / ,returner + transfer,"Flora = the 79-yd punt-return hero (26.1 PR avg, TD) + 58 rush; Barnes 65.1/90. Allah (Ore St) TORE ACHILLES in spring. DEPARTED: Hansen (77.9/228; 950 @ 5.1) -> PENN STATE; Sama (80.0/168; 732 @ 5.2) -> Wisconsin; Lee expired"
WRTE,WR,1,Omari Hayes,JR,Tulane transfer (Athlon*),"PFF 83.6/162 - high grade, small sample [cross-ref Tulane]"
WRTE,WR,1,Cody Jackson,SR,Tarleton State transfer (Athlon*),"FCS production; no PFF row"
WRTE,WR,2,Dominic Overby / Carter Pabst / Evan Boyd / Jordyn Bailey,SO / SO / JR / JR,returner + Wazzu follower + MSU + transfer,"Overby = lone returning rotation piece; Pabst 65.1/102 (followed staff). DEPARTED: TOP 8 RECEIVERS ALL GONE - Sowell + Eskildsen (both 500+, to PSU), TEs Brahmer + Burkle (PSU); 11 transfer receivers in"
WRTE,TE,1,Tyler Fortenberry,SR,Arkansas State transfer (Athlon*),"Raynor's OWN TE (32 rec LY) - QB-TE continuity import; PFF 57.0/361"
OL,LT,1,Jake Taylor,JR,Oklahoma transfer (Athlon*),"2024 OU starter, injured '25 (no row)"
OL,LG,1,DeAndre Carter,SO,Auburn transfer (Athlon*),"handful of starts; PFF 64.3/26"
OL,C,1,Braden Smith,SO,Tarleton State transfer (Athlon*),"FCS ALL-AMERICAN as RS-FR (P6/Athlon); no PFF row"
OL,RG,1,Caden Maas,JR,Sioux Falls (D2) transfer (Athlon*),"no row"
OL,RT,1,Colin Amick,SO,Montana transfer (Athlon*),"no row; alt: Broscious (MSU, 60.6/485), King (Akron, 67.2/524), Proudfoot (UNI). DEPARTED: ALL FIVE starters (54 career starts) incl. 50-start ironman Miller (64.0/821) + Bonifas (72.2/845). 2026 FBS career starts = 15 (PS); zero FBS full-time starters; Rogers (attributed): 'deepest O-Line that he has been a part of'"
DL,DE,1,Isaac Terrell,SR,Washington State follower (Athlon*),"7 sacks/12 TFL LY; PFF 86.8/409 - elite tape"
DL,DT,1,Zaimir Hawk,JR,RETURNING,"one of two defensive incumbents in the starting 11"
DL,DT,1,Bryson Lamb,SR,Washington State follower (Athlon*),"'huge spring reviews' (P6); PFF 69.4/433"
DL,DE,1,Caden Crawford,SR,South Dakota transfer (Athlon*),"FCS; no row"
DL,DL,2,Jace Gilbert / Max Baloun / Malaki Ta'ase / Jack Janikowski / Jareb Ramos,SO / SR / JR / / ,returner + Wazzu followers + Montana,"Gilbert 59.1/240 returns; Ta'ase 68.7/283; Janikowski 72.1/168. DEPARTED: Orange (68.3/547, 'Big Citrus') DRAFTED; McDonough + Ezeogu out; 2025 as-played 1st pctile, 13 sacks. Wazzu '25 allowed 125 (3.8) w/ 31 sacks (the incoming scheme's result)"
LB,MLB,1,Sullivan Schlimgen,SO,Washington State follower (Athlon*),"'rising star' (P6); 4 st, 49 tkl; PFF 58.8/308 - framing vs tape split (caution)"
LB,WLB,1,Carson Willich,SR,RETURNING,"elevates; PFF 55.9/196"
LB,LB,2,Tristan Exline / Montreze Smith Jr. / Willie Breland,SR / SO / ,UTPB (D2) + Austin Peay + transfers,"Exline: 143 tkl, 19.5 TFL, Harlon Hill finalist ('D2 Heisman' - P6; no row); Smith FCS All-American (no row). DEPARTED: Bacon (70.2/652) + Ebel (64.1/664) + Brezina (70.4/328) ALL -> PENN STATE (the #1/#2/#3 tacklers)"
DB,CB,1,Jaheim Singletary,SR,Arkansas transfer (P6),"former Top100; 'playing time has decreased each year' (P6); PFF 64.3/251; Athlon alt-config: Coffey (returner) + Washington (55.0/406)"
DB,CB,1,Seth Johnson,SO,Montana State transfer (P6),"no row; battle w/ Coffey/Washington/Cotton (Wazzu)"
DB,SS,1,Drew Surges,JR,RETURNING,"Athlon starter; one of the retained contributors"
DB,FS,1,Malcolm Jones / Micah Harper,SR / SR,Jacksonville State + Montana transfers,"Jones 70.1/651; Harper (ex-BYU, no row). CRITICAL LOSS: Awls (Toledo: 12 st, 52 tkl, 5 INT, 1st-tm MAC; PFF 74.3/602) - the top DB add - TORE ACL IN SPRING (OFY; do not count). DEPARTED: top 6 DBs gone incl. Neal (78.8/697) + Bell (67.4/638) + Taylor (72.3/404); Goodman + Sorrell (Wazzu) in rotation"
ST,K,1,Kyle Konrardy,JR,RETURNING,"14-18 incl. SCHOOL-RECORD 63-yarder + a second career 54-yd GW vs Iowa; 'one of the best in the country' (Athlon); Rogers: 'best PK he has had'"
ST,P,1,Ethan Gurney / Adlai Lounsbury,FR / ,Aussie signee + Wazzu follower,"P Perkins (40.8 net) gone. Returns elite: Pettaway 33.0 KR (natl best) + Flora 26.1 PR/TD. Team SPEC 68.4 = 21st pctile (rides '25 punt game)"
