player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
DJ Epps,163572,WR,TROY,14,10.8,4,65.3,46.7,7,15,0,2.1,1,-0.17,23,318,0,87.6,59.1,68.2,64.7,67.6,0.0,0,5,48,0.5,2,398,2,38.0,47,96.0,382,17.3,69,80.3,72,5,82.2,327,512,200,4.3,10.9,1.34,arrival_2025_at_TROY
Cam Vaughn,170441,WR,W VIRGINIA,12,15.7,10,49.3,57.1,8,14,0,7.9,3,-0.2,21,343,1,68.0,39.1,66.7,,66.6,0.0,0,5,46,0.0,0,326,1,35.5,35,95.4,311,12.6,41,63.8,71,4,87.4,285,532,194,5.5,15.2,1.71,2025_this_team
Rodney Gallagher III,173178,WR,W VIRGINIA,12,5.7,6,66.7,14.3,1,7,0,3.4,1,-0.29,11,343,0,80.0,79.3,58.6,,56.3,0.0,0,1,26,0.0,0,256,2,34.4,28,95.3,244,99.2,254,71.8,42,0,0.8,2,243,130,4.6,8.7,1.0,2025_this_team
Jeff Weimer,158146,WR,W VIRGINIA,11,12.3,3,51.2,40.0,4,10,0,8.7,2,-0.19,14,343,0,64.7,71.9,65.7,,65.3,0.0,0,1,75,0.0,0,231,0,34.5,21,95.2,220,8.7,20,89.8,41,2,91.3,211,383,130,6.2,18.2,1.74,2025_this_team
John Neider,171057,WR,UCONN,13,12.3,4,71.1,60.0,6,10,0,3.6,1,0.36,18,146,0,79.5,71.5,69.3,,69.9,0.0,0,0,45,0.0,0,249,1,51.5,27,94.4,235,22.1,55,125.1,38,2,77.9,194,422,144,5.3,15.6,1.8,arrival_2025_at_UCONN
Grayson Barnes,171301,TE,W VIRGINIA,12,10.1,3,72.4,50.0,3,6,0,4.5,1,-0.19,10,343,1,75.2,26.8,50.6,37.6,59.4,49.8,126,1,34,29.6,75,253,1,35.0,21,69.2,175,44.7,113,103.8,29,2,4.0,10,228,73,3.5,10.9,1.3,2025_this_team
Josh Sapp,156238,TE,CLEMSON,13,7.9,3,57.9,0.0,0,3,0,0.0,0,-0.05,6,140,0,81.5,68.2,57.5,76.1,57.0,31.0,54,1,32,8.6,15,174,0,41.5,11,86.2,150,55.2,96,61.3,19,0,10.9,19,150,88,8.0,13.6,1.0,arrival_2025_at_CLEMSON
Justin Smith-Brown,142775,WR,W VIRGINIA,11,10.2,1,50.0,33.3,1,3,0,0.0,0,-0.33,4,343,0,78.5,17.7,56.5,,58.4,0.0,0,1,56,0.0,0,111,0,32.1,7,95.5,106,8.1,9,48.8,14,0,91.9,102,117,92,13.1,16.7,1.1,2025_this_team
Jarod Bowie,170410,WR,W VIRGINIA,10,6.0,2,69.2,0.0,0,1,0,10.0,1,-0.03,5,343,0,61.0,72.8,61.5,,58.6,0.0,0,0,18,0.0,0,68,0,36.4,9,97.1,66,100.0,68,86.1,13,0,0.0,0,82,69,7.7,9.1,1.24,2025_this_team
Jacob Barrick,163938,TE,W VIRGINIA,10,3.9,3,69.2,,0,0,0,18.2,2,-0.35,3,343,1,44.7,18.7,55.2,70.9,50.1,55.2,53,0,15,27.1,26,96,0,35.5,9,71.9,69,41.7,40,81.9,13,0,2.1,2,69,54,6.0,7.7,1.0,2025_this_team
Jaden Bray,127787,WR,W VIRGINIA,2,9.9,0,77.8,66.7,2,3,0,0.0,0,-0.12,3,343,0,78.5,66.7,68.9,,68.3,0.0,0,0,45,0.0,0,32,0,50.0,7,100.0,32,3.1,1,110.6,9,0,96.9,31,95,25,3.6,13.6,2.97,2025_this_team
Oran Singleton Jr.,145589,WR,W VIRGINIA,4,10.3,0,50.0,,0,0,0,20.0,1,-0.16,0,343,0,45.4,19.2,47.0,,49.7,0.0,0,1,9,0.0,0,48,0,34.8,4,95.8,46,100.0,48,16.7,8,0,0.0,0,22,19,4.8,5.5,0.48,2025_this_team
Ryan Ward,183343,TE,W VIRGINIA,12,6.3,1,75.0,100.0,1,1,0,14.3,1,-0.4,4,343,0,53.8,67.0,57.5,62.4,64.0,70.6,48,0,16,42.6,29,68,1,34.4,6,55.9,38,25.0,17,125.5,8,1,0.0,0,41,16,2.7,6.8,1.08,2025_this_team
