player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
George Maile,158562,G,UTAH ST,13,99.8,1,329,54.7,58.9,57.8,2,11,497,100.0,99.6,97.3,14,20,7,897,0,896,0,899,541,543,0,0,356,2,2025_this_team
Jimmy Liston,174964,C,UTAH ST,13,100.0,1,329,67.0,73.5,66.0,3,10,496,100.0,100.0,98.7,8,13,0,895,895,0,0,895,540,540,0,0,355,0,2025_this_team
Tavo Motu'apuaka,174766,G,UTAH ST,12,100.0,0,329,58.8,74.1,52.7,1,10,455,100.0,100.0,98.4,3,13,2,832,0,0,2,832,499,499,829,0,333,0,2025_this_team
Jr Sia,176156,T,UTAH ST,13,100.0,2,329,48.6,49.7,51.6,0,22,405,100.0,100.0,96.3,7,26,4,731,0,2,0,731,438,438,0,727,293,1,2025_this_team
Jake Eichorn,147857,T,UTAH ST,10,99.8,0,329,55.9,56.3,54.4,3,7,300,100.0,99.7,96.7,4,15,5,557,0,0,548,558,330,331,0,0,227,10,2025_this_team
Trey Andersen,144011,T,UTAH ST,8,99.8,0,329,50.6,39.0,56.7,5,11,237,99.6,99.6,95.4,1,19,3,436,0,0,280,437,260,261,0,151,176,5,2025_this_team
K'leyone Iosua,174762,G,UTAH ST,8,100.0,1,329,53.3,58.9,51.5,0,4,96,100.0,100.0,96.9,3,5,1,158,0,0,58,158,105,105,72,26,53,1,2025_this_team
Camden Jury,191364,T,UTAH ST,5,100.0,0,329,53.4,67.1,60.1,0,0,11,100.0,100.0,100.0,1,0,0,26,0,5,5,26,11,11,1,0,15,14,2025_this_team
John Randle Jr.,183725,T,PURDUE,2,100.0,0,273,55.7,54.2,54.9,0,2,18,100.0,100.0,94.4,0,2,0,23,0,0,22,23,19,19,0,0,4,0,arrival_2025_at_PURDUE
Jarvis Griffiths,156909,C,UTAH ST,1,100.0,0,329,60.2,70.4,59.6,0,0,1,100.0,100.0,100.0,0,0,0,10,10,0,0,10,1,1,0,0,9,0,2025_this_team
Cole Keele,176098,G,UTAH ST,1,100.0,0,329,54.6,,54.5,0,0,0,,,,0,0,0,5,0,0,0,5,0,0,5,0,5,0,2025_this_team
Jackson Nelson,189651,T,UTAH ST,1,100.0,0,329,50.8,71.9,47.9,0,0,1,100.0,100.0,100.0,0,0,0,5,0,0,5,5,1,1,0,0,4,0,2025_this_team
Kauasi Hansen,200248,G,UTAH ST,1,100.0,0,329,58.4,,58.2,0,0,0,,,,0,0,0,5,0,5,0,5,0,0,0,0,5,0,2025_this_team
