player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Eric Singleton Jr.,170078,WR,AUBURN,12,6.1,15,72.5,53.3,8,15,0,4.9,3,0.0,26,115,1,73.9,56.3,64.5,,66.0,0.0,0,0,48,0.0,0,367,3,43.6,58,94.0,345,70.6,259,102.8,80,3,29.2,107,534,288,5.0,9.2,1.55,arrival_2025_at_AUBURN
Vernell Brown III,200125,WR,FLORIDA,10,8.6,7,69.0,66.7,4,6,0,14.9,7,-0.31,22,163,1,46.4,63.9,65.1,,64.7,0.4,1,3,60,0.0,0,258,1,40.9,40,95.7,247,57.8,149,74.7,58,0,40.7,105,511,277,6.9,12.8,2.07,2025_this_team
J. Michael Sturdivant,146288,WR,FLORIDA,12,14.2,4,54.0,62.5,5,8,0,3.6,1,-0.11,20,163,0,79.6,72.1,62.7,,62.8,0.0,0,4,57,0.0,0,327,0,41.3,27,95.4,312,39.8,130,68.0,50,3,60.2,197,411,132,4.9,15.2,1.32,2025_this_team
Hayden Hansen,157727,TE,FLORIDA,12,6.7,1,63.8,50.0,1,2,0,9.1,3,-0.2,12,163,1,65.1,32.2,52.7,56.4,52.6,64.3,268,1,28,25.9,108,417,3,40.5,30,71.0,296,20.1,84,82.6,47,2,14.4,60,248,97,3.2,8.3,0.84,2025_this_team
Micah Mays Jr.,176078,WR,WAKE,10,13.9,4,43.9,25.0,2,8,0,10.0,2,-0.14,12,339,0,61.3,69.9,56.2,,57.4,0.0,0,2,52,0.0,0,258,3,37.1,18,95.0,245,26.0,67,65.3,41,2,74.0,191,302,102,5.7,16.8,1.23,arrival_2025_at_WAKE
Eugene Wilson III,175886,WR,FLORIDA,8,7.4,4,73.0,66.7,2,3,0,10.0,3,-0.26,9,163,0,61.8,73.2,57.0,,58.1,0.0,0,1,40,0.0,0,199,1,37.8,27,94.5,188,51.8,103,105.9,37,3,46.2,92,242,132,4.9,9.0,1.29,2025_this_team
Aidan Mizell,174257,WR,FLORIDA,8,9.6,2,63.3,60.0,3,5,0,5.0,1,-0.05,13,163,0,73.6,70.1,68.6,,69.3,0.0,0,4,23,0.0,0,128,0,41.6,19,97.7,125,25.0,32,51.0,30,1,73.4,94,177,69,3.6,9.3,1.42,2025_this_team
Bailey Stockton,175368,WR,GA TECH,11,7.2,3,69.0,100.0,1,1,0,4.8,1,-0.01,11,176,0,74.4,81.8,66.6,,66.7,0.0,0,2,33,0.0,0,125,2,46.2,20,93.6,117,92.8,116,62.9,29,0,6.4,8,223,118,5.9,11.2,1.91,arrival_2025_at_GA TECH
Lacota Dippre,172212,TE,JAMES MAD,14,7.1,4,65.4,60.0,3,5,0,15.0,3,0.11,11,197,0,51.2,71.7,72.0,69.8,63.9,58.3,123,0,36,19.0,40,211,1,45.2,17,76.8,162,28.4,60,126.6,26,3,11.4,24,197,105,6.2,11.6,1.22,arrival_2025_at_JAMES MAD
Dallas Wilson,200129,WR,FLORIDA,4,11.5,2,57.1,0.0,0,2,0,0.0,0,-0.22,8,163,1,82.2,21.4,67.8,,69.2,0.0,0,0,55,0.0,0,94,2,41.6,12,94.7,89,18.1,17,123.8,21,3,81.9,77,174,82,6.8,14.5,1.96,2025_this_team
TJ Abrams,184416,WR,FLORIDA,10,10.4,0,73.7,50.0,1,2,0,6.7,1,-0.49,8,163,0,55.5,69.0,64.1,,65.0,1.0,1,0,47,0.0,0,96,0,33.3,14,93.8,90,32.3,31,107.8,19,0,66.7,64,202,74,5.3,14.4,2.24,2025_this_team
