unit,pos,depth,player,class,origin,note
QB,QB,1,Cutter Boley,SO,Kentucky transfer (Athlon-bold*),"former 4*; started 10 games as RS-Fr; 65% comp, 12 INT (OC Arroyo attributes many to desperation heaves); #12 SEC QB Rating / #6 among P4 freshmen (P6); PFF 59.4/387 at UK; 6-5. DEPARTED: Leavitt (76.4/310, injury-shortened) -> LSU as top-rated transfer; Sims (67.5/222) expired"
QB,QB,2,Mikey Keene / Jake Fette,SR / FR,Michigan transfer / Top100 signee,"Keene: 34 career starts (UCF/Fresno), no qualifying 2025 tape at Michigan; Fette 'stole the show in spring' (P6) and could win backup job"
RB,RB,1,Kyson Brown,JR,returner,"2025 opening-game starter, back at full strength from season-ending injury (Athlon); PFF 74.4/35"
RB,RB,2,Marquis Gillis / Jason Brown Jr. / David Avit,SR / SO / JR,Delaware State + Villanova transfers + returner,"Gillis: Top-10 FCS back (1,200 yds, 6.5/carry) - no FBS tape; Jason Brown 134 in Sun Bowl (72.9/20); Avit = short-yardage hammer (FCS). DEPARTED: Raleek Brown (80.7/265, 1,141 @ 6.1) -> Texas; Udoh (65.4/79) -> Liberty"
WRTE,WR,1,Omarion Miller,SR,Colorado transfer (Athlon-bold*),"All-B12 at Colorado; team MVP; #3 transfer WR nationally (P6); PFF 67.9/313; 'a special player' (opposing B12 assistant, Athlon)"
WRTE,WR,1,Reed Harris,JR,Boston College transfer (Athlon-bold*),"four-star transfer hype, vertical threat (P6); PFF 65.6/477"
WRTE,WR,1,Raiden Vines-Bright,SO,Washington transfer (Athlon-bold*),"broke into UW rotation as true FR (P6); PFF 63.4/271"
WRTE,WR,2,Jalen Moss / Jaren Hamilton / Derek Eusebio,SR / JR / JR,returners,"Moss returns in slot (60.3/184); Eusebio = All-B12 HM, P6's 'lone returning starter on offense' (57.4/265); Hamilton KR. DEPARTED: Tyson (82.9/300) -> NFL #8 overall; McClain (53.6/458) expired"
WRTE,TE,1,Khamari Anderson,SR,returner (yr-3),"former 4* (P6); Metayer (56.3/273, B12 honors) graduated; AJ Ia (yr-1, former 4*) behind; adds Ingman (Portland St) + A.Miller (Tulane)"
OL,LT,1,Champ Westbrooks / Jarmaine Mitchell,SO / JR,returner / JUCO transfer (FEED MISS - manual),"Athlon starter Westbrooks (yr-1, no 2025 snaps found); Mitchell = nation's #1 overall JUCO prospect, Georgia flip, P6's projected starter - NOT in CFBD portal feed (JUCO); no PFF tape"
