player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Jaden Bradley,144016,WR,UNLV,14,16.3,10,61.7,36.4,8,22,0,10.8,7,0.19,42,325,1,54.8,29.6,72.5,66.4,73.9,0.3,1,0,56,0.5,2,396,6,49.9,58,92.9,368,24.2,96,109.0,94,4,75.5,299,931,225,3.9,16.1,2.53,2025_this_team
Taz Reddicks,173734,WR,OREGON ST,10,10.3,9,56.6,50.0,7,14,0,11.8,4,-0.19,19,265,0,50.2,72.3,66.6,,69.5,0.5,1,1,37,0.0,0,213,0,41.4,30,95.3,203,79.8,170,72.1,53,0,19.2,41,391,169,5.6,13.0,1.93,arrival_2025_at_OREGON ST
DaeDae Reynolds,146697,WR,UNLV,14,12.1,2,70.2,87.5,7,8,0,5.7,2,0.11,22,325,0,74.5,72.2,65.4,,66.6,0.0,0,2,86,0.0,0,263,3,47.8,33,93.9,247,8.4,22,120.1,47,5,91.6,241,471,147,4.5,14.3,1.91,2025_this_team
Troy Omeire,123124,WR,UNLV,14,14.1,2,75.0,42.9,3,7,1,6.3,2,0.33,21,325,0,72.7,71.9,69.8,,70.0,0.0,0,1,68,0.0,0,248,2,52.5,30,95.2,236,7.3,18,145.8,40,5,92.7,230,514,156,5.2,17.1,2.18,2025_this_team
DeAngelo Irvin Jr.,174074,WR,UNLV,14,6.9,4,60.0,16.7,1,6,0,10.0,2,0.11,7,325,0,61.3,83.4,54.0,70.2,54.4,0.0,0,0,60,0.4,1,225,2,49.3,18,93.3,210,94.2,212,89.3,30,1,4.9,11,188,126,7.0,10.4,0.9,2025_this_team
JoJo Earle,146588,WR,UNLV,14,7.7,6,75.9,66.7,2,3,0,8.3,2,0.06,12,325,1,65.9,42.7,68.6,,64.7,0.0,0,0,37,0.0,0,161,2,45.4,22,94.4,152,90.1,145,102.4,29,0,9.3,15,258,134,6.1,11.7,1.7,2025_this_team
Taeshaun Lyons,171933,WR,UNLV,14,13.1,2,64.0,50.0,2,4,0,0.0,0,0.27,10,325,0,71.9,69.7,62.4,,64.2,0.0,0,0,72,0.0,0,118,1,50.0,16,96.6,114,34.7,41,135.2,25,3,65.3,77,241,104,6.5,15.1,2.11,2025_this_team
Amorion Walker,158547,WR,MIDDLE TN,10,9.7,4,68.2,100.0,1,1,0,11.8,2,-0.09,7,224,0,57.1,69.2,52.6,,53.4,0.0,0,0,41,0.0,0,222,2,40.4,15,93.7,208,15.3,34,111.2,22,1,84.7,188,196,94,6.3,13.1,0.94,arrival_2025_at_MIDDLE TN
Nick Elksnis,146698,TE,UNLV,14,9.9,3,63.2,50.0,1,2,1,0.0,0,0.08,6,325,0,82.7,68.7,62.3,68.1,61.2,81.5,212,3,23,40.8,106,260,2,47.7,12,56.2,146,12.3,32,82.0,19,2,5.0,13,145,58,4.8,12.1,0.99,2025_this_team
Koy Moore,124104,WR,UNLV,12,6.2,4,70.6,16.7,1,6,0,0.0,0,0.34,6,325,0,82.7,70.1,62.7,60.9,63.1,0.0,0,1,22,0.7,1,146,1,51.8,12,94.5,138,87.0,127,65.8,17,0,11.6,17,120,54,4.5,10.0,0.87,2025_this_team
Var'keyes Gumms,145319,TE,UNLV,10,13.4,2,78.6,50.0,1,2,0,8.3,1,0.44,9,325,0,66.1,68.5,71.2,76.4,78.6,81.1,107,0,27,27.3,36,132,0,52.8,11,68.9,91,12.9,17,156.3,14,3,6.1,8,168,63,5.7,15.3,1.85,2025_this_team
Keyan Burnett,158714,TE,ARIZONA,4,11.3,1,50.0,,0,0,0,0.0,0,-0.16,0,109,0,70.7,62.9,39.5,54.3,48.8,54.4,31,1,6,17.5,10,57,1,50.0,2,75.4,43,43.9,25,16.7,4,0,1.8,1,11,1,0.5,5.5,0.26,arrival_2025_at_ARIZONA
Kayden McGee,188492,WR,UNLV,9,36.0,0,0.0,,0,0,0,,0,0.21,0,325,0,,71.3,70.3,,52.6,0.0,0,1,0,0.0,0,18,0,52.9,0,94.4,17,38.9,7,0.0,3,0,38.9,7,0,0,,,0.0,2025_this_team
Troy Stellato,144139,WR,KENTUCKY,4,3.0,0,33.3,,0,0,0,50.0,1,-0.93,0,202,0,24.9,68.0,48.0,,48.4,0.0,0,1,4,0.0,0,26,0,15.4,1,100.0,26,84.6,22,2.8,3,0,15.4,4,4,0,0.0,4.0,0.15,arrival_2025_at_KENTUCKY
Matt Byrnes,144244,TE,UNLV,14,4.0,0,100.0,,0,0,1,0.0,0,0.28,1,325,0,70.7,62.9,48.3,69.6,49.6,77.5,79,0,24,42.2,43,102,3,53.2,2,52.0,53,15.7,16,116.7,2,0,4.9,5,24,16,8.0,12.0,0.45,2025_this_team
Velltray Jefferson,156099,TE,UNLV,6,2.0,0,0.0,,0,0,0,,0,0.33,0,325,0,,,49.0,68.3,54.7,77.8,7,0,0,33.3,3,9,0,55.6,0,66.7,6,0.0,0,39.6,1,0,22.2,2,0,0,,,0.0,2025_this_team
