player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Reid Williams,129405,C,UNLV,14,100.0,0,325,72.9,82.3,66.9,3,9,491,100.0,100.0,98.6,0,13,1,947,947,0,0,947,522,522,0,0,425,0,2025_this_team
Austin Boyd,174066,T,UNLV,14,100.0,0,325,65.4,66.8,61.5,3,22,467,100.0,100.0,96.7,3,28,3,896,0,0,0,896,495,495,0,895,401,0,2025_this_team
Will Thomas,127412,T,UNLV,14,100.0,0,325,54.4,60.4,55.3,7,15,440,100.0,100.0,97.0,7,24,2,838,0,0,838,838,467,467,0,0,371,0,2025_this_team
Alani Makihele,128362,G,UNLV,14,100.0,0,325,65.5,76.2,62.1,4,6,433,100.0,100.0,98.4,4,12,2,828,0,0,0,828,461,461,827,0,367,0,2025_this_team
Malik McGowan,122842,G,UNLV,13,100.0,1,325,64.1,74.9,60.5,4,9,424,100.0,100.0,98.2,4,14,1,822,0,821,0,822,451,451,0,0,371,0,2025_this_team
Griffin Scroggs,157060,G,APP STATE,8,100.0,0,108,63.6,74.2,57.9,1,4,269,100.0,100.0,98.3,0,7,2,442,0,0,0,442,286,286,441,0,156,1,arrival_2025_at_APP STATE
Donavan Manson,122346,G,UNLV,11,100.0,0,325,53.6,31.6,56.0,3,4,103,100.0,100.0,96.6,0,7,0,208,0,103,0,208,109,109,105,0,99,0,2025_this_team
James Faminu,123662,T,UNLV,8,100.0,1,325,54.2,44.6,59.0,0,2,76,100.0,100.0,96.1,4,4,2,173,0,0,123,173,83,83,0,50,90,0,2025_this_team
Amare Taase,188498,C,UNLV,4,100.0,0,325,54.9,70.3,52.4,1,0,24,100.0,100.0,97.9,0,1,0,66,14,37,0,66,25,25,15,0,41,0,2025_this_team
Jackson Brown,158312,G,PITTSBURGH,4,100.0,0,268,71.1,59.3,73.7,0,0,19,100.0,100.0,100.0,0,0,0,34,0,25,0,34,20,20,9,0,14,0,arrival_2025_at_PITTSBURGH
Colton Thomasson,172601,G,BAYLOR,2,100.0,0,118,58.6,78.8,56.1,0,0,7,100.0,100.0,100.0,0,0,0,18,0,18,0,18,7,7,0,0,11,0,arrival_2025_at_BAYLOR
Nick Scalise,170518,T,UNLV,2,100.0,0,325,63.7,65.5,62.7,0,0,1,100.0,100.0,100.0,0,0,0,16,0,0,0,16,1,1,0,16,15,0,2025_this_team
Dyllan Drummond,188484,G,UNLV,3,100.0,0,325,63.5,66.7,62.9,0,0,1,100.0,100.0,100.0,0,0,0,15,0,0,0,15,1,1,14,0,14,0,2025_this_team
