player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Kyle Altuner,189914,C,VA TECH,12,100.0,0,337,58.5,54.9,64.0,2,12,392,100.0,100.0,98.0,9,15,1,793,793,0,0,793,414,414,0,0,379,0,2025_this_team
Tomas Rimac,144783,G,VA TECH,12,100.0,1,337,59.3,69.7,53.9,3,10,392,100.0,100.0,97.8,4,15,2,788,0,63,164,788,414,414,443,117,374,1,2025_this_team
Aidan Lynch,184936,T,VA TECH,11,100.0,1,337,45.6,47.7,53.5,3,22,335,100.0,100.0,95.7,11,27,2,683,0,0,5,683,353,353,0,678,330,0,2025_this_team
Johnny Garrett,157642,T,VA TECH,10,100.0,1,337,49.2,38.2,54.7,6,16,288,100.0,100.0,95.5,3,24,2,619,0,0,619,619,304,304,0,0,315,0,2025_this_team
Layth Ghannam,174783,G,VA TECH,11,100.0,1,337,55.0,35.8,58.8,0,9,274,100.0,100.0,96.5,3,14,5,598,0,598,0,598,290,290,0,0,308,0,2025_this_team
Montavious Cunningham,147281,G,VA TECH,4,100.0,0,337,55.0,62.4,52.8,0,4,126,100.0,100.0,98.4,1,4,0,233,0,0,0,233,132,132,233,0,101,0,2025_this_team
Logan Howland,173702,T,OKLAHOMA,5,100.0,1,261,60.0,65.4,60.2,2,10,122,100.0,100.0,95.1,2,12,0,221,0,1,145,221,129,129,0,73,92,2,arrival_2025_at_OKLAHOMA
Tommy Ricard,184939,G,VA TECH,4,100.0,0,337,46.3,35.7,48.6,0,6,95,100.0,100.0,93.7,1,9,3,156,8,40,0,156,101,101,108,0,55,0,2025_this_team
Gavin Crawford,205503,G,VA TECH,2,100.0,0,337,52.3,55.4,52.3,0,3,61,100.0,100.0,97.5,1,3,0,108,0,99,0,108,65,65,9,0,43,0,2025_this_team
Justin Terry,189943,T,OHIO STATE,6,100.0,0,260,62.1,80.1,58.2,0,0,13,100.0,100.0,100.0,0,0,0,57,0,0,0,57,14,14,0,51,43,6,arrival_2025_at_OHIO STATE
Hannes Hammer,174785,T,VA TECH,4,100.0,0,337,62.6,25.9,68.5,0,1,5,100.0,100.0,90.0,0,1,0,17,0,0,12,17,5,5,0,5,12,0,2025_this_team
Lucas Austin,189915,G,VA TECH,2,100.0,0,337,58.4,74.5,57.3,0,0,2,100.0,100.0,100.0,1,0,0,9,0,1,0,9,2,2,8,0,7,0,2025_this_team
Jahzari Priester,173957,T,VA TECH,1,100.0,0,337,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2025_this_team
