unit,pos,depth,player,class,origin,note
QB,QB,1,Jaden Craig,SR,Harvard transfer (FCS),"Harvard all-time passing leader (6,074 / 52 TD career; 52-12 TD-INT); '25: 2,889 (61.5%, 25-7), 1st-tm Ivy; 6'3 230 w/ mobility; 'top 10 QB NFL prospect' (PS), '#22 transfer QB' (P6); unquestioned starter; NO FBS TAPE. DEPARTED: Hoover (76.8/480; 3,472, 29-13) -> Indiana"
QB,QB,2,Adam Schobel,rFR,returner,"Top200 '25 recruit (PS#26); 'heir apparent for 2027' (P6); Daulton (PS#50) behind"
RB,RB,1,Jeremy Payne,JR,RETURNING,"PS#21: 623 (5.7) - surged late (174 Cincy, 103 Houston, OT winner vs USC); PFF 77.6; 'should hit 1,000 with Sammis tilting toward the run' (P6)"
RB,RB,2,Trent Battle / Jon Denman,SR / SO,returners,"Battle 72.8 PFF (349 @ 5.5 '24, missed 5 gm). Denman 69.8 (178 as true FR). DEPARTED: Barnes (77.3; 443 @ 4.6, injured mid-yr) expired; Palmer -> Wisconsin"
WRTE,WR,1,Jordan Dwyer,SR,RETURNING,"3rd-tm B12: 730 (13.5) + 7 TD as #2; PFF 71.1/12gm; ex-Idaho (1,192 @ 15.3); new #1 target + PR"
WRTE,WR,2,Ed Small / Terry Shelton / Braylon James / Dozie Ezukanma,SO / rFR / JR / SO,returners + earlier ND transfer,"three former 4*s battle (P6): Small (63.7; 186 @ 11.6 as FR), Shelton ('6-4 spring hero'; 57.4/5gm), James (PS#21; ex-Notre Dame), Ezukanma (55.9). + Jeremy Scott (60.5; #2 rec S Ala). DEPARTED: McAlister (76.1; 1,190/10, 3rd-tm AA, Biletnikoff semi) + Manjack (69.9; 579) + Bailey -> ISU"
WRTE,TE,1,Ka'Morreun Pimpton,JR,returner (portal WITHDRAWAL - override),"former Top100, 6'6; 'exploded in spring... third-down favorite for Craig' (P6); Athlon TE1; PS#51. DEPARTED: Rogers (72.4; 319) + Curtis graduated"
WRTE,TE,2,Kari Ashley / Lafayette Kaiuway,JR / JR,JUCO transfer + returner,"Ashley #2 JUCO TE (PS#83JC; PS lineup TE1 variant). Kaiuway PFF 78.2/8gm (33 rec @ 11.0)"
OL,T,1,Ben Taylor-Whitfield,SR,RETURNING,"3rd yr starting LT (22 st L2Y); 'most impressive spring lineman' (P6); PFF 66.7/895"
OL,T,1,Witten Van Hoy / Ryan Hughes,SO / SO,returners,"Van Hoy PS RT1 (13 gm; 86.5/25 small-sample); Hughes (Athlon RT1) 'all-conf type' before OFY wk 5 (56.5/232) - battle"
OL,G,1,Cade Bennett,SR,RETURNING,"7th season (appeal won); 10 st '25 (8 LG, 2 C); PFF 60.4/564"
OL,G,1,Noah McKinney,SR,Oklahoma State transfer,"'barely missed a 4-star transfer rank' (P6); 5 st '25; PFF 66.5/390 [cross-ref OkSt outs]"
OL,C,2,Cooper Powers / Jaheim Buchanon,JR / JR,returner + FIU transfer,"Powers 3 st, 13 gm (65.4/376) = PS C1; Buchanon 2nd-tm CUSA, 2 sacks over 1,600 snaps (70.7/892) = Athlon C1 - interior arrangement unsettled; 95 career FBS starts across the room; 'best OL in years... deepest of Dykes tenure' (PS/Athlon). DEPARTED: Deery (64.2/812) + Bruno (64.8/780) expired; Harris -> CSU, R.Jackson -> Texas St"
DL,ED,1,Paul Oyewale,JR,returner (portal WITHDRAWAL - override),"4 st, 13 gm, 31 tkl, 7.5 TFL; PFF 77.5/503 - best returning DL tape; PS DE1/Athlon DE1"
DL,ED,1,Zach Chapman,JR,RETURNING,"9 st, 28 tkl; top-10 B12 QB pressures as '24 All-FR (P6); PFF 68.7/514; Athlon STUD bold"
DL,DT,1,Markis Deal,JR,RETURNING,"PS#26: 20 st, 47 tkl, 7.5 TFL L2Y; 'poised for a breakout' (P6); PFF 63.9/546"
DL,DL,2,Ansel Din-Mbuh / Tristan Johnson / Koron Hayward / Cheta Ofili,SR / SO / JR / SO,returners + WKU + TTech transfers,"Din-Mbuh 12 st, 24 tkl, 5.5 TFL (68.7/488). T.Johnson 68.1/307. Hayward (WKU: 6 st, 19 tkl, 2.5 sk; 64.0/347) PS STAR1. Ofili (PS#39; 58.6/69 TTech). + JUCOs Mickell (PS#6JC)/Cole. '7 of top 8 back... Dykes' best DL in Fort Worth' (PS). DEPARTED: Devean Deal (75.1/802; 13 st, 3.5 sk) grad; Bax (62.6/244) -> FAU"
LB,LB,1,Max Carroll,JR,returner,"'set to emerge at MLB' (PS#90): 1 st, 13 gm, 34 tkl, 4 TFL; PFF 71.5/219"
LB,LB,1,Michael Short,SR,Virginia Tech transfer,"6 st, 4 gm, 22 tkl, 4 TFL at VT; PFF 58.0/114; battles Teason (71.2/35; PS#90) + rFrs for WLB - 'more uncertainty at WLB' (PS). DEPARTED: Elarms-Orr (84.4/897; 1st-tm B12, 130 tkl - #4 P4, #4 DC BUF) + Obiazor (71.5/728; 88 tkl, #6 DC NE) - 'two of the top 5 fastest LBs at the Combine' (P6)"
DB,S,1,Jamel Johnson,SR,RETURNING,"2nd-tm All-B12: 13 st, 96 tkl, 5 INT, 8 pd; 'a stud at SS' (PS); PFF 72.7/906"
DB,S,1,Jacob Fields,SR,Louisiana Tech transfer,"C-USA (Co-)Defensive POY: 12 st, 92 tkl, 8 pd, 1st-tm CUSA; PFF 72.8/775; fills Clark's FS spot. DEPARTED: Clark (80.4/725; 3x All-B12, #2 DC SEA), nickel Jordan (69.5/601), CB Canada (63.0/655)"
DB,CB,1,Vernon Glover Jr.,JR,RETURNING,"13 st, 41 tkl, 7 pd (PS#111); PFF 71.0/659"
DB,CB,1,Gil Jackson,SO,returner,"6'3; 'surged in spring' (P6)/'one of the top spring performers' (Athlon); PFF 61.0/134; ahead of adds Kalen Carroll (74.6/722; 13 st, 52 tkl CMU) + Parks (49.7/431 Colorado); NB: Simms w/ Kylin Jackson (65.1/227); 'outstanding depth, especially at corner' (PS)"
ST,K,1,Kyle Lemmermann,SO,RETURNING,"PS#2 K, 'NFL leg': '24 15-22 (L48); injured '25 (2 st, 3-3); McCashland (9-12 '25) also back"
ST,P,1,John Hoyet Chance,SO,Louisiana Tech transfer,"66 punts, 47.3 avg, 43.3 net, 28 in-20, L72 - elite volume tape; KR Everhart, PR Dwyer. DEPARTED: P (36.5 net)"
