player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Max Iheanachor,171881,T,ARIZONA ST,12,100.0,3,110,72.5,78.3,66.8,3,11,452,100.0,100.0,98.5,8,14,0,860,0,0,0,860,484,484,0,859,376,0,2025_this_team
Kyle Scott,171888,G,ARIZONA ST,13,100.0,0,110,60.2,65.9,57.5,2,15,447,100.0,100.0,97.7,3,19,2,852,0,0,0,852,477,477,851,0,375,0,2025_this_team
Josh Atkins,144243,T,ARIZONA ST,12,100.0,0,110,66.0,73.8,59.2,2,13,409,100.0,100.0,97.4,5,18,3,792,0,0,788,792,439,439,0,0,353,3,2025_this_team
Wade Helton,191303,C,ARIZONA ST,10,100.0,0,110,53.0,56.5,51.0,1,12,286,100.0,100.0,97.4,1,14,1,555,422,133,0,555,299,299,0,0,256,0,2025_this_team
Jimeto Obigbo,150060,G,ARIZONA ST,12,100.0,1,110,54.7,70.5,50.5,2,7,281,100.0,100.0,98.0,6,10,1,531,0,526,0,531,303,303,4,0,228,0,2025_this_team
Tana Alo-Tupuola,183209,C,GA TECH,10,100.0,1,176,57.1,56.4,62.9,5,10,213,100.0,100.0,96.5,7,15,0,455,455,0,0,455,225,225,0,0,230,0,arrival_2025_at_GA TECH
Ben Coleman,100518,C,ARIZONA ST,6,100.0,0,110,68.1,84.1,63.2,1,2,192,100.0,100.0,99.2,2,3,0,381,368,13,0,381,210,210,0,0,171,0,2025_this_team
Makua Pule,176536,C,ARIZONA ST,9,100.0,0,110,61.3,74.8,60.3,1,6,169,100.0,100.0,97.3,3,8,1,311,178,45,1,311,178,178,85,0,133,0,2025_this_team
Maki Stewart,198119,G,ARIZONA ST,7,100.0,0,110,70.6,58.7,74.2,0,2,124,100.0,100.0,98.4,2,3,1,260,0,236,0,260,131,131,24,0,129,0,2025_this_team
Jalen Klemm,157768,T,ARIZONA ST,10,100.0,0,110,47.6,47.3,47.2,1,3,93,100.0,100.0,94.6,0,7,3,179,0,0,175,179,96,96,0,0,83,1,2025_this_team
Luke Baklenko,176606,T,OKLAHOMA,5,100.0,0,261,67.9,78.1,60.0,0,4,83,100.0,100.0,97.6,0,4,0,155,0,0,66,155,86,86,0,89,69,0,arrival_2025_at_OKLAHOMA
Champ Westbrooks,183755,T,ARIZONA ST,4,100.0,0,110,61.1,65.1,62.6,0,0,39,100.0,100.0,100.0,1,0,0,93,0,0,0,93,39,39,0,93,54,0,2025_this_team
Rob Lapuaho,198126,T,ARIZONA ST,1,100.0,0,110,61.9,77.7,56.0,0,0,10,100.0,100.0,100.0,0,0,0,15,0,0,0,15,10,10,0,14,5,1,2025_this_team
Terrell Kim,183746,G,ARIZONA ST,4,100.0,0,110,52.3,47.5,52.7,0,0,3,100.0,100.0,100.0,0,0,0,11,0,7,0,11,4,4,3,0,7,0,2025_this_team
Joey Su'a,172429,G,ARIZONA ST,2,100.0,0,110,66.6,90.9,65.1,0,0,1,100.0,100.0,100.0,0,0,0,9,0,8,0,9,2,2,0,0,7,0,2025_this_team
Sean Na'a,171884,G,ARIZONA ST,2,100.0,0,110,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0,2025_this_team
