player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Lance Heard,172477,T,TENNESSEE,13,100.0,1,307,70.5,72.3,69.7,1,17,446,100.0,100.0,97.3,7,21,3,887,0,0,887,887,479,479,0,0,408,0,2025_this_team
Sam Pendleton,171096,C,TENNESSEE,13,100.0,0,307,61.2,53.1,65.0,3,13,420,100.0,100.0,97.4,5,19,3,814,814,0,0,814,448,448,0,0,366,0,2025_this_team
Shamurad Umarov,174746,G,TENNESSEE,13,100.0,0,307,60.8,71.1,58.2,1,8,373,100.0,100.0,98.8,5,9,0,758,0,757,0,758,400,400,1,0,358,0,2025_this_team
Jesse Perry,184890,T,TENNESSEE,13,100.0,3,307,63.5,75.1,59.9,2,11,375,100.0,100.0,97.5,7,16,3,750,0,0,0,750,407,407,339,411,343,0,2025_this_team
Wendell Moe Jr.,158736,G,TENNESSEE,11,100.0,0,307,73.8,64.7,75.2,3,9,355,100.0,100.0,98.0,2,13,1,689,0,136,0,689,382,382,553,0,307,0,2025_this_team
David Sanders Jr.,199964,T,TENNESSEE,9,100.0,0,307,69.9,67.6,69.9,3,12,244,100.0,100.0,96.1,2,17,2,480,0,0,0,480,257,257,0,480,223,0,2025_this_team
Donovan Haslam,164024,G,W VIRGINIA,10,100.0,1,343,61.7,74.7,59.7,0,4,188,100.0,100.0,98.9,3,4,0,444,0,401,0,444,196,196,36,0,248,5,arrival_2025_at_W VIRGINIA
Ory Williams,184470,T,LSU,4,100.0,0,211,59.4,67.2,68.8,0,1,85,100.0,100.0,99.4,4,1,0,150,0,0,76,150,92,92,3,71,58,0,arrival_2025_at_LSU
William Satterwhite II,184891,C,TENNESSEE,8,100.0,0,307,48.9,52.2,51.5,1,3,60,100.0,100.0,96.7,1,4,0,137,137,0,0,137,65,65,0,0,72,0,2025_this_team
Max Anderson,184879,G,TENNESSEE,3,100.0,0,307,55.3,74.4,50.8,0,1,38,100.0,100.0,98.7,0,1,0,76,0,10,0,76,38,38,66,0,38,0,2025_this_team
Antoni Ogumoro,199970,G,TENNESSEE,3,100.0,0,307,42.7,85.1,37.6,0,0,38,100.0,100.0,100.0,1,0,0,76,0,66,0,76,38,38,10,0,38,0,2025_this_team
Bennett Warren,188894,T,TENNESSEE,5,100.0,0,307,50.3,62.4,45.7,0,1,39,100.0,100.0,98.7,0,1,0,76,0,0,71,76,39,39,0,5,37,0,2025_this_team
Brian Grant,157611,T,TENNESSEE,4,100.0,0,307,51.0,79.2,41.4,0,1,36,100.0,100.0,98.6,0,1,0,70,0,0,4,70,36,36,0,65,34,1,2025_this_team
Nic Moore,199963,C,TENNESSEE,2,100.0,0,307,56.8,76.4,62.0,0,0,7,100.0,100.0,100.0,1,0,0,18,18,0,0,18,7,7,0,0,11,0,2025_this_team
Charlie Powell III,208849,T,TENNESSEE,2,100.0,0,307,57.5,72.3,55.7,0,0,2,100.0,100.0,100.0,0,0,0,8,0,0,0,8,2,2,0,8,6,0,2025_this_team
Jeremias Heard,188885,T,TENNESSEE,2,100.0,0,307,58.6,74.0,56.8,0,0,2,100.0,100.0,100.0,0,0,0,7,0,0,7,7,2,2,0,0,5,0,2025_this_team
