unit,pos,depth,player,class,origin,note
QB,QB,1,Will Hammond,SO,returner (ACL - August return),"Top200; career 1,151 (9 TD): '24 471 (61%, 2-2) + '25 680 (63%, 7-3) in 2 st; won the Utah 4Q relief + 2 rush TD vs Kansas + 64-yd run; PFF 78.8/129; 'QB of the future... fine year if he is the starter' (PS). SORSBY (90.3/400 Cincy) NEVER PLAYS - career ended June (legal battle). DEPARTED: Morton (72.0/382; 2,780, 22-6) - NFL"
QB,QB,2,Kirk Francis,JR,Tulsa transfer,"12 st over 3Y at Tulsa: 3,045 (58%, 18-13); PFF 58.0/98 LY; the insurance if Hammond's rehab slips; rFR Lloyd Jones III (PS#39) behind"
RB,RB,1,Cameron Dickey,JR,RETURNING,"1st-tm B12: 9 st, 1,124 (5.4) + 263 vs Kansas; PFF 76.0"
RB,RB,1,J'Koby Williams,JR,RETURNING,"All-B12: 868 (5.6) + 371 rec (10.6) as the #5 receiver + 99-yd KR TD; PFF 88.4"
RB,RB,2,Quinten Joyner,JR,returner (2025 USC transfer; OFY Aug),"PS#7 transfer '25: 478 (7.6) at USC '24; back healthy - 'somehow they retained all three' (P6); PS: 'my #7 RB corps'"
WRTE,WR,1,Coy Eakin,SR,RETURNING,"12 st, 637 (13.3); PFF 67.4"
WRTE,WR,1,Kenny Johnson,SR,Pittsburgh transfer,"two-year starter: 13 st, 695 (14.5); PFF 69.0; also PR"
WRTE,WR,2,Micah Hudson / Malcolm Simmons / Donte Lee Jr. / Jalen Jones,JR / JR / SR / JR,returner + Auburn + Liberty + Alabama State transfers,"Hudson 5* (PS#5): 112 yds LY, 'breakout potential' (P6); PFF 78.1/7gm. Simmons Top200: 457 @ 18.3 (71.2). Lee: 11 st, 589 @ 18.4 (80.2). J.Jones: 1,167 @ 22.9, 1st-tm SWAC. DEPARTED: Douglas (66.9; 846, #3 DC MIA) + Virgil (68.5; 705, #5 DC ARZ)"
WRTE,TE,1,Terrance Carter Jr.,SR,RETURNING,"2nd-tm B12: 12 st, 624 (11.3) - 2nd among league TEs; PFF 82.2"
WRTE,TE,2,Jett Carpenter,SR,Nevada transfer,"All-MW: led Nevada in catches/yards (374 @ 10.6); PFF 69.8"
OL,T,1,Howard Sampson,JR,RETURNING,"3rd-tm B12 LT: 14 st here + 12 st '24 UNC; PFF 71.8/926; 5* FR Ojo (PS#7) behind"
OL,T,1,Jacob Ponton,SO,RETURNING,"14 st RT; PFF 69.2/942; Sill (72.3/114) + Top100 FR Gilmore depth"
OL,C,1,Sheridan Wilson,SR,RETURNING,"27 st L2Y; PFF 66.4/962"
OL,G,1,Jordan Church / Hunter Zambrano,JR / SR,Louisville transfer + returner ('25 transfer),"Church 4*-transfer: 3 st, 13 gm (65.1/514). Zambrano: 25 st over 4Y Illinois St; 3 gm here (62.8/57). Upshaw (PS#50; 66.6/124) pushes. DEPARTED: 2nd-tm B12 G Davion Carter (70.8/949) + Jados (55.6/878). '25: 183 rush (4.6), 27 sacks; 'deepest OLine' of McGuire era (PS)"
DL,ED,1,Adam Trick,SR,Miami (OH) transfer,"1st-tm MAC: 13 st, 59 tkl, 8.5 sk; PFF 91.3/671 - McGuire: a next-April NFL pick"
DL,ED,1,Trey White,SR,San Diego State transfer,"1st-tm MW: 13 st, 53 tkl, 7 sk ('25) - 19.5 sacks L2Y; PFF 82.9/642"
DL,DT,1,A.J. Holmes Jr.,SR,RETURNING,"3rd-tm B12: 8 st, 38 tkl, 9 TFL; PFF 85.3/564 - best returning tape"
DL,DL,2,Mateen Ibirogba / Bryce Butler / Julien Laventure / Jamond Mathis / Jojo Johnson / Jayden Cofield,SR / SR / SR / JR / JR / JR,Wake Forest + Washington + Akron + Kent State + Oregon State transfers + returner,"Ibirogba top-rated 4* transfer (77.3/395). Butler (74.0/305 UW). Laventure 11 st, 10.5 TFL Akron (76.1/657). Mathis 2nd-tm MAC, 6 sk (84.5/453). Jojo Johnson 6.5 TFL OreSt (65.0/229). Cofield RETURNS (73.8/287). + 5* FR Guyton. DEPARTED (drafted): Bailey (93.3/623, 1st-tm AA, 14.5 sk), Height (92.5/598, 10 sk), Hunter (80.4/523, 2nd-tm AA) + Gill-Howard; also Rigsby -> OkSt, Ofili -> TCU. '25: 68 rush ypg (2.2), 41 sacks"
LB,LB,1,Ben Roberts,SR,RETURNING,"3rd-tm B12 + title-game MVP (2 INT): 14 st, 90 tkl, 10 pd; PFF 86.3/791"
LB,LB,1,Austin Romaine,SR,Kansas State transfer,"#2 LB transfer (P6); 2x All-B12 (2nd-tm '25: 9 st, 66 tkl, 7 TFL); PFF 76.5/517 [cross-ref KSU]"
LB,LB,2,Corey Platt Jr. / Brock Golwas,JR / SO,Houston transfer + returner,"Platt (PS#209): 12 gm, 40 tkl, 3 sk at Houston (67.9/357) [cross-ref Houston]. Golwas 71.7/99. DEPARTED: Butkus winner Rodriguez (93.0/772: 117 tkl, 11 TFL, 7 FF, 4 INT; 5th Heisman; #2 DC MIA) + Ramirez (65.8/142)"
DB,CB,1,Brice Pollock,SR,RETURNING,"1st-tm All-B12: 14 st, 48 tkl, 13 pd (Athlon: 5 INT); PFF 82.5/797; 'high NFL DC next year' (PS)"
DB,CB,1,Amier Boyd,SR,RETURNING,"6 st, 27 tkl, 9 pd; PFF 73.4/528; Davin Martin (61.0/437 UTSA) + Grant (PS#45) behind"
DB,S,1,Brenden Jordan,SR,RETURNING,"FS: 14 st, 59 tkl; PFF 82.3/794"
DB,S,2,John Curry / Peyton Morgan,JR / SO,RETURNING + returner (new starter),"Curry STAR: 14 st, 72 tkl (#4 tklr); PFF 80.9/745. Morgan (Top200, PS#93): 'spring hero and ballhawk' wins the open S spot; PFF 71.5/113. + Hampton (82.7/97), Balfour (72.2/334) return. DEPARTED: Wisniewski (83.9/808, #3 tklr - drafted #7 DC PHI) + CB (7 st). '25 PDR #8"
ST,K,1,Stone Harrington,SR,RETURNING,"Groza semifinalist, 1st-tm All-B12: 22-28 (L58 vs Utah), 41-42 PAT, 76 TB on 103 KO"
ST,P,1,Will Karoll,SR,UCLA transfer,"'25 UCLA: 44 punts, 43.5 (36.7 team net); '24 Tulane: 42.8, 39.8 net, 11-in-20. DEPARTED: P Burgess (43.5/40.4 net). KR J'Koby Williams (99-yd TD), PR K.Johnson; 5 blocked punts in '25; STR #2"
