player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Brandon Best,156298,G,KENNESAW,14,100.0,0,200,62.7,80.7,55.5,1,7,486,100.0,100.0,99.0,0,9,1,988,0,987,0,988,518,518,0,0,470,1,arrival_2025_at_KENNESAW
Emmanuel Kojo Poku,162652,G,E CAROLINA,13,100.0,0,156,63.0,69.1,61.2,2,10,465,100.0,100.0,98.7,4,12,0,977,0,0,0,977,498,498,975,0,479,0,2025_this_team
Darius Bell,148375,C,E CAROLINA,13,100.0,0,156,53.5,63.2,52.1,2,14,465,100.0,100.0,98.1,9,17,1,976,976,0,0,976,498,498,0,0,478,0,2025_this_team
Hayes Creel,160187,T,SO MISS,13,100.0,1,296,56.6,60.2,51.1,2,21,495,100.0,100.0,97.3,4,25,2,930,0,1,0,930,533,533,0,929,397,0,arrival_2025_at_SO MISS
Jimarion McCrimon,175196,T,E CAROLINA,13,100.0,0,156,56.9,64.5,52.1,3,10,423,100.0,100.0,97.8,3,16,3,866,0,0,861,866,452,452,0,0,414,4,2025_this_team
Cooper Trnavsky,198339,T,E CAROLINA,12,100.0,0,156,47.0,49.1,48.3,3,11,276,100.0,100.0,97.1,7,15,1,602,0,20,27,602,296,296,0,550,306,3,2025_this_team
Kyle Long,144896,G,E CAROLINA,12,100.0,1,156,48.1,54.4,47.2,1,6,236,100.0,100.0,98.1,6,8,1,516,0,515,0,516,256,256,0,0,260,0,2025_this_team
Panda Askew,122173,G,E CAROLINA,11,100.0,1,156,62.1,62.7,60.0,1,3,225,100.0,100.0,99.1,1,4,0,470,0,467,1,470,237,237,0,0,233,1,2025_this_team
Bryce Weaver,175207,T,E CAROLINA,9,100.0,1,156,59.7,70.8,57.4,1,3,184,100.0,100.0,98.4,5,5,1,388,0,0,0,388,199,199,0,378,189,6,2025_this_team
Jayson Tarpeh,149978,T,E CAROLINA,8,100.0,0,156,44.7,46.2,44.7,0,2,52,100.0,100.0,96.2,1,3,1,160,0,0,90,160,53,53,14,55,107,0,2025_this_team
Marleo Neolien,169902,T,E CAROLINA,8,100.0,0,156,60.9,51.6,65.0,0,1,39,100.0,100.0,93.6,1,3,2,112,0,0,57,112,42,42,0,54,70,0,2025_this_team
Jeremiah Williams,204846,C,E CAROLINA,6,100.0,0,156,37.6,68.1,43.7,0,0,14,100.0,100.0,100.0,1,0,0,64,64,0,0,64,14,14,0,0,50,0,2025_this_team
Leivi Semaia,198342,G,E CAROLINA,5,100.0,0,156,70.5,64.7,69.9,0,0,12,100.0,100.0,100.0,0,0,0,59,0,8,0,59,12,12,51,0,47,0,2025_this_team
Kendall Walton,198356,G,E CAROLINA,4,100.0,0,156,57.4,73.3,56.1,0,0,5,100.0,100.0,100.0,0,0,0,25,0,25,0,25,5,5,0,0,20,0,2025_this_team
Tre Hardison,162644,G,E CAROLINA,1,100.0,0,156,60.5,,60.3,0,0,0,,,,0,0,0,5,0,5,0,5,0,0,0,0,5,0,2025_this_team
Dru McClough,162262,C,E CAROLINA,2,100.0,0,156,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2025_this_team
