player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Malachi Preciado,162892,C,S ALABAMA,12,100.0,0,288,61.8,66.2,59.9,2,6,331,100.0,100.0,98.5,2,9,1,842,842,0,0,842,363,363,0,0,479,0,2025_this_team
Amaury Wiggins,172435,G,S ALABAMA,11,100.0,0,288,47.2,65.6,44.4,1,6,288,100.0,100.0,98.8,5,7,0,732,3,729,0,732,317,317,0,0,415,0,2025_this_team
Asher Hale,190087,G,S ALABAMA,11,100.0,2,288,48.1,66.7,45.8,1,3,273,100.0,100.0,99.3,7,4,0,695,0,0,0,695,296,296,695,0,399,0,2025_this_team
Ethan Hubbard,170049,T,S ALABAMA,11,100.0,3,288,56.6,49.1,62.1,3,9,273,100.0,100.0,96.7,7,15,3,688,0,0,0,688,295,295,0,688,393,0,2025_this_team
Jordan Davis,146915,T,S ALABAMA,8,100.0,0,288,48.6,61.7,47.2,1,10,227,100.0,100.0,97.6,5,11,0,572,0,0,571,572,246,246,0,0,326,1,2025_this_team
Kenton Jerido,157859,G,S ALABAMA,12,100.0,0,288,49.0,82.9,41.2,0,3,248,100.0,100.0,99.0,5,4,1,570,44,123,100,570,277,277,194,109,293,0,2025_this_team
Reese Osei-Wusu,178975,T,S ALABAMA,3,100.0,0,288,66.6,80.6,59.4,0,1,85,100.0,100.0,99.4,1,1,0,212,0,0,204,212,95,95,0,8,117,0,2025_this_team
Brayden Ramey,169917,T,S ALABAMA,4,100.0,0,288,68.6,35.0,79.0,2,1,35,100.0,100.0,92.9,0,4,1,67,0,0,5,67,37,37,0,62,30,0,2025_this_team
Devin White,199191,G,S ALABAMA,1,100.0,0,288,38.6,5.6,45.1,1,1,18,100.0,100.0,94.4,0,2,0,37,0,37,0,37,23,23,0,0,14,0,2025_this_team
Daniel Foster-Allen,123984,T,S ALABAMA,1,100.0,0,288,66.1,64.5,64.9,0,0,7,100.0,100.0,100.0,0,0,0,22,0,0,0,22,9,9,0,22,13,0,2025_this_team
Jamal Siler,189808,G,S ALABAMA,1,100.0,0,288,56.0,40.6,60.0,0,0,5,100.0,100.0,100.0,0,0,0,8,0,0,8,8,7,7,0,0,1,0,2025_this_team
