player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Daniel King,156877,G,N CAROLINA,12,99.9,0,245,66.3,74.3,61.7,5,9,395,99.7,99.8,97.7,1,16,2,702,0,0,0,703,426,427,700,1,276,2,2025_this_team
Jakai Moore,99041,T,N CAROLINA,12,99.7,1,245,68.9,72.4,64.8,5,23,386,99.5,99.5,96.4,2,28,0,676,0,0,0,678,416,418,4,650,260,24,2025_this_team
Austin Blaske,124011,T,N CAROLINA,9,100.0,0,245,64.2,65.9,64.7,4,13,332,100.0,100.0,97.1,6,18,1,579,274,15,288,579,362,362,1,0,217,1,2025_this_team
Will O'Steen,125373,G,N CAROLINA,12,100.0,1,245,55.3,55.7,55.7,4,17,313,100.0,100.0,96.3,4,22,1,548,0,520,0,548,342,342,26,1,206,1,2025_this_team
Chad Lindberg,124029,C,N CAROLINA,8,100.0,0,245,72.2,74.9,69.7,0,4,251,100.0,100.0,99.2,1,4,0,446,446,0,0,446,268,268,0,0,178,0,2025_this_team
Jordan Hall,173328,T,N CAROLINA,5,100.0,0,245,58.2,52.1,58.9,2,8,107,100.0,100.0,94.4,3,11,1,214,0,1,213,214,117,117,0,0,97,0,2025_this_team
Aidan Banfield,183324,G,N CAROLINA,4,100.0,0,245,64.8,70.6,62.4,1,3,95,100.0,100.0,96.8,0,5,1,185,0,185,0,185,97,97,0,0,88,0,2025_this_team
Miles McVay,172388,T,N CAROLINA,8,100.0,0,245,71.1,77.1,68.9,1,5,91,100.0,100.0,94.5,1,8,2,164,0,13,75,164,96,96,6,69,68,1,2025_this_team
William Boone,189281,T,N CAROLINA,3,100.0,0,245,71.8,81.3,64.7,0,1,54,100.0,100.0,99.1,0,1,0,98,0,0,87,98,54,54,0,11,44,0,2025_this_team
Eidan Buchanan,205237,T,N CAROLINA,3,100.0,0,245,42.8,42.6,49.1,1,2,25,100.0,100.0,94.0,1,3,0,62,0,0,57,62,25,25,0,0,37,5,2025_this_team
Christo Kelly,143063,C,N CAROLINA,1,100.0,0,245,58.6,75.7,57.3,0,0,5,100.0,100.0,100.0,0,0,0,16,16,0,0,16,5,5,0,0,11,0,2025_this_team
Trevyon Green,156349,T,N CAROLINA,2,100.0,0,245,58.0,75.1,66.4,0,0,2,100.0,100.0,100.0,1,0,0,16,0,0,14,16,3,3,0,2,13,0,2025_this_team
Brandon Homady,199543,T,W VIRGINIA,2,100.0,0,343,67.8,66.5,67.6,0,0,1,100.0,100.0,100.0,0,0,0,8,0,0,6,8,1,1,0,0,7,2,arrival_2025_at_W VIRGINIA
Rowan Byrne,199630,G,CLEMSON,1,100.0,0,140,60.0,67.3,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,2,0,1,0,arrival_2025_at_CLEMSON
Bo Burkes,162745,C,N CAROLINA,1,100.0,0,245,60.0,,60.0,0,0,0,,,,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2025_this_team
Jani Norwood,183335,T,N CAROLINA,1,100.0,0,245,60.0,,60.0,0,0,0,,,,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2025_this_team
