player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Febechi Nwaiwu,145324,G,OKLAHOMA,13,100.0,0,261,69.6,91.6,59.3,0,2,479,100.0,100.0,99.8,1,2,0,845,144,54,0,845,505,505,647,0,340,0,2025_this_team
Jake Maikkula,157269,C,OKLAHOMA,11,100.0,0,261,68.8,81.1,61.6,2,3,384,100.0,100.0,98.8,0,7,2,710,709,0,0,710,408,408,0,0,302,1,2025_this_team
E'Marion Harris,157022,T,ARKANSAS,11,100.0,2,111,57.9,66.7,50.8,2,16,381,100.0,100.0,96.9,4,21,3,678,0,9,1,678,400,400,68,594,278,6,arrival_2025_at_ARKANSAS
Michael Fasusi,199046,T,OKLAHOMA,11,100.0,2,261,65.1,59.2,68.5,3,12,374,100.0,100.0,96.9,8,19,4,676,0,0,674,676,395,395,0,0,281,2,2025_this_team
Caleb Nitta,174796,C,W KENTUCKY,11,100.0,0,346,68.9,70.6,65.6,1,4,368,100.0,100.0,98.8,0,7,2,653,653,0,0,653,394,394,0,0,259,0,arrival_2025_at_W KENTUCKY
Derek Simmons,151198,T,OKLAHOMA,10,100.0,1,261,66.9,71.1,63.1,2,10,312,100.0,100.0,97.1,3,15,3,556,0,0,0,556,325,325,0,554,231,2,2025_this_team
Eddy Pierre-Louis,188779,G,OKLAHOMA,10,100.0,2,261,61.1,79.2,59.1,0,4,247,100.0,100.0,98.8,6,5,1,446,0,445,0,446,264,264,0,0,182,1,2025_this_team
Ryan Fodje,199036,G,OKLAHOMA,12,100.0,3,261,54.0,71.1,49.2,0,12,235,100.0,100.0,97.0,5,13,1,433,0,0,0,433,254,254,251,179,179,3,2025_this_team
Heath Ozaeta,173715,G,OKLAHOMA,7,100.0,0,261,56.3,68.0,53.2,2,10,218,100.0,100.0,96.8,2,13,1,398,0,397,0,398,228,228,0,1,170,0,2025_this_team
Logan Howland,173702,T,OKLAHOMA,5,100.0,1,261,60.0,65.4,60.2,2,10,122,100.0,100.0,95.1,2,12,0,221,0,1,145,221,129,129,0,73,92,2,2025_this_team
Luke Baklenko,176606,T,OKLAHOMA,5,100.0,0,261,67.9,78.1,60.0,0,4,83,100.0,100.0,97.6,0,4,0,155,0,0,66,155,86,86,0,89,69,0,2025_this_team
Troy Everett,147024,C,OKLAHOMA,1,100.0,0,261,59.7,81.4,55.4,0,0,22,100.0,100.0,100.0,0,0,0,39,39,0,0,39,22,22,0,0,17,0,2025_this_team
Jacob Sexton,158081,T,OKLAHOMA,1,100.0,0,261,60.6,79.0,57.2,0,0,4,100.0,100.0,100.0,0,0,0,6,0,0,6,6,4,4,0,0,2,0,2025_this_team
Gunnar Allen,158095,C,OKLAHOMA,2,100.0,0,261,58.6,,58.3,0,0,0,,,,0,0,0,5,5,0,0,5,0,0,0,0,5,0,2025_this_team
Peyton Joseph,199687,T,GA TECH,1,100.0,0,176,59.5,67.9,58.5,0,0,2,100.0,100.0,100.0,0,0,0,4,0,0,0,4,2,2,0,4,2,0,arrival_2025_at_GA TECH
Daniel Akinkunmi,184586,G,OKLAHOMA,1,100.0,0,261,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,2,2,0,0,0,0,2,0,2025_this_team
