unit,pos,depth,player,class,origin,note
QB,QB,1,Conner Weigman,SR,RETURNING STARTER (bold),"2,705 (65%, 25-9) + 700 rush (11 TD, ~21 rush/gm share); #5 B12 QB Rating; Texas Bowl MVP (beat LSU); ex-5-star; healthy offseason + same OC in consecutive seasons for the FIRST time (Athlon); PFF 74.4/437"
QB,QB,2,Keisean Henderson / Luke Carney,FR / ,signee (5-star #1 OVERALL) + Syracuse transfer,"Henderson = #1 overall prospect in the nation (Spring TX); Fritz didn't rule out game reps; Weigman: 'talent is off the charts.' Carney 59.8/12. DEPARTED: Chriss (55.4/27) -> Tulane"
RB,RB,1,Makhi Hughes,SR,Oregon transfer (Athlon*),"1,378 ('23) + 1,401 ('24) AT TULANE FOR FRITZ (1,000+ after contact - P6); buried at Oregon (70 yds); 'if he can get back to 2024 form, Houston has a star' (P6); PFF 70.6/18 LY"
RB,RB,2,Re'Shaun Sanford II / DJ Butler,SO / ,returners,"Sanford = 2024 leading rusher (444), back from August ACL; Butler 75.5/104 (301 yds). PS: '3-headed monster... all block well.' DEPARTED: Connors (76.6/337; 977 + 254 rec, All-B12 HM) graduated; Sneed expired; Burnette -> App State"
WRTE,WR,1,Amare Thomas,SR,RETURNING STARTER (bold),"1st-team All-B12: 966 yds, 12 TD (141 catches between him + Koziol vs 45 for everyone else - P6); PFF 79.2/397; UAB transfer origin ('24: 670); also KR"
WRTE,WR,1,Trent Walker,SR,Oregon State transfer (Athlon*),"1,714 over 2Y at OSU (823 LY); PFF 69.4/419; also PR"
WRTE,WR,2,Harvey Broussard III / Koby Young / Muizz Tounkara / Jeremiah Bushnell,SR / SO / SO / FR,returners + Florida transfer + 4* signee,"Broussard Athlon-BOLD (50.4/229); Young 8 starts '25 (55.0/271); Johnson (62.9/164, yr-4) expired; Turner (TT) also in"
WRTE,TE,1,Patrick Overmyer,JR,UTSA transfer (Athlon*),"'NFL-caliber' (Athlon); one of the AAC's most productive TEs (P6); PFF 76.2/212 [cross-ref: the UTSA departure from our corrected grades]. DEPARTED: Koziol (78.9/322; FBS TE-high 74 catches, 1st-tm All-B12) - NFL"
OL,LT,1,Alvin Ebosele,SR,RETURNING STARTER (bold),"PFF 54.5/957 - big volume, poor grade"
OL,LG,1,Shadre Hurst,SR,Tulane transfer (Athlon*),"1st-team All-AAC; PFF 80.7/934 - elite G5 tape [cross-ref Tulane snapshot: their departed OL anchor]"
OL,C,1,Anthony Boswell,SO,Toledo transfer (Athlon*),"1st-team MAC (PS); PFF 77.0/819"
OL,RG,1,McKenzie Agnello,SR,RETURNING STARTER (bold),"PFF 62.5/773"
OL,RT,1,Drew Terrill,SR,Miami OH transfer (Athlon*),"All-MAC; PFF 76.8/734. DEPARTED: Merryman (65.8/866) + Wykoff (60.9/720) + Brooks (571) expired; Hunter (59.7/811) -> Colorado. 2025: #106 P6 Run Push, 178 (4.2) rush, 19 sacks; incoming trio = 'most improved unit' candidate again (PS/scout)"
DL,DE,1,Ashton Porter,JR,Oregon transfer (Athlon*),"former 4*, regular contributor at Oregon; PFF 66.3/245"
DL,NT,1,De'Marion Thomas,JR,Oklahoma State transfer (Athlon*),"PFF 57.5/148 [Athlon/feed say OkSt; P6's 'Vanderbilt' adjudicated wrong]"
DL,DE,1,Khalil Laufau,SR,RETURNING STARTER (bold),"PFF 72.1/696"
DL,JACK,1,Brandon Mack II,SR,RETURNING STARTER (bold),"5 sacks (Athlon); PFF 69.6/515; McCutchin (68.2/379) also returns as edge hybrid"
DL,DL,2,Latreveon McCutchin / Myles Parker / Travis Buhake / Ejiro Egodogbare,SR / SR / FR / ,returners + Yale transfer,"Egodogbare All-Ivy (no PFF row). DEPARTED: Walls (77.4/779, sack leader) + C.Allen (73.3/679, #1 tklr/run stopper) expired - the top two. 2025 as-played 84th pctile"
LB,MLB,1,Sione Fotu,SR,RETURNING STARTER (bold),"12 starts; PFF 67.2/543"
LB,WLB,1,Jaden Yates,SR,Ole Miss transfer (Athlon*),"9 starts LY (62.5/371); 115 tkl at Marshall '24 - '100-Yard Landlord' (P6)"
LB,LB,2,Carmycah Glass / Miller Malone / Chance Bryant,JR / / ,returners + WKU transfer,"Glass 61.5/350 moves up; Malone 64.8/342 (WKU - add P6 didn't cover). DEPARTED: Garner (65.2/665) graduated; Platt (67.9/357) -> Texas Tech. PS: 'first 3 rock solid... looking for a fourth ILB'"
DB,CB,1,Will James,JR,RETURNING STARTER (bold),"all-league (P6); PFF 77.8/562"
DB,CB,1,Jalen Mayo,SR,Stephen F. Austin transfer (Athlon*),"4 INT at SFA; 'played well against Houston in the 2025 opener' (P6)"
DB,STAR,1,Javion White,JR,Tulane transfer (Athlon*),"All-AAC; PFF 68.5/654 [cross-ref Tulane snapshot]"
DB,SS,1,Jordan Allen,JR,RETURNING STARTER (bold),"13 starts; PFF 76.3/676"
DB,FS,1,Kentrell Webb,SR,RETURNING STARTER (bold),"13 starts; PFF 65.9/812. DEPARTED: L.McCutchin (78.2/796, All-B12) + W.Brown (83.9/490, All-B12) expired + Vedder/Stampley/Thompson. 4* Melvin may play early (thinned two-deep - P6)"
ST,K,1,Zac Yoakam / Evan Noel,SR / FR,returner + Florida transfer,"Yoakam = only candidate w/ college experience (Athlon); Noel = #1 K prospect of 2025 class. DEPARTED: Sanchez (21-26, THREE game-winners in the 6-1 one-score run) + RM Mews. Team SPEC 72.4 = 40th pctile; STR #88 (PS)"
ST,P,1,Liam Dougherty,JR,RETURNING,"career-best 44.1 avg (Athlon) but 39.2 net + STR #84-88 history (PS); Aussie lefty"
