player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Josiah Freeman,163398,WR,FRESNO ST,12,10.9,10,59.1,37.5,9,24,0,5.5,3,-0.17,27,169,0,72.2,75.6,72.6,,71.3,0.0,0,7,51,0.0,0,338,2,40.1,52,95.3,322,17.8,60,71.2,88,6,82.2,278,639,285,5.5,12.3,1.98,2025_this_team
Richie Anderson,173519,TE,FRESNO ST,13,7.5,3,66.0,100.0,6,6,0,18.4,7,0.03,15,169,1,37.9,33.2,55.1,68.5,53.2,60.6,206,1,25,16.2,55,340,8,46.0,31,80.3,273,35.3,120,96.1,47,3,3.2,11,300,139,4.5,9.7,1.1,2025_this_team
Ezekiel Avit,170183,WR,FRESNO ST,12,8.7,5,66.7,40.0,2,5,0,9.7,3,0.07,13,169,1,64.1,34.0,60.9,,60.6,0.0,0,2,41,0.0,0,219,1,43.2,28,94.1,206,21.9,48,63.1,42,0,78.1,171,255,113,4.0,9.1,1.24,2025_this_team
Jahlil McClain,176467,WR,FRESNO ST,13,11.0,3,59.1,100.0,1,1,0,0.0,0,-0.17,8,169,0,82.7,68.7,55.2,,56.0,0.0,0,0,43,0.0,0,208,0,39.0,13,96.2,200,70.7,147,98.5,22,1,29.3,61,169,50,3.8,13.0,0.85,2025_this_team
Jayon Farrar,198455,WR,FRESNO ST,9,11.8,1,66.7,,0,0,0,7.7,1,0.31,10,169,0,67.5,69.5,68.7,,67.3,0.0,0,0,15,0.0,0,99,0,59.4,12,97.0,96,11.1,11,86.3,18,0,88.9,88,124,47,3.9,10.3,1.29,2025_this_team
Jordan Brown,128172,WR,FRESNO ST,10,6.8,0,62.5,50.0,2,4,0,9.1,1,-0.19,4,169,0,64.6,68.2,54.1,,53.4,0.0,0,1,18,0.0,0,126,0,42.5,10,95.2,120,96.8,122,70.3,16,1,3.2,4,82,53,5.3,8.2,0.68,2025_this_team
Jordan Malau'ulu,184238,WR,FRESNO ST,13,9.7,1,69.2,100.0,1,1,0,0.0,0,-0.08,4,169,0,80.1,86.7,59.6,,58.4,0.0,0,0,18,0.0,0,116,1,50.0,9,94.8,110,19.8,23,88.0,13,0,80.2,93,88,14,1.6,9.8,0.8,2025_this_team
Kamron Beachem,146047,TE,FRESNO ST,13,9.1,0,58.3,50.0,1,2,0,22.2,2,-0.47,4,169,0,41.2,68.3,54.1,77.9,52.7,56.6,64,2,64,10.6,12,113,4,34.6,7,82.3,93,35.4,40,57.3,12,0,8.0,9,133,80,11.4,19.0,1.43,2025_this_team
Jake Appleget,156468,TE,N ILLINOIS,10,8.2,1,70.0,0.0,0,1,0,0.0,0,-0.44,4,254,0,78.5,66.7,50.0,76.8,49.5,54.4,117,0,17,22.8,49,215,1,29.3,7,74.0,159,42.3,91,117.5,10,1,2.3,5,57,25,3.6,8.1,0.36,arrival_2025_at_N ILLINOIS
Jake Tarwater,173520,TE,FRESNO ST,12,5.4,2,62.5,100.0,1,1,1,16.7,1,-0.2,5,169,0,49.8,67.0,64.8,59.7,52.1,77.2,88,0,14,14.9,17,114,3,44.4,5,80.7,92,16.7,19,81.3,8,0,6.1,7,52,38,7.6,10.4,0.57,2025_this_team
Harold Duvall,204026,WR,FRESNO ST,7,21.4,0,57.1,100.0,1,1,0,0.0,0,0.05,4,169,0,74.9,65.0,73.1,,73.4,0.0,0,0,25,0.0,0,34,0,38.7,4,91.2,31,17.6,6,135.1,7,1,82.4,28,77,12,3.0,19.3,2.48,2025_this_team
Brock Lium,173515,TE,FRESNO ST,2,-2.0,1,100.0,,0,0,0,0.0,0,-0.2,0,169,0,70.7,62.9,73.2,66.7,78.9,80.0,4,0,8,40.0,2,5,0,40.0,2,60.0,3,0.0,0,87.5,2,0,20.0,1,10,14,7.0,5.0,3.33,2025_this_team
