player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Jacob De Jesus,174068,WR,CAL,13,7.8,14,69.0,38.9,7,18,1,7.0,8,0.02,50,130,2,75.1,66.6,73.2,61.9,76.3,1.3,7,4,41,0.2,1,525,1,42.9,107,93.9,493,57.1,300,89.4,155,6,37.7,198,1030,489,4.6,9.6,2.09,2025_this_team
Chase Hendricks,171348,WR,OHIO,13,13.3,8,65.7,57.1,16,28,0,5.3,4,0.06,49,259,2,79.4,53.8,83.8,,87.6,0.0,0,5,67,0.0,0,409,2,47.6,71,93.4,382,89.5,366,99.4,108,7,10.5,43,1042,308,4.3,14.7,2.73,arrival_2025_at_OHIO
Trond Grizzell,146290,WR,CAL,13,13.8,5,65.5,58.1,18,31,0,6.8,4,0.02,36,130,1,74.4,74.5,68.1,,67.7,0.0,0,0,35,0.0,0,525,1,42.3,55,94.7,497,13.3,70,99.7,84,1,86.7,455,788,144,2.6,14.3,1.59,2025_this_team
Ian Strong,170319,WR,RUTGERS,10,12.2,11,63.4,54.8,17,31,0,1.9,1,0.07,39,278,0,88.2,73.9,78.9,,80.0,0.0,0,3,45,0.0,0,377,1,47.2,52,94.4,356,0.3,1,98.7,82,5,99.7,376,762,181,3.5,14.7,2.14,arrival_2025_at_RUTGERS
Dorian Thomas,171871,TE,NEW MEXICO,13,6.0,6,72.7,27.3,3,11,0,0.0,0,0.04,26,241,2,92.9,27.9,65.9,53.4,74.4,52.0,199,2,34,8.6,33,383,3,44.5,56,85.6,328,37.6,144,99.5,77,4,9.4,36,560,350,6.3,10.0,1.71,arrival_2025_at_NEW MEXICO
Mason Mini,175102,TE,CAL,11,7.3,7,74.5,50.0,4,8,1,7.9,3,-0.1,18,130,0,68.5,73.2,57.4,55.2,66.8,44.7,166,1,51,21.3,79,371,4,41.0,35,73.9,274,46.4,172,118.0,47,4,6.7,25,387,155,4.4,11.1,1.41,2025_this_team
Jordan King,158320,WR,CAL,11,9.9,2,68.8,50.0,4,8,0,4.3,1,-0.1,15,130,0,76.1,70.6,63.9,70.4,65.5,2.4,5,0,38,1.0,2,208,2,38.0,22,95.2,198,70.7,147,115.1,32,2,26.0,54,268,67,3.0,12.2,1.35,2025_this_team
Mark Hamper,175085,WR,CAL,9,13.2,1,65.4,50.0,4,8,0,15.0,3,0.0,10,130,0,49.2,69.7,59.4,,60.5,0.0,0,0,35,0.0,0,159,0,44.4,17,95.0,151,19.5,31,88.9,26,0,80.5,128,202,62,3.6,11.9,1.34,2025_this_team
Quaron Adams,157566,WR,CAL,11,7.9,2,83.3,0.0,0,1,0,0.0,0,0.27,14,130,0,85.9,73.3,73.1,,73.9,0.9,1,0,39,0.0,0,113,1,50.0,20,95.6,108,73.5,83,128.0,24,1,24.8,28,273,149,7.5,13.7,2.53,2025_this_team
Cooper Perry,199876,WR,OREGON,12,4.1,1,76.9,100.0,2,2,0,0.0,0,-0.04,1,264,1,80.9,19.7,47.0,,46.5,1.9,2,1,8,0.0,0,103,0,41.4,10,96.1,99,81.6,84,46.6,13,0,15.5,16,25,9,0.9,2.5,0.25,arrival_2025_at_OREGON
