player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Geirean Hatchett,131898,G,WASHINGTON,13,100.0,0,340,66.9,62.3,69.2,4,15,437,100.0,100.0,97.1,3,22,3,775,0,29,0,775,448,448,744,2,327,0,2025_this_team
Kolt Dieterich,175612,T,SM HOUSTON,12,100.0,0,281,72.0,67.3,70.5,3,17,458,100.0,100.0,97.2,4,23,3,763,0,0,0,763,490,490,0,763,273,0,arrival_2025_at_SM HOUSTON
Drew Azzopardi,158777,T,WASHINGTON,11,100.0,0,340,69.0,74.1,64.4,2,12,376,100.0,100.0,97.9,5,15,1,656,0,0,0,656,383,383,0,653,273,1,2025_this_team
John Mills,199518,G,WASHINGTON,11,100.0,0,340,70.2,80.2,64.7,2,10,328,100.0,100.0,98.2,0,12,0,589,0,445,0,589,339,339,0,142,250,1,2025_this_team
Carver Willis,122626,T,WASHINGTON,10,100.0,0,340,79.9,69.2,84.8,2,18,311,100.0,100.0,96.1,4,22,2,575,0,2,572,575,319,319,0,0,256,0,2025_this_team
Landen Hatchett,171924,C,WASHINGTON,9,100.0,0,340,62.1,77.1,58.3,1,4,299,100.0,100.0,98.8,3,6,1,532,532,0,0,532,304,304,0,0,228,0,2025_this_team
Paki Finau,183636,G,WASHINGTON,13,100.0,0,340,61.3,72.7,56.3,1,8,223,100.0,100.0,98.0,0,9,0,426,0,373,23,426,229,229,2,27,197,0,2025_this_team
Zach Henning,171925,C,WASHINGTON,10,100.0,0,340,67.8,71.0,65.7,0,3,175,100.0,100.0,99.1,1,3,0,333,317,0,0,333,183,183,0,0,150,15,2025_this_team
Maximus McCree,156455,T,WASHINGTON,5,100.0,0,340,34.0,27.7,43.6,3,11,122,100.0,100.0,93.4,2,15,1,202,0,0,201,202,125,125,0,0,77,0,2025_this_team
Champ Taulealea,199524,G,WASHINGTON,4,100.0,0,340,56.8,56.8,55.5,0,1,44,100.0,100.0,96.6,0,2,1,103,0,0,0,103,49,49,102,0,54,1,2025_this_team
Soane Faasolo,171922,T,WASHINGTON,7,100.0,0,340,31.6,24.9,46.3,1,5,41,100.0,100.0,92.7,2,6,0,78,0,0,50,78,42,42,0,27,36,0,2025_this_team
Jack Shaffer,199522,G,WASHINGTON,1,100.0,0,340,60.5,72.4,60.0,0,0,3,100.0,100.0,100.0,0,0,0,4,0,0,0,4,3,3,4,0,1,0,2025_this_team
Parker Cross,171919,C,WASHINGTON,1,100.0,0,340,59.8,,59.2,0,0,0,,,,0,0,0,3,3,0,0,3,0,0,0,0,3,0,2025_this_team
Jake Flores,199516,G,WASHINGTON,1,100.0,0,340,58.6,,58.5,0,0,0,,,,0,0,0,3,0,3,0,3,0,0,0,0,3,0,2025_this_team
Justin Hylkema,183639,T,WASHINGTON,1,100.0,0,340,59.9,,59.6,0,0,0,,,,0,0,0,3,0,0,3,3,0,0,0,0,3,0,2025_this_team
