player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Myles Butler,150199,WR,MIDDLE TN,12,7.7,4,66.7,62.5,10,16,0,8.8,5,0.03,29,224,2,66.5,27.3,66.8,,68.3,0.0,0,4,52,0.0,0,366,1,45.0,52,94.3,345,91.8,336,72.5,78,2,8.2,30,518,238,4.6,10.0,1.5,2025_this_team
Nahzae Cox,198818,WR,MIDDLE TN,11,12.9,6,56.3,46.9,15,32,1,4.8,2,-0.02,19,224,0,78.1,73.0,62.1,,63.2,0.0,0,1,43,0.0,0,383,3,42.1,40,95.6,366,3.9,15,94.4,71,5,96.1,368,473,131,3.3,11.8,1.29,2025_this_team
Cam'ron Lacy,170486,WR,MIDDLE TN,12,11.2,15,66.7,83.3,5,6,0,11.6,5,-0.04,21,224,1,57.4,44.1,73.4,,73.6,0.4,1,1,68,0.0,0,227,2,40.5,38,92.5,210,93.4,212,108.0,57,3,6.2,14,549,265,7.0,14.4,2.61,2025_this_team
Hunter Tipton,183948,TE,MIDDLE TN,12,5.2,6,79.6,80.0,4,5,0,9.3,4,-0.03,21,224,2,67.5,25.0,62.1,76.8,63.2,32.2,137,0,37,9.9,42,426,4,43.8,39,85.2,363,56.1,239,115.2,49,2,9.6,41,411,225,5.8,10.5,1.13,2025_this_team
AJ Jones,158729,WR,MIDDLE TN,12,8.7,1,59.6,45.5,5,11,0,12.5,4,-0.04,13,224,0,54.6,71.5,53.5,61.9,52.7,0.0,0,0,27,0.3,1,333,1,40.8,28,93.7,312,26.7,89,106.3,47,5,73.3,244,216,43,1.5,7.7,0.69,2025_this_team
Landon Collins,198835,WR,MIDDLE TN,5,13.0,2,64.0,62.5,5,8,0,0.0,0,0.06,9,224,0,84.2,69.5,66.2,,66.5,0.0,0,0,48,0.0,0,107,0,44.1,16,95.3,102,1.9,2,98.9,25,1,98.1,105,181,26,1.6,11.3,1.77,2025_this_team
Amorion Walker,158547,WR,MIDDLE TN,10,9.7,4,68.2,100.0,1,1,0,11.8,2,-0.09,7,224,0,57.1,69.2,52.6,,53.4,0.0,0,0,41,0.0,0,222,2,40.4,15,93.7,208,15.3,34,111.2,22,1,84.7,188,196,94,6.3,13.1,0.94,2025_this_team
Tayvion Galloway,183718,TE,MIDDLE TN,12,5.8,0,16.7,0.0,0,1,0,66.7,4,-0.09,1,224,0,2.1,62.9,43.3,76.6,36.9,35.6,57,0,20,15.6,25,160,0,35.1,2,81.9,131,50.6,81,39.6,12,0,10.0,16,22,16,8.0,11.0,0.17,2025_this_team
Gamarion Carter,146964,WR,MIDDLE TN,9,23.2,0,27.3,25.0,1,4,1,0.0,0,-0.06,1,224,0,39.5,64.1,48.4,,49.0,0.0,0,0,15,0.0,0,104,1,45.4,3,93.3,97,22.1,23,39.6,11,0,76.9,80,32,3,1.0,10.7,0.33,2025_this_team
Kason Stokes,183852,WR,MIDDLE TN,9,9.0,0,50.0,33.3,1,3,0,25.0,1,-0.67,0,224,0,40.2,66.0,51.1,,49.6,0.0,0,0,11,0.0,0,36,0,20.0,3,97.2,35,5.6,2,59.0,6,0,94.4,34,22,19,6.3,7.3,0.63,2025_this_team
Evan Poticher,189847,TE,MIDDLE TN,12,4.0,0,50.0,0.0,0,1,0,0.0,0,-0.12,0,224,0,66.7,61.0,53.0,60.1,47.6,85.9,61,0,5,62.0,44,71,1,37.9,1,35.2,25,9.9,7,56.3,2,0,1.4,1,5,2,2.0,5.0,0.2,2025_this_team
Markus Allen,145160,WR,MISS STATE,4,6.5,0,50.0,100.0,1,1,0,50.0,1,-0.23,0,227,0,24.5,61.0,46.6,,48.5,0.0,0,0,7,0.0,0,13,0,33.3,1,92.3,12,0.0,0,58.3,2,0,100.0,13,7,0,0.0,7.0,0.58,arrival_2025_at_MISS STATE
