player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Sam Hecht,144601,C,KANSAS ST,12,100.0,0,199,80.3,79.6,77.7,0,7,379,100.0,100.0,99.1,0,7,0,759,759,0,0,759,392,392,0,0,367,0,2025_this_team
John Pastore,157770,T,KANSAS ST,12,100.0,0,199,76.2,68.3,74.9,2,13,360,100.0,100.0,97.6,2,16,1,715,0,0,705,715,372,372,0,0,343,10,2025_this_team
Andrew Leingang,144599,T,KANSAS ST,12,100.0,0,199,65.3,74.1,61.4,1,7,351,100.0,100.0,98.3,4,10,2,692,0,8,0,692,362,362,118,559,330,7,2025_this_team
Taylor Poitier,99437,G,KANSAS ST,12,100.0,0,199,66.3,72.0,63.8,1,8,342,100.0,100.0,98.7,3,9,0,658,0,658,0,658,353,353,0,0,305,0,2025_this_team
Delvin Morris,176273,C,AKRON,12,100.0,1,102,56.7,53.9,62.5,1,6,261,100.0,100.0,98.7,5,7,0,472,210,0,210,472,280,280,30,21,192,1,arrival_2025_at_AKRON
Devin Vass,173124,G,KANSAS ST,9,100.0,0,199,55.3,54.9,53.1,0,8,190,100.0,100.0,97.9,0,8,0,420,0,31,0,420,199,199,389,0,221,0,2025_this_team
Tanner Morley,173498,G,COLO STATE,4,100.0,0,144,66.3,68.8,64.4,1,5,127,100.0,100.0,97.6,1,6,0,252,0,251,0,252,138,138,0,0,114,0,arrival_2025_at_COLO STATE
JB Nelson,164180,G,KANSAS ST,9,100.0,0,199,60.1,73.8,57.3,0,3,117,100.0,100.0,98.7,1,3,0,224,0,0,0,224,118,118,224,0,106,0,2025_this_team
Gus Hawkins,188684,T,KANSAS ST,6,100.0,0,199,61.8,71.5,56.0,0,2,63,100.0,100.0,98.4,0,2,0,123,0,0,0,123,64,64,0,122,59,1,2025_this_team
Terrence Enos Jr.,144020,T,KANSAS ST,9,100.0,0,199,70.6,53.7,75.6,2,3,52,100.0,100.0,95.2,1,5,0,122,0,0,52,122,55,55,0,70,67,0,2025_this_team
Amos Talalele,176646,G,KANSAS ST,5,100.0,0,199,52.5,53.0,54.9,0,1,27,100.0,100.0,98.1,1,1,0,78,0,52,0,78,31,31,26,0,47,0,2025_this_team
Chase Duarte,204515,G,S DIEGO ST,6,100.0,0,284,55.7,10.4,58.2,0,1,6,100.0,100.0,91.7,0,1,0,52,0,0,0,52,8,8,52,0,44,0,arrival_2025_at_S DIEGO ST
Dylan Villarouel,198602,G,KANSAS ST,4,100.0,0,199,53.4,81.9,48.7,0,0,15,100.0,100.0,100.0,0,0,0,43,0,18,0,43,15,15,10,0,28,14,2025_this_team
Keiton Jones,198891,G,MISSOURI,2,100.0,0,229,60.4,69.8,59.8,0,0,1,100.0,100.0,100.0,0,0,0,8,0,0,0,8,1,1,8,0,7,0,arrival_2025_at_MISSOURI
Drake Bequeaith,157766,T,KANSAS ST,2,100.0,0,199,59.8,,59.4,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,0,8,8,0,2025_this_team
Kyle Rakers,183901,C,KANSAS ST,2,100.0,0,199,55.2,,55.1,0,0,0,,,,0,0,0,8,8,0,0,8,0,0,0,0,8,0,2025_this_team
Tyler Johnson,172453,T,AUBURN,1,100.0,0,115,45.2,0.0,59.9,0,0,5,100.0,100.0,80.0,0,1,1,7,0,0,0,7,5,5,0,7,2,0,arrival_2025_at_AUBURN
