player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Cortez Braham Jr.,157366,WR,MEMPHIS,12,13.0,12,76.8,72.2,13,18,0,7.4,5,0.17,42,218,0,71.3,74.8,79.1,,80.0,0.0,0,2,73,0.0,0,387,1,48.6,63,94.1,364,4.9,19,133.6,82,8,95.1,368,889,284,4.5,14.1,2.44,2025_this_team
Hunter Tipton,183948,TE,MIDDLE TN,12,5.2,6,79.6,80.0,4,5,0,9.3,4,-0.03,21,224,2,67.5,25.0,62.1,76.8,63.2,32.2,137,0,37,9.9,42,426,4,43.8,39,85.2,363,56.1,239,115.2,49,2,9.6,41,411,225,5.8,10.5,1.13,arrival_2025_at_MIDDLE TN
Jamari Hawkins,162523,WR,MEMPHIS,13,14.1,17,77.1,50.0,4,8,0,0.0,0,0.19,25,218,0,90.6,74.4,69.6,74.3,70.0,1.1,4,3,57,0.5,2,371,2,49.3,37,93.5,347,95.4,354,106.3,48,2,3.0,11,623,256,6.9,16.8,1.8,2025_this_team
Marcello Bussey,169936,WR,MEMPHIS,13,11.4,5,71.8,77.8,7,9,0,3.4,1,0.16,12,218,0,79.5,71.5,61.5,64.5,61.4,0.7,2,1,40,0.4,1,277,0,49.0,28,93.9,260,13.7,38,82.3,39,0,85.6,237,291,70,2.5,10.4,1.12,2025_this_team
Tychaun Chapman,162741,WR,SO MISS,13,17.7,5,72.7,50.0,2,4,0,11.1,3,0.13,14,296,0,58.4,71.4,67.1,62.1,67.9,0.5,1,1,50,0.5,1,203,0,40.2,24,95.1,193,88.7,180,132.4,33,3,10.3,21,443,140,5.8,18.5,2.3,arrival_2025_at_SO MISS
Brady Kluse,184714,WR,MEMPHIS,13,13.6,1,73.3,40.0,2,5,0,4.3,1,0.05,15,218,0,76.5,71.1,63.6,62.1,63.5,0.4,1,0,25,0.4,1,242,1,44.1,22,93.8,227,7.0,17,118.8,30,2,92.6,224,240,59,2.7,10.9,1.06,2025_this_team
Christian Ross,169953,TE,MEMPHIS,12,6.2,8,75.0,50.0,1,2,0,0.0,0,0.11,8,218,0,85.5,70.7,59.7,70.3,61.7,64.6,146,1,37,15.5,35,226,2,47.1,18,78.8,178,33.6,76,91.3,24,1,1.8,4,174,111,6.2,9.7,0.98,2025_this_team
Bryce Anderson,198735,TE,MEMPHIS,13,4.8,2,70.6,33.3,1,3,0,7.7,1,0.01,6,218,0,66.1,68.5,58.3,68.9,56.3,69.8,104,0,15,12.1,18,149,1,46.9,12,85.9,128,28.2,42,85.7,17,0,1.3,2,101,61,5.1,8.4,0.79,2025_this_team
Matt Adcock,198738,TE,MEMPHIS,13,5.2,2,80.0,100.0,2,2,0,7.7,1,0.16,5,218,0,67.5,69.6,60.4,59.0,56.8,73.7,115,1,10,25.0,39,156,2,43.8,12,71.2,111,23.1,36,97.9,15,3,1.3,2,70,22,1.8,5.8,0.63,2025_this_team
Bryce Dorsey,193162,WR,MEMPHIS,6,6.5,1,61.5,,0,0,0,27.3,3,-0.04,1,218,0,27.8,67.1,56.2,,55.9,3.2,1,0,49,0.0,0,31,0,36.7,8,96.8,30,96.8,30,75.5,13,0,0.0,0,69,94,11.8,8.6,2.3,2025_this_team
Jadon Thompson,123583,WR,MEMPHIS,13,11.5,0,53.8,50.0,1,2,0,30.0,3,-0.07,2,218,0,29.8,74.7,52.9,,52.3,1.1,1,0,40,0.0,0,93,0,40.2,7,93.5,87,90.3,84,72.6,13,0,8.6,8,80,11,1.6,11.4,0.92,2025_this_team
Ger-Cari Caldwell,124228,WR,MEMPHIS,10,17.9,0,18.2,0.0,0,3,0,50.0,2,-0.26,1,218,0,17.0,62.9,47.2,,46.5,0.0,0,0,9,0.0,0,63,0,32.2,2,93.7,59,4.8,3,39.6,11,0,95.2,60,12,5,2.5,6.0,0.2,2025_this_team
Jermane Hayes,199212,WR,SO MISS,4,14.7,0,66.7,100.0,1,1,0,0.0,0,-0.44,2,296,0,74.9,65.0,67.1,,66.5,0.0,0,1,12,0.0,0,18,0,31.3,4,88.9,16,94.4,17,43.1,6,0,5.6,1,36,22,5.5,9.0,2.25,arrival_2025_at_SO MISS
CJ Smith,157076,WR,MEMPHIS,12,13.0,0,0.0,0.0,0,1,0,100.0,1,-0.32,0,218,0,16.8,63.7,43.0,,46.2,0.0,0,0,0,0.0,0,70,0,34.8,0,92.9,65,21.4,15,39.6,4,0,78.6,55,0,0,,,0.0,2025_this_team
Terrell Timmons Jr.,157423,WR,COLORADO,4,5.5,4,75.0,0.0,0,1,0,0.0,0,-0.19,3,143,0,74.9,65.0,66.6,,70.8,0.0,0,0,28,0.0,0,41,1,43.2,3,90.2,37,14.6,6,116.7,4,0,85.4,35,58,39,13.0,19.3,1.57,arrival_2025_at_COLORADO
TJ Holmes,181448,WR,MEMPHIS,1,2.3,3,100.0,,0,0,0,0.0,0,0.18,1,218,0,73.1,64.1,85.1,,81.0,0.0,0,0,20,0.0,0,7,0,42.9,3,100.0,7,100.0,7,105.6,3,0,0.0,0,28,21,7.0,9.3,4.0,2025_this_team
Jemyri Davis,198593,WR,KANSAS ST,4,5.0,0,100.0,,0,0,0,0.0,0,-0.47,0,199,0,70.7,62.9,51.9,,56.3,0.0,0,0,5,0.0,0,12,1,25.0,2,100.0,12,8.3,1,83.3,2,0,91.7,11,8,-2,-1.0,4.0,0.67,arrival_2025_at_KANSAS ST
Alante Brown,97171,WR,MICH STATE,2,4.0,0,0.0,,0,0,0,,0,-3.42,0,223,0,,66.6,55.0,,56.4,0.0,0,1,0,0.0,0,3,0,0.0,0,100.0,3,100.0,3,0.0,1,0,0.0,0,0,0,,,0.0,arrival_2025_at_MICH STATE
Jerry Cross,164162,TE,MEMPHIS,5,6.0,0,100.0,,0,0,0,0.0,0,1.16,0,218,0,66.7,61.0,67.2,68.1,75.0,80.0,4,0,9,60.0,3,5,0,100.0,1,40.0,2,0.0,0,104.2,1,0,20.0,1,9,3,3.0,9.0,4.5,2025_this_team
