player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
KJ Duff,184654,WR,RUTGERS,12,17.3,4,69.0,61.1,22,36,1,4.8,3,0.11,50,278,0,80.5,75.1,83.4,,84.5,0.0,0,1,72,0.0,0,461,2,47.3,60,95.0,438,11.3,52,133.5,87,7,88.7,409,1084,192,3.2,18.1,2.47,2025_this_team
Ian Strong,170319,WR,RUTGERS,10,12.2,11,63.4,54.8,17,31,0,1.9,1,0.07,39,278,0,88.2,73.9,78.9,,80.0,0.0,0,3,45,0.0,0,377,1,47.2,52,94.4,356,0.3,1,98.7,82,5,99.7,376,762,181,3.5,14.7,2.14,2025_this_team
DT Sheffield,174143,WR,RUTGERS,12,12.0,2,58.7,56.3,9,16,0,10.2,5,0.09,27,278,0,62.3,78.9,61.8,,61.8,0.0,0,2,54,0.0,0,440,0,47.0,44,95.2,419,98.6,434,94.1,75,5,1.4,6,577,132,3.0,13.1,1.38,2025_this_team
Kenny Fletcher Jr.,156506,TE,RUTGERS,11,3.3,5,70.3,0.0,0,1,0,13.3,4,0.15,13,278,0,53.5,71.3,76.0,69.7,69.6,87.7,221,0,39,19.8,50,252,1,48.1,26,75.0,189,11.9,30,87.2,37,0,0.4,1,236,212,8.2,9.1,1.25,2025_this_team
Colin Weber,145578,TE,RUTGERS,12,2.1,0,68.0,33.3,1,3,0,15.0,3,0.23,3,278,1,49.4,24.7,41.1,60.5,35.9,91.4,170,1,12,22.6,42,186,1,52.6,17,73.7,137,8.6,16,59.1,25,0,0.0,0,102,74,4.4,6.0,0.74,2025_this_team
Ben Black,184652,WR,RUTGERS,11,13.4,3,50.0,0.0,0,2,0,11.1,1,0.05,5,278,0,58.9,47.5,57.7,,56.1,0.0,0,0,37,0.0,0,123,0,39.8,8,95.9,118,0.0,0,95.6,16,1,100.0,123,119,37,4.6,14.9,1.01,2025_this_team
Kameron Anthony,189743,TE,BALL ST,12,8.2,1,58.3,,0,0,0,22.2,2,-0.32,5,117,0,29.0,66.7,45.7,60.9,56.2,84.3,166,1,40,47.7,94,197,2,33.2,7,51.3,101,12.2,24,96.2,12,2,2.0,4,117,64,9.1,16.7,1.16,arrival_2025_at_BALL ST
Sah'nye Degraffenreidt,199120,WR,RUTGERS,2,18.3,0,0.0,0.0,0,1,0,100.0,1,0.79,0,278,0,16.4,,46.3,,45.8,0.0,0,0,0,0.0,0,7,0,28.6,0,100.0,7,0.0,0,39.6,3,0,100.0,7,0,0,,,0.0,2025_this_team
Dino Kaliakmanis,144978,WR,RUTGERS,1,15.0,0,50.0,50.0,1,2,0,0.0,0,0.79,1,278,0,66.7,61.0,61.4,,66.6,0.0,0,0,9,0.0,0,6,1,40.0,1,83.3,5,0.0,0,102.1,2,1,100.0,6,9,0,0.0,9.0,1.8,2025_this_team
Vernon Allen III,199113,WR,RUTGERS,1,16.0,1,100.0,,0,0,0,0.0,0,0.53,1,278,0,66.7,61.0,71.9,,69.7,0.0,0,0,18,0.0,0,4,0,33.3,1,75.0,3,0.0,0,118.8,1,0,100.0,4,18,2,2.0,18.0,6.0,2025_this_team
Michael Thomas III,199131,WR,RUTGERS,1,32.0,0,100.0,100.0,1,1,0,0.0,0,0.8,1,278,0,66.7,61.0,76.2,,74.0,0.0,0,0,25,0.0,0,6,0,33.3,1,100.0,6,0.0,0,158.3,1,1,100.0,6,25,0,0.0,25.0,4.17,2025_this_team
Logan Blake,170307,TE,RUTGERS,5,5.0,0,100.0,,0,0,0,0.0,0,0.29,0,278,0,66.7,61.0,47.6,66.9,47.7,96.2,25,0,6,7.7,2,26,0,36.0,1,88.5,23,3.8,1,91.7,1,0,0.0,0,6,1,1.0,6.0,0.26,2025_this_team
Jackson Gister,190478,TE,RUTGERS,1,2.0,0,100.0,,0,0,0,0.0,0,4.21,1,278,0,66.7,61.0,81.8,,88.2,100.0,1,0,11,0.0,0,1,0,100.0,1,100.0,1,0.0,0,112.5,1,0,0.0,0,11,9,9.0,11.0,11.0,2025_this_team
