player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Monroe Freeling,173548,T,GEORGIA,14,100.0,1,173,72.3,86.1,61.7,0,6,434,100.0,100.0,98.8,2,8,2,891,0,0,881,891,469,469,0,1,422,8,2025_this_team
Micah Morris,146718,G,GEORGIA,14,100.0,0,173,72.0,83.7,67.2,2,2,392,100.0,100.0,99.5,3,4,0,803,0,802,0,803,426,426,1,0,377,0,2025_this_team
Dontrell Glover,204865,G,GEORGIA,14,100.0,1,173,64.7,74.8,62.6,2,7,364,100.0,100.0,98.8,3,9,0,766,0,155,0,766,392,392,611,0,374,0,2025_this_team
Drew Bobo,163736,C,GEORGIA,11,100.0,0,173,74.1,76.3,71.6,0,6,346,100.0,100.0,99.1,1,6,0,721,721,0,0,721,376,376,0,0,345,0,2025_this_team
Earnest Greene III,157074,T,GEORGIA,9,100.0,1,173,63.2,76.8,59.3,1,5,242,100.0,100.0,98.8,4,6,0,497,0,0,0,497,262,262,0,496,235,1,2025_this_team
Juan Gaston,198460,G,GEORGIA,13,100.0,0,173,58.8,51.8,58.5,3,9,235,100.0,100.0,97.0,0,13,1,496,0,0,0,496,254,254,278,217,242,0,2025_this_team
Bo Hughley,176330,T,GEORGIA,10,100.0,0,173,61.0,70.7,59.3,1,3,116,100.0,100.0,98.3,2,4,0,247,0,0,73,247,123,123,0,173,124,1,2025_this_team
Malachi Toliver,184578,C,GEORGIA,6,100.0,0,173,61.1,79.9,56.7,0,3,114,100.0,100.0,98.7,1,3,0,244,244,0,0,244,121,121,0,0,123,0,2025_this_team
Michael Uini,184581,T,GEORGIA,7,100.0,0,173,51.3,25.1,56.1,1,6,69,100.0,100.0,94.9,0,7,0,159,0,11,0,159,72,72,57,91,87,0,2025_this_team
Jahzare Jackson,191151,T,GEORGIA,6,100.0,0,173,48.7,74.7,45.8,1,2,40,100.0,100.0,96.2,1,3,0,96,0,0,71,96,41,41,0,25,55,0,2025_this_team
Daniel Calhoun,184553,G,GEORGIA,6,100.0,0,173,48.9,55.4,45.4,0,2,35,100.0,100.0,97.1,0,2,0,72,0,13,0,72,36,36,59,0,36,0,2025_this_team
Cortez Smith,198471,C,GEORGIA,4,100.0,0,173,70.7,59.4,69.4,0,1,31,100.0,100.0,98.4,0,1,0,68,68,0,0,68,31,31,0,0,37,0,2025_this_team
Jamal Meriweather,183055,G,GEORGIA,6,100.0,0,173,56.7,72.5,54.4,0,1,16,100.0,100.0,96.9,0,1,0,56,0,34,0,56,16,16,17,5,40,0,2025_this_team
Nyier Daniels,184556,T,GEORGIA,3,100.0,0,173,53.0,77.5,50.0,0,0,7,100.0,100.0,100.0,0,0,0,29,0,0,0,29,7,7,0,29,22,0,2025_this_team
Marcus Harrison,191149,T,GEORGIA,2,100.0,0,173,64.5,18.3,71.2,0,0,12,100.0,100.0,100.0,0,0,0,24,0,18,6,24,12,12,0,0,12,0,2025_this_team
Mason Short,198469,G,GEORGIA,2,100.0,0,173,40.2,74.3,38.9,0,0,4,100.0,100.0,100.0,0,0,0,16,0,0,0,16,4,4,16,0,12,0,2025_this_team
Henry Peagler,184570,C,GEORGIA,2,100.0,0,173,61.0,74.2,59.7,0,0,4,100.0,100.0,100.0,0,0,0,12,6,6,0,12,4,4,0,0,8,0,2025_this_team
