unit,pos,depth,player,class,origin,note
QB,QB,1,Cale Hellums,SR,returning starter,2025: 10 st; 304 car (2nd natl) 1223 yds 18 TD (T-3rd); 694 pass (54% 4-3); PFF 77.0/126 db; was 3rd string preseason 2025
QB,QB,2,Bryson Luter OR Ethan Washington,SO/SO,returners,battle for QB2 in fall; Monken praise for Luter's athleticism (scout team 2025)
RB,FB,1,Godspower Nwawuihe,SO,returner,featured back emerging: 196 yds (9.3) 2025 incl 171 + 2 TD in Fenway Bowl; QB background/versatile
RB,SB,1,Samari Howard,SR,returning starter,13 st 2025; slotback; 133 rec yds (12.1)
RB,FB,2,Jake Rendina / Carson Smith,SR/SR,returners,Rendina 72.2 PFF/39 att; Smith 67.0/56; Bartosh stepped away (neck); Short (1009 scrim yds) departed
WRTE,WR,1,Brady Anderson,JR,returning starter,9 st; 381 yds at 27.2/catch (deep specialist); PFF 78.1/113 rt
WRTE,WR,2,Tobi Olawole,SR,returner,101 yds F2Y; PFF 57.2/36
WRTE,TE,1,Parker Poloskey,SR,returning starter,PFF 64.6/105; PS: first Army TE with TD catch since 2008; "all 3 back - more experienced" (PS)
OL,C,1,Brady Small,SR,returning starter,39 consecutive starts; 1st-tm All-AAC 2025 (PS); PFF 79.6/893
OL,RT,1,Teddy Williams,SR,returning starter,PFF 90.3/892 2025
OL,LT,1,Henry Appleton,SR,returning starter,PFF 72.2/892 2025
OL,RG,1,Paolo Gennarelli,SR,returning starter,PFF 62.8/674; 14 st '24 + 10 st '25
OL,LG,1,Kyle Kloska,SR,returner (new starter),6 gm 2025; replaces Jeffcoat (PFF 91.3/890 - biggest OL loss); Manecke (backup OT) portal to JMU
DL,NG,1,Kody Harris-Miller,SR,returning starter,3rd yr starting; PFF 66.5/309; 15 tkl 2025
DL,DE,1,Jack Bousum,SR,returning starter,PFF 66.6/631; 29 tkl 8 TFL 2025; "pro potential" (Athlon)
DL,DE,1,Dillon Stowers,SR,returning starter,PFF 61.1/225; "got better and better" (Athlon)
DL,EDGE,1,Noah Nixon,SR,returner,PFF 47.0/135; 15 tkl 2025
DL,DL,2,Donovan / Camia / Newton / Sager,,returners,5-6 gm each 2025; depth thin; departed: Ford 64.8/670 + Latore 64.3/491 + Tuioti
LB,ILB,1,Bryson Banks,SO,returner,8 gm 2 tkl 2025; "first shot" (Athlon)
LB,ILB,1,Jaquavious Moss OR Elijah Walton,SO/JR,returners,Moss 4 gm; Walton 11 gm 8 tkl; departed captains Fortner (55.8/802) + Thomas (55.1/802); "inexperience concerning" (Athlon)
DB,CB,1,Jaydan Mayes,SR,returning starter (LONE in secondary),PFF 65.5/692; 13 st 29 tkl 3 pbu 4 INT 2025
DB,CB,1,Julian Porter,SO,returner,11 gm 2 tkl 2025; "important role" (Athlon)
DB,S,1,Caleb Williams,JR,returner,PFF 72.0/32 (tiny); departed: Larkin 72.3/724 + Matteson 68.5/679 + Shields 62.7/675 + Nnadozie 79.7/248 + Weaver 67.0/477
DB,ROV,1,Zane Tallman,SO,returner,13 gm 2 tkl 2025
ST,K,1,Dawson Jones,JR,returning starter,15 FG 2025 (most since 2010); made last 5 incl walk-off vs Air Force
ST,P,1,James Wagenseller,SR,returning starter,43.1 avg 2025; "field-position game-changer" (Athlon); Monken spring praise
ST,STC,1,(returning structure),,,DC change only: Woody -> Cincinnati; Daryl Dixon promoted (longtime asst) + Scot Sloan co-DC
