player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,_provenance
Joey Tanona,156975,T,PURDUE,12,100.0,2,273,60.2,63.2,58.1,4,17,442,100.0,100.0,96.7,10,25,4,793,0,0,793,793,476,476,0,0,317,0,2025_this_team
Bradyn Welch-Joiner,172454,C,PURDUE,12,100.0,0,273,62.3,63.2,61.2,2,23,441,100.0,100.0,96.9,2,26,1,791,791,0,0,791,475,475,0,0,316,0,2025_this_team
Bakyne Coly,174953,T,PURDUE,12,100.0,1,273,46.3,43.4,51.2,6,33,438,100.0,100.0,94.4,5,44,5,784,0,0,0,784,471,471,0,784,313,0,2025_this_team
Nuku Mafi,188730,T,OKLA STATE,12,100.0,0,262,48.2,56.7,43.0,3,15,399,100.0,100.0,97.0,1,21,3,755,0,0,694,755,417,417,0,53,338,7,arrival_2025_at_OKLA STATE
Boaz Stanley,172366,C,S CAROLINA,10,100.0,0,289,49.6,60.6,51.8,1,15,348,100.0,100.0,96.8,9,19,3,606,551,0,0,606,375,375,55,0,231,0,arrival_2025_at_S CAROLINA
Jalen St. John,123963,G,PURDUE,11,100.0,0,273,56.3,63.2,53.7,4,12,310,100.0,100.0,97.1,4,17,1,574,0,574,0,574,337,337,0,0,237,0,2025_this_team
Ethan Trent,174973,G,PURDUE,9,100.0,0,273,55.9,63.2,51.5,0,11,323,100.0,100.0,97.7,3,13,2,544,25,0,0,544,344,344,519,0,200,0,2025_this_team
Hank Purvis,188497,G,PURDUE,10,100.0,0,273,62.8,71.6,59.3,2,8,273,100.0,100.0,97.8,2,11,1,496,0,220,0,496,294,294,275,0,202,0,2025_this_team
Micah Banuelos,176635,G,USC,7,100.0,0,326,54.0,59.2,50.0,1,5,205,100.0,100.0,98.0,1,7,1,402,0,294,0,402,222,222,107,0,180,1,arrival_2025_at_USC
Jatavius Shivers,175929,T,S CAROLINA,4,100.0,0,289,51.3,39.3,54.1,1,2,27,100.0,100.0,94.4,0,3,0,81,0,0,25,81,31,31,0,56,50,0,arrival_2025_at_S CAROLINA
Jude McCoskey,171425,T,PURDUE,8,100.0,0,273,55.2,45.9,58.0,0,2,24,100.0,100.0,95.8,0,2,0,48,0,0,1,48,26,26,0,32,22,15,2025_this_team
Giordano Vaccaro,199094,G,PURDUE,2,100.0,0,273,64.4,54.7,69.0,0,1,18,100.0,100.0,97.2,0,1,0,23,0,0,0,23,19,19,22,0,4,0,2025_this_team
John Randle Jr.,183725,T,PURDUE,2,100.0,0,273,55.7,54.2,54.9,0,2,18,100.0,100.0,94.4,0,2,0,23,0,0,22,23,19,19,0,0,4,0,2025_this_team
Drew Woodruff,169015,G,PURDUE,1,100.0,0,273,61.5,68.7,60.0,0,1,11,100.0,100.0,95.5,0,1,0,12,0,12,0,12,11,11,0,0,1,0,2025_this_team
Marques Easley,184557,T,PURDUE,1,100.0,0,273,44.5,79.7,56.7,0,0,7,100.0,100.0,100.0,1,0,0,10,0,10,0,10,8,8,0,0,2,0,2025_this_team
Max Parrott,190919,G,PURDUE,1,100.0,0,273,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2025_this_team
