player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,_provenance
Kenny Odom,164032,WR,UTEP,11,8.7,16,62.0,50.0,8,16,0,10.1,7,-0.19,21,330,1,62.5,56.6,67.0,62.2,65.7,1.4,5,4,74,0.3,1,352,1,33.1,62,94.9,334,59.9,211,81.5,100,6,36.9,130,586,413,6.7,9.5,1.75,2025_this_team
Wondame Davis Jr.,188310,WR,UTEP,11,19.0,4,50.0,42.9,3,7,0,16.7,5,-0.19,18,330,0,44.5,72.6,62.8,,65.2,0.0,0,6,75,0.0,0,343,2,33.5,25,93.9,322,11.1,38,94.2,50,6,88.9,305,606,170,6.8,24.2,1.88,2025_this_team
Eric Willis III,186718,WR,UTEP,11,9.6,6,56.3,44.4,4,9,0,10.0,3,-0.17,13,330,0,53.5,61.2,53.3,,55.4,0.6,2,2,43,0.0,0,311,2,36.2,27,94.2,293,38.3,119,70.4,48,2,59.5,185,287,122,4.5,10.6,0.98,2025_this_team
Trevon Tate,186678,WR,UTEP,11,7.7,3,70.0,50.0,3,6,0,0.0,0,-0.37,7,330,1,86.3,28.1,57.6,63.9,58.9,0.0,0,1,73,0.5,1,188,0,32.6,21,92.6,174,91.5,172,89.4,30,1,8.0,15,229,118,5.6,10.9,1.32,2025_this_team
Toric Goins Jr.,199470,WR,UTEP,10,15.2,2,50.0,50.0,3,6,0,23.5,4,-0.22,7,330,0,29.7,68.7,57.3,,56.3,0.0,0,3,49,0.0,0,149,0,35.9,13,97.3,145,5.4,8,50.0,26,1,94.6,141,206,83,6.4,15.8,1.42,2025_this_team
Josh Schuchts,188321,TE,UTEP,8,5.4,6,87.5,33.3,1,3,0,0.0,0,-0.06,10,330,0,87.4,70.9,66.2,64.7,71.6,26.4,68,0,64,28.7,74,258,0,36.0,21,66.3,171,52.7,136,146.5,24,3,3.1,8,232,113,5.4,11.0,1.36,2025_this_team
Jaylan Brown,190310,WR,UTEP,9,12.7,0,43.5,28.6,2,7,0,9.1,1,-0.17,5,330,0,66.4,68.5,58.5,,58.1,0.7,1,1,34,0.0,0,144,0,31.7,10,87.5,126,16.7,24,38.9,23,0,82.6,119,103,19,1.9,10.3,0.82,2025_this_team
Judah Ezinwa,170510,TE,UTEP,5,10.1,2,33.3,50.0,1,2,0,20.0,1,-0.09,3,330,0,45.4,65.0,58.7,57.1,56.3,34.8,39,3,33,31.3,35,112,0,36.8,4,64.3,72,40.2,45,16.7,12,0,4.5,5,76,47,11.8,19.0,1.06,2025_this_team
Royal Capell,199055,WR,OKLA STATE,11,3.9,2,83.3,75.0,3,4,0,0.0,0,-0.3,4,262,1,80.9,25.8,54.9,62.1,52.4,0.0,0,0,13,1.3,1,80,0,32.1,10,96.3,77,95.0,76,83.0,12,0,5.0,4,47,36,3.6,4.7,0.61,arrival_2025_at_OKLA STATE
Marcus Torres,188326,WR,UTEP,7,6.0,1,50.0,,0,0,0,0.0,0,-0.37,1,330,0,74.9,65.0,51.6,,53.8,0.0,0,0,8,0.0,0,36,0,30.3,4,91.7,33,100.0,36,56.3,8,0,0.0,0,22,2,0.5,5.5,0.67,2025_this_team
Joshua Thompson,158368,WR,UTEP,4,27.7,0,0.0,0.0,0,1,0,,0,-0.41,0,330,0,,66.6,49.2,,48.6,0.0,0,0,0,0.0,0,23,0,31.8,0,95.7,22,0.0,0,39.6,3,0,100.0,23,0,0,,,0.0,2025_this_team
Rafeald Campbell,188307,WR,UTEP,2,8.3,0,66.7,,0,0,0,33.3,1,-0.85,1,330,0,31.6,62.9,54.9,,54.9,0.0,0,0,21,0.0,0,17,0,23.5,2,100.0,17,88.2,15,95.1,3,0,5.9,1,27,5,2.5,13.5,1.59,2025_this_team
Ashton Nickelberry,173764,WR,UTEP,4,1.5,0,100.0,,0,0,0,0.0,0,0.88,1,330,0,70.7,62.9,65.8,,65.7,0.0,0,0,11,0.0,0,8,0,50.0,2,100.0,8,0.0,0,93.8,2,0,100.0,8,13,10,5.0,6.5,1.63,2025_this_team
Jordan Andrus,205475,TE,UTEP,4,5.0,0,100.0,,0,0,0,0.0,0,-0.96,1,330,0,66.7,61.0,62.6,80.1,69.2,27.3,3,0,9,36.4,4,11,0,9.1,1,63.6,7,36.4,4,104.2,1,0,0.0,0,9,4,4.0,9.0,1.29,2025_this_team
Alex Szczesniak,193117,TE,UTEP,3,1.0,0,0.0,,0,0,0,100.0,1,-1.1,0,330,0,16.4,,35.6,72.3,28.0,25.0,1,0,0,75.0,3,4,1,25.0,0,25.0,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0,2025_this_team
Mason Ferguson,183472,WR,UTEP,3,31.0,0,0.0,,0,0,0,,0,-0.13,0,330,0,,,49.6,,52.0,0.0,0,0,0,0.0,0,27,0,30.4,0,85.2,23,14.8,4,39.6,1,0,85.2,23,0,0,,,0.0,2025_this_team
