unit,pos,depth,player,class,origin,note
QB,QB,1,DJ Lagway,JR,Florida transfer (Athlon-bold*),"#1 QB recruit of 2024 cycle, 5-star; 16 Florida starts; 2nd in SEC QB Rating 2024 -> second-worst 2025; PFF 66.7/401; 6-5 240, QB-run dynamic; dad played RB at Baylor; Spavital scheme 'reminds me of my high school offense' (P6). DEPARTED: Robertson (70.3/590; 3,681 yds 31 TD, both top-5 national; 3 straight 400-yd games - first B12 QB since Mahomes) graduated"
QB,QB,2,Nate Bennett,SO,returner,"7 career snaps; Walker White -> Central Arkansas; thin room behind Lagway"
RB,RB,1,Dawson Pendergrass,JR,returner (injury),"missed ALL of 2025 (foot); returns as THE lead back (P6/Athlon); was slated as top-duo half before injury"
RB,RB,2,Caden Knighten / Michael Turner,SO / SO,returners,"Knighten 104 att, 469 yds as true FR (68.3/111); Turner 68.3/77 (yr-1). DEPARTED: Washington (70.3/163, fumble problems) -> Auburn; Dodds -> SFA"
WRTE,WR,1,Louis Brown IV,SR,returner (REDSHIRT - magazine override),"yr-4 but Athlon-explicit: redshirted 2025, 'expected to play a key role on the outside'; 50 career routes"
WRTE,WR,1,Dre'lon Miller,JR,Colorado transfer (Athlon-bold*),"'most dynamic addition' (P6): WR starts as Fr 2024, moved to RB 2025 (53.4/130 rushing); 2026 = back to WR"
WRTE,WR,1,Jadon Porter,JR,returner,"yr 3, 'hopes to have a larger role' (Athlon); 58.4/78"
WRTE,WR,2,Gavin Freeman / Hardley Gilmore IV / Jayden McGowan / DeBraun Hampton,SR / / / ,OkSt + Kentucky + Charlotte + Florida transfers,"Freeman 66.0/266 (also KR/PR); Gilmore 64.7/240; McGowan 65.4/12 (2025 limited); Hampton no tape. DEPARTED: ALL FOUR 2025 WRs - Cameron (72.4/512, 1st-tm All-B12), Hawkins (62.1/458), Wilson (66.0/345), Prentice (72.3/161) - all expired"
WRTE,TE,1,Matthew Klopfenstein / Tony Livingston,SR / SR,returner + Florida transfer*,"Klopfenstein = the blocker (50.7/137); Livingston (former 4*, followed Lagway) 76.2/60. DEPARTED: Trigg (72.5/319, 'human highlight reel') expired"
OL,LT,1,Logan Moore,JR,UAB transfer (Athlon-bold*),"projected starter (P6); PFF 65.0/650 at UAB"
OL,LG,1,Nate Kibble,SO,Texas transfer (Athlon-bold*),"projected starter (P6) with 38 career snaps (59.5) - no real tape"
OL,C,1,Yakiri Walker,SR,Memphis transfer (Athlon-bold*),"projected starter (P6); PFF 60.9/881 at Memphis (manual append: PFF spells 'Yakari')"
OL,RG,1,Koltin Sieracki,SO,returner,"started a few at RG (P6); brother of RT"
OL,RT,1,Kaden Sieracki,SR,RETURNING STARTER (bold),"the only full returning starter (P6); PFF 63.0/948"
OL,ALL,9,DEPARTED + depth,,,"GONE (4 of 5): Aigbedion (80.0/684, All-B12) graduated; Price (71.0/842) -> Kentucky; Thompkins (50.1/460) -> LSU; Lengyel (60.4/962) + Fugar (62.8/534) expired. Depth adds: Rhett (Toledo, 61.0/669), Hale (S.Ala, 48.1/695), Lovelace (Colorado, no tape), Petty (IW, no tape). P6: 'the starting five were all three-star recruits or transfers'"
DL,DT,1,Devonte Tezino,SR,RETURNING STARTER (bold),"PFF 63.3/510"
DL,DT,1,Hosea Wheeler,SR,Indiana transfer (Athlon-bold*),"natl champion, 4*; PFF 70.7/420; APPEALING for bonus eligibility year - PENDING, not won (P6); Athlon lists as DT starter"
DL,DE,1,Kyler Jordan,SR,returner,"started final two games (P6)"
DL,DE,1,Jamaal Whyce Jr.,SR,Marshall transfer (Athlon-bold*),"PFF 65.7/412"
DL,JACK,1,Ryan Davis,JR,Kansas State transfer (Athlon-bold*),"followed Klanderman; PFF 56.0/351"
